seq_id  alignment_start alignment_end envelope_start envelope_end hmm_acc hmm_name type hmm_start hmm_end hmm_length bit_score E-value significance clan
AC018554.3	         79    283     78    288 PF15229.5   POM121            Family     2   210   232     88.2   6.1e-25   1 No_clan  
NUTM1	            32    551     32    599 PF12881.6   NUT               Family     1   547   740    740.3  2.4e-222   1 No_clan  
NUTM1	           925   1147    917   1147 PF12881.6   NUT               Family   522   740   740    186.7   6.6e-55   1 No_clan  
OCSTAMP	           254    446    254    446 PF07782.12  DC_STAMP          Family     1   191   191    115.4   2.6e-33   1 No_clan  
ODF3L2	             85    111     85    115 PF07004.11  SHIPPO-rpt        Repeat     1    26    31     21.6   0.00027   1 No_clan  
ODF3L2	            166    193    165    195 PF07004.11  SHIPPO-rpt        Repeat     2    29    31     20.7   0.00051   1 No_clan  
ODF3L2	            201    230    201    231 PF07004.11  SHIPPO-rpt        Repeat     1    30    31     23.9   4.9e-05   1 No_clan  
ODF3L2	          121    147    121    151 PF07004.11  SHIPPO-rpt        Repeat     1    26    31     21.4   0.00032   1 No_clan  
ODF3L2	          202    229    201    231 PF07004.11  SHIPPO-rpt        Repeat     2    29    31     20.5   0.00062   1 No_clan  
ODF3L2	          237    266    237    267 PF07004.11  SHIPPO-rpt        Repeat     1    30    31     23.7   5.9e-05   1 No_clan  
OGG1	               25    141     25    141 PF07934.11  OGG_N             Family     1   121   121    117.9   2.4e-34   1 CL0407   
OGG1	              143    247    142    335 PF00730.24  HhH-GPD           Domain     2    67   108     49.6   4.3e-13   1 CL0198   
OGG1	             25    141     25    141 PF07934.11  OGG_N             Family     1   121   121    117.5   3.2e-34   1 CL0407   
OGG1	            143    287    142    301 PF00730.24  HhH-GPD           Domain     2    93   108     71.6   6.2e-20   1 CL0198   
OGG1	             25    141     25    141 PF07934.11  OGG_N             Family     1   121   121    117.9   2.4e-34   1 CL0407   
OGG1	            143    288    142    302 PF00730.24  HhH-GPD           Domain     2    94   108     72.1   4.2e-20   1 CL0198   
OGG1	             25    141     25    141 PF07934.11  OGG_N             Family     1   121   121    118.2     2e-34   1 CL0407   
OGG1	            143    287    142    301 PF00730.24  HhH-GPD           Domain     2    93   108     72.3   3.5e-20   1 CL0198   
OGG1	             25    141     25    141 PF07934.11  OGG_N             Family     1   121   121    117.4   3.4e-34   1 CL0407   
OGG1	            143    287    142    301 PF00730.24  HhH-GPD           Domain     2    93   108     71.5   6.7e-20   1 CL0198   
OGG1	             25    141     25    141 PF07934.11  OGG_N             Family     1   121   121    118.2     2e-34   1 CL0407   
OGG1	            143    287    142    301 PF00730.24  HhH-GPD           Domain     2    93   108     72.3   3.6e-20   1 CL0198   
OGG1	             25    141     25    141 PF07934.11  OGG_N             Family     1   121   121    118.0   2.3e-34   1 CL0407   
OGG1	            143    287    142    301 PF00730.24  HhH-GPD           Domain     2    93   108     72.1   4.2e-20   1 CL0198   
OGG1	             25    141     25    141 PF07934.11  OGG_N             Family     1   121   121    119.9   5.7e-35   1 CL0407   
OGG1	             25     48     25     52 PF07934.11  OGG_N             Family     1    24   121     22.8   6.8e-05   1 CL0407   
OGG1_10	             4     51      1     51 PF07934.11  OGG_N             Family    74   121   121     59.0   4.3e-16   1 CL0407   
OGG1_10	            53    101     52    115 PF00730.24  HhH-GPD           Domain     2    37   108     25.7   1.1e-05   1 CL0198   
OGG1_11	             2     47      1     47 PF07934.11  OGG_N             Family    76   121   121     55.5   5.2e-15   1 CL0407   
OGG1_11	            49    159     48    243 PF00730.24  HhH-GPD           Domain     2    67   108     50.7     2e-13   1 CL0198   
OGG1_12	             3    119      3    119 PF07934.11  OGG_N             Family     1   121   121    120.5   3.7e-35   1 CL0407   
OGG1_14	            41    185     40    199 PF00730.24  HhH-GPD           Domain     2    93   108     73.8   1.3e-20   1 CL0198   
PCLAF	              14     46     14     47 PF15715.4   PAF               Family    43    75    76     61.6   7.4e-17   1 No_clan  
PCLAF	             1     42      1     46 PF15715.4   PAF               Family     1    44    76     53.5   2.6e-14   1 No_clan  
PCLAF	             1     73      1     74 PF15715.4   PAF               Family     1    75    76    126.0   6.1e-37   1 No_clan  
PCLAF	             1     73      1     74 PF15715.4   PAF               Family     1    75    76    125.8   6.8e-37   1 No_clan  
PDZK1IP1	            1    114      1    114 PF15807.4   MAP17             Family     1   126   126    122.3   1.2e-35   1 No_clan  
PMCH	               83    165     82    165 PF05824.11  Pro-MCH           Family     2    86    86    169.8   8.2e-51   1 No_clan  
PNMA2	               1    328      1    328 PF14893.5   PNMA              Family     1   330   330    425.6  1.4e-127   1 CL0523   
POM121L12	         207    240    193    246 PF15229.5   POM121            Family    27    60   232     30.0   3.8e-07   1 No_clan  
PPDPFL	              1     81      1     83 PF15060.5   PPDFL             Family     1    83   110     65.8   4.3e-18   1 No_clan  
PPDPFL	            1     73      1     81 PF15060.5   PPDFL             Family     1    75   110     64.8   8.8e-18   1 No_clan  
PPDPFL	            1     73      1     84 PF15060.5   PPDFL             Family     1    75   110     64.8   8.6e-18   1 No_clan  
PRH1	                1    116      1    117 PF15240.5   Pro-rich          Family     1   137   168     53.8   2.6e-14   1 No_clan  
PRH1	              1    128      1    129 PF15240.5   Pro-rich          Family     1   137   168    111.2   5.9e-32   1 No_clan  
PRH1	              1    161      1    161 PF15240.5   Pro-rich          Family     1   168   168    113.1   1.6e-32   1 No_clan  
PRH2	                1    161      1    161 PF15240.5   Pro-rich          Family     1   168   168    113.7   1.1e-32   1 No_clan  
PRM1	                2     50      2     50 PF00260.19  Protamine_P1      Family     1    48    48     48.5   6.3e-13   1 No_clan  
PTH	                30     64     29    111 PF01279.16  Parathyroid       Family     2    36   107     31.4   2.1e-07   1 No_clan  
PTMS	                2     98      2     99 PF03247.13  Prothymosin       Family     1   110   111     61.2   1.1e-16   1 No_clan  
PTMS	              2     36      2     41 PF03247.13  Prothymosin       Family     1    35   111     25.8   1.1e-05   1 No_clan  
PTRHD1	             26    139     25    139 PF01981.15  PTH2              Family     2   117   117     86.0     2e-24   1 CL0305   
PXT1	               84    134     84    134 PF15214.5   PXT1              Family     1    51    51    107.1   3.8e-31   1 No_clan  
PXT1	              1     51      1     51 PF15214.5   PXT1              Family     1    51    51    111.0   2.3e-32   1 No_clan  
PYDC2	              10     85     10     86 PF02758.15  PYRIN             Domain     1    73    74     69.5     2e-19   1 CL0041   
QRFP	                5    135      5    135 PF11109.7   RFamide_26RFa     Family     1   131   131    220.4   8.4e-66   1 No_clan  
RABIF	              28    122     27    122 PF04421.12  Mss4              Domain     2    96    96    113.9   2.7e-33   1 CL0080   
RPE	                 1    107      1    108 PF00834.18  Ribul_P_3_epim    Domain    62   172   198    111.0   4.3e-32   1 CL0036   
RPE	               1    124      1    128 PF00834.18  Ribul_P_3_epim    Domain    62   189   198    129.3   1.1e-37   1 CL0036   
RPE	               1    120      1    123 PF00834.18  Ribul_P_3_epim    Domain    62   185   198    126.1     1e-36   1 CL0036   
RPE	               1    132      1    133 PF00834.18  Ribul_P_3_epim    Domain    62   197   198    148.5   1.4e-43   1 CL0036   
RPE	               1    132      1    133 PF00834.18  Ribul_P_3_epim    Domain    62   197   198    148.5   1.4e-43   1 CL0036   
RPE	               1     94      1     95 PF00834.18  Ribul_P_3_epim    Domain    62   137   198     47.3   1.4e-12   1 CL0036   
RPE	               1     52      1     60 PF00834.18  Ribul_P_3_epim    Domain    62   113   198     37.5   1.5e-09   1 CL0036   
RPE	              63    142     52    144 PF00834.18  Ribul_P_3_epim    Domain   106   189   198     77.7   6.8e-22   1 CL0036   
RPE	               1     51      1     60 PF00834.18  Ribul_P_3_epim    Domain    62   112   198     36.9   2.2e-09   1 CL0036   
RPE	              63    150     52    151 PF00834.18  Ribul_P_3_epim    Domain   106   197   198     96.4   1.3e-27   1 CL0036   
RPE_10	              6    159      6    160 PF00834.18  Ribul_P_3_epim    Domain     1   152   198    176.8   2.9e-52   1 CL0036   
RPE_11	              6    192      6    196 PF00834.18  Ribul_P_3_epim    Domain     1   189   198    206.3   2.7e-61   1 CL0036   
RPE_12	              6    188      6    190 PF00834.18  Ribul_P_3_epim    Domain     1   185   198    203.8   1.6e-60   1 CL0036   
RPE_13	              6    200      6    201 PF00834.18  Ribul_P_3_epim    Domain     1   197   198    225.5   3.5e-67   1 CL0036   
RPL10L	             12    165     12    166 PF00252.17  Ribosomal_L16     Family     1   131   132    149.7   4.2e-44   1 No_clan  
RPL27A	              5     88      1     89 PF00828.18  Ribosomal_L27A    Family    44   120   121     61.9   8.1e-17   1 CL0588   
RPL27A	           28    145     26    146 PF00828.18  Ribosomal_L27A    Family     3   120   121     87.8   7.8e-25   1 CL0588   
RPL27A	           28     95     26    107 PF00828.18  Ribosomal_L27A    Family     3    70   121     39.1   9.6e-10   1 CL0588   
RPL27A	           61    110     43    111 PF00828.18  Ribosomal_L27A    Family    69   120   121     45.2   1.2e-11   1 CL0588   
RPL36	               4     34      4     44 PF01158.17  Ribosomal_L36e    Family     1    31    96     38.1   1.2e-09   1 No_clan  
RPL36	             4     80      4     85 PF01158.17  Ribosomal_L36e    Family     1    77    96    138.6   5.4e-41   1 No_clan  
RPL36	             4     99      4     99 PF01158.17  Ribosomal_L36e    Family     1    96    96    175.3   1.9e-52   1 No_clan  
RPL38	               2     21      2     22 PF01781.17  Ribosomal_L38e    Family     1    20    68     28.4   1.1e-06   1 No_clan  
RPL38	             2     63      2     64 PF01781.17  Ribosomal_L38e    Family     1    62    68    122.0     7e-36   1 No_clan  
RPL38	             2     69      2     69 PF01781.17  Ribosomal_L38e    Family     1    68    68    128.8   5.2e-38   1 No_clan  
RPL38	             2     63      2     67 PF01781.17  Ribosomal_L38e    Family     1    62    68    118.4   9.6e-35   1 No_clan  
RPS20	               1     60      1     60 PF00338.21  Ribosomal_S10     Family    36    98    98     63.8   1.2e-17   1 No_clan  
RPS20	            21    115     21    115 PF00338.21  Ribosomal_S10     Family     1    98    98    106.6   5.6e-31   1 No_clan  
RPS20	            21    112     21    115 PF00338.21  Ribosomal_S10     Family     1    95    98    101.0   3.1e-29   1 No_clan  
RPS20	            21     61     21     61 PF00338.21  Ribosomal_S10     Family     1    41    98     40.9   1.7e-10   1 No_clan  
RPS26	               1    103      1    107 PF01283.18  Ribosomal_S26e    Family     1   103   108    183.9   7.2e-55   1 No_clan  
RPS29	              19     51     18     52 PF00253.20  Ribosomal_S14     Family    19    52    54     39.6   3.1e-10   1 No_clan  
RPS29	             9     54      6     55 PF00253.20  Ribosomal_S14     Family     4    52    54     54.2   8.3e-15   1 No_clan  
RPS29	             9     54      6     55 PF00253.20  Ribosomal_S14     Family     4    52    54     55.7   2.9e-15   1 No_clan  
RPS5	               35    134     16    134 PF00177.20  Ribosomal_S7      Domain    55   149   149     87.6   5.6e-25   1 No_clan  
RPS5	             83    225     72    225 PF00177.20  Ribosomal_S7      Domain    16   149   149    126.8   4.9e-37   1 No_clan  
RPS5	             62    200     51    201 PF00177.20  Ribosomal_S7      Domain    16   145   149    120.7   3.5e-35   1 No_clan  
RPS5	             62    204     51    204 PF00177.20  Ribosomal_S7      Domain    16   149   149    127.2   3.6e-37   1 No_clan  
RRS1	               32    193     31    193 PF04939.11  RRS1              Family     2   162   162    194.8   7.8e-58   1 No_clan  
RSAD1	            44    202     43    208 PF04055.20  Radical_SAM       Domain     2   154   167     57.2   2.4e-15   1 CL0036   
RSAD1	           349    413    346    414 PF06969.15  HemN_C            Domain     4    65    66     37.7   1.5e-09   1 CL0123   
RTL3	              235    318    218    324 PF16297.4   DUF4939           Family    23   106   112     49.5     3e-13   1 CL0523   
RTL3	              445    459    443    460 PF00098.22  zf-CCHC           Domain     3    17    18     20.7   0.00028   1 CL0511   
S100PBP	          22    120     21    121 PF15427.5   S100PBPR          Family     2   105   389    158.4   2.8e-46   1 No_clan  
S100PBP	          22    130     21    130 PF15427.5   S100PBPR          Family     2   115   389    173.3   8.5e-51   1 No_clan  
S100PBP	          22    146     21    147 PF15427.5   S100PBPR          Family     2   131   389    209.8   7.2e-62   1 No_clan  
S100PBP	          22    171     21    172 PF15427.5   S100PBPR          Family     2   157   389    260.6   2.7e-77   1 No_clan  
S100PBP	          22    402     21    402 PF15427.5   S100PBPR          Family     2   389   389    724.9  2.5e-218   1 No_clan  
SCNM1	               9     34      9     35 PF15803.4   zf-SCNM1          Family     1    26    27     55.8   2.3e-15   1 No_clan  
SCNM1	             148    193    148    193 PF15805.4   SCNM1_acidic      Family     1    46    47     88.7   1.3e-25   1 No_clan  
SCNM1	            44     69     44     70 PF15803.4   zf-SCNM1          Family     1    26    27     55.5   2.9e-15   1 No_clan  
SCNM1	           183    228    183    228 PF15805.4   SCNM1_acidic      Family     1    46    47     88.3   1.8e-25   1 No_clan  
SDHAF3	              9     59      9     66 PF13233.5   Complex1_LYR_2    Family     1    52    82     56.1   4.3e-15   1 CL0491   
SDHAF3	            9     93      9    114 PF13233.5   Complex1_LYR_2    Family     1    75    82     63.5   2.1e-17   1 CL0491   
SELENOF	            89    161     88    162 PF08806.10  Sep15_SelM        Domain     2    75    76     87.0   6.9e-25   1 CL0172   
SELENOF	          97    162     89    163 PF08806.10  Sep15_SelM        Domain    10    75    76     79.6   1.4e-22   1 CL0172   
SELENOF	          52     88     33     89 PF08806.10  Sep15_SelM        Domain    28    64    76     32.2   8.3e-08   1 CL0172   
SELENOK	             2     66      2     72 PF10961.7   SelK_SelG         Family     1    68    86     78.5   3.9e-22   1 No_clan  
SELENOK	           2     91      2     91 PF10961.7   SelK_SelG         Family     1    86    86    103.0   9.3e-30   1 No_clan  
SELENOK	           2     91      2     91 PF10961.7   SelK_SelG         Family     1    86    86    102.9   9.7e-30   1 No_clan  
SERTM2	             17     82      6     86 PF15872.4   SRTM1             Family    20    89   103     52.6   3.6e-14   1 No_clan  
SIVA1	               1     40      1     43 PF05458.11  Siva              Family     1    40   173     63.5   1.8e-17   1 No_clan  
SIVA1	              41    110     40    110 PF05458.11  Siva              Family   105   173   173    107.8   4.2e-31   1 No_clan  
SIVA1	             1    175      1    175 PF05458.11  Siva              Family     1   173   173    311.4   1.3e-93   1 No_clan  
SIVA1	             1    157      1    165 PF05458.11  Siva              Family     1   155   173    274.8   2.3e-82   1 No_clan  
SIVA1	             1    157      1    165 PF05458.11  Siva              Family     1   155   173    276.7   5.9e-83   1 No_clan  
SIVA1	             1    156      1    157 PF05458.11  Siva              Family     1   154   173    274.3   3.2e-82   1 No_clan  
SIVA1	             1     90      1     90 PF05458.11  Siva              Family    85   173   173    147.2   3.4e-43   1 No_clan  
SLC48A1	             9     64      8     67 PF16954.4   HRG               Family     2    52    52     33.1   5.3e-08   1 No_clan  
SLC48A1	            71    122     71    122 PF16954.4   HRG               Family     1    52    52     66.1   2.6e-18   1 No_clan  
SLC48A1	          14     65     14     65 PF16954.4   HRG               Family     1    52    52     67.7   7.9e-19   1 No_clan  
SLC51B	              3    122      3    122 PF15048.5   OSTbeta           Family     1   122   122    187.4   7.4e-56   1 No_clan  
SLFNL1	            162    294    162    296 PF04326.13  AlbA_2            Domain     1   119   122     98.9   2.2e-28   1 CL0441   
SLFNL1	          221    305    221    345 PF04326.13  AlbA_2            Domain     1    84   122     77.8   7.6e-22   1 CL0441   
SLFNL1	          221    353    221    355 PF04326.13  AlbA_2            Domain     1   119   122     98.5   3.1e-28   1 CL0441   
SLN	                 1     31      1     31 PF05366.10  Sarcolipin        Family     1    31    31     82.2   1.3e-23   1 No_clan  
SMCO2	              12    292     11    292 PF14992.5   TMCO5             Family     2   275   275    233.0   4.5e-69   1 No_clan  
SMCO2	            12    342     11    342 PF14992.5   TMCO5             Family     2   275   275    211.8   1.3e-62   1 No_clan  
SMIM11A	           4     53      4     53 PF14981.5   FAM165            Family     1    50    50    102.6   6.5e-30   1 No_clan  
SMIM20	            103    159    103    159 PF15061.5   DUF4538           Family     1    57    57     94.5   2.2e-27   1 No_clan  
SMIM20	            2     58      2     58 PF15061.5   DUF4538           Family     1    57    57     97.9   1.9e-28   1 No_clan  
SMIM20	            2     37      2     39 PF15061.5   DUF4538           Family     1    36    57     56.2     2e-15   1 No_clan  
SMIM23	              1    139      1    139 PF15466.5   DUF4635           Family     1   134   134    213.0   8.4e-64   1 No_clan  
SMIM23	            1    139      1    139 PF15466.5   DUF4635           Family     1   134   134    212.5   1.2e-63   1 No_clan  
SNAPC5	            7     31      7     32 PF15497.5   SNAPc19           Family     1    25    91     29.3     8e-07   1 No_clan  
SNAPC5	            7     95      7     97 PF15497.5   SNAPc19           Family     1    91    91     84.9   3.7e-24   1 No_clan  
SNAPC5	            7     58      7     76 PF15497.5   SNAPc19           Family     1    52    91     61.5   7.6e-17   1 No_clan  
SPACA7	             11    112      8    112 PF15307.5   SPACA7            Family     7   108   108    162.7   2.5e-48   1 No_clan  
SPACA7	           20     95     11     95 PF15307.5   SPACA7            Family    33   108   108    118.7   1.2e-34   1 No_clan  
SPACA7	           19    104     14    105 PF15307.5   SPACA7            Family    13    99   108    140.2   2.5e-41   1 No_clan  
SPACA7	           19    126     19    126 PF15307.5   SPACA7            Family     1   108   108    174.8   4.2e-52   1 No_clan  
SPANXC	              1     93      1     94 PF07458.11  SPAN-X            Family     1    94    95    139.8   2.7e-41   1 No_clan  
SPANXD	              1     93      1     94 PF07458.11  SPAN-X            Family     1    94    95    137.0   1.9e-40   1 No_clan  
SPANXN3	             1     94      1     95 PF07458.11  SPAN-X            Family     1    94    95    150.4   1.4e-44   1 No_clan  
SPANXN4	             1     89      1     93 PF07458.11  SPAN-X            Family     1    90    95    115.0   1.5e-33   1 No_clan  
SPANXN4	           1     88      1     92 PF07458.11  SPAN-X            Family     1    90    95    108.8   1.2e-31   1 No_clan  
SPATA25	             1    227      1    227 PF15218.5   SPATA25           Family     1   228   228    458.9  2.9e-138   1 No_clan  
SPATA32	         138    383    138    383 PF15310.5   VAD1-2            Family     1   249   249    371.0  3.4e-111   1 No_clan  
SPATS1	           51    118     51    118 PF15160.5   SASRP1            Family     1    68   238     77.8   8.7e-22   1 No_clan  
SPATS1	           51    288     51    288 PF15160.5   SASRP1            Family     1   238   238    495.7  1.8e-149   1 No_clan  
SSMEM1	              1    243      1    243 PF15468.5   DUF4636           Family     1   243   243    463.5  1.5e-139   1 No_clan  
STPG1	             140    158    140    170 PF07004.11  SHIPPO-rpt        Repeat     1    21    31     13.3      0.11   1 No_clan  
STPG1	             178    195    178    211 PF07004.11  SHIPPO-rpt        Repeat     1    16    31     12.6      0.19   1 No_clan  
STPG1	             220    236    219    251 PF07004.11  SHIPPO-rpt        Repeat     2    12    31     11.5      0.42   1 No_clan  
STPG1	             259    269    259    282 PF07004.11  SHIPPO-rpt        Repeat     1    11    31     10.9      0.65   1 No_clan  
STPG1	           187    205    187    217 PF07004.11  SHIPPO-rpt        Repeat     1    21    31     13.1      0.14   1 No_clan  
STPG1	           225    242    225    258 PF07004.11  SHIPPO-rpt        Repeat     1    16    31     12.3      0.23   1 No_clan  
STPG1	           267    283    266    298 PF07004.11  SHIPPO-rpt        Repeat     2    12    31     11.2      0.51   1 No_clan  
STPG1	           306    316    306    329 PF07004.11  SHIPPO-rpt        Repeat     1    11    31     10.7      0.79   1 No_clan  
STPG1	            90    108     90    121 PF07004.11  SHIPPO-rpt        Repeat     1    21    31     14.4     0.051   1 No_clan  
STPG1	           128    145    128    155 PF07004.11  SHIPPO-rpt        Repeat     1    16    31     13.0      0.14   1 No_clan  
SUPT16H	             5    166      5    167 PF14826.5   FACT-Spt16_Nlob   Domain     1   160   161    178.8   6.2e-53   1 CL0356   
SUPT16H	           182    411    181    411 PF00557.23  Peptidase_M24     Domain     2   209   209    117.7   5.1e-34   1 No_clan  
SUPT16H	           529    689    529    689 PF08644.10  SPT16             Family     1   151   151    198.2   7.4e-59   1 CL0266   
SUPT16H	           813    894    808    895 PF08512.11  Rtt106            Domain    10    88    89     60.6   1.4e-16   1 CL0266   
SUPT16H	           5     53      5     54 PF14826.5   FACT-Spt16_Nlob   Domain     1    51   161     43.6   2.4e-11   1 CL0356   
SUPT16H	           5     53      5     73 PF14826.5   FACT-Spt16_Nlob   Domain     1    51   161     43.1   3.4e-11   1 CL0356   
SYCN	               22    133     22    133 PF15138.5   Syncollin         Family     1   112   112    188.4     3e-56   1 No_clan  
TAC3	                1     54      1     54 PF03823.13  Neurokinin_B      Family     1    58    58     90.8   3.7e-26   1 No_clan  
TAC3	              1     54      1     54 PF03823.13  Neurokinin_B      Family     1    58    58     90.2   5.5e-26   1 No_clan  
TAC3	              1     54      1     54 PF03823.13  Neurokinin_B      Family     1    58    58     89.9     7e-26   1 No_clan  
TAF10	             128    177    128    177 PF03540.12  TFIID_30kDa       Family     1    50    50     91.9   1.5e-26   1 No_clan  
TAF10	            27     74     26     74 PF03540.12  TFIID_30kDa       Family     3    50    50     88.4     2e-25   1 No_clan  
TCAP	                4     58      3     59 PF09470.9   Telethonin        Domain     2    56   167     77.0   1.4e-21   1 No_clan  
TCAP	               57    143     56    143 PF09470.9   Telethonin        Domain    79   167   167    113.2     1e-32   1 No_clan  
TCAP	              4    167      3    167 PF09470.9   Telethonin        Domain     2   167   167    249.5   1.3e-74   1 No_clan  
TCHH	                4     45      4     46 PF01023.18  S_100             Domain     1    42    43     41.0     1e-10   1 CL0220   
TEX12	              28    122     28    122 PF15219.5   TEX12             Family     1    96    96    177.1   5.8e-53   1 No_clan  
TEX29	              40     84     40     84 PF15839.4   TEX29             Family     1    45    76     91.9   2.6e-26   1 No_clan  
TEX29	            13     88     13     88 PF15839.4   TEX29             Family     1    76    76    144.7   8.7e-43   1 No_clan  
TEX33	              55    191     55    192 PF15400.5   TEX33             Family     1   137   138    235.0   3.3e-70   1 No_clan  
TEX33	           140    276    140    277 PF15400.5   TEX33             Family     1   137   138    233.5   9.1e-70   1 No_clan  
TEX33	            22    135     18    136 PF15400.5   TEX33             Family    24   137   138    185.2   7.8e-55   1 No_clan  
TEX37	               1    180      1    180 PF15217.5   TSC21             Family     1   180   180    355.8  4.4e-107   1 No_clan  
TEX43	               3    134      3    134 PF14983.5   DUF4513           Family     1   132   132    271.2   1.2e-81   1 No_clan  
TIGD1	               9     60      9     61 PF04218.12  CENP-B_N          Domain     1    52    53     74.3     4e-21   1 CL0123   
TIGD1	              80    147     79    149 PF03221.15  HTH_Tnp_Tc5       Domain     2    64    66     55.1   5.3e-15   1 CL0123   
TIGD1	             216    403    216    403 PF03184.18  DDE_1             Family     1   176   176    181.9   7.2e-54   1 CL0219   
TIMM8A	             22     82     21     83 PF02953.14  zf-Tim10_DDP      Domain     2    63    64     83.7   4.8e-24   1 No_clan  
TINCR	              27     85     14     87 PF00240.22  ubiquitin         Domain    11    70    72     26.1   4.7e-06   1 CL0072   
TINF2	            20     65     20     69 PF14973.5   TINF2_N           Family     1    46   147     59.0   5.9e-16   1 No_clan  
TINF2	            20     68     20     71 PF14973.5   TINF2_N           Family     1    49   147     61.4   1.1e-16   1 No_clan  
TINF2	            20    136     20    138 PF14973.5   TINF2_N           Family     1   113   147    114.9   3.6e-33   1 No_clan  
TINF2	            20    169     20    169 PF14973.5   TINF2_N           Family     1   147   147    165.4   9.7e-49   1 No_clan  
TINF2	            20    169     20    169 PF14973.5   TINF2_N           Family     1   147   147    166.1   5.8e-49   1 No_clan  
TINF2	             6    155      6    155 PF14973.5   TINF2_N           Family     1   147   147    167.0   3.1e-49   1 No_clan  
TMCO2	               9    179      9    179 PF15844.4   TMCCDC2           Family     1   171   171    316.5   3.8e-95   1 No_clan  
TMCO5A	             14     70     13     71 PF14992.5   TMCO5             Family     2    58   275     66.1   3.5e-18   1 No_clan  
TMCO5A	           14     81     13     81 PF14992.5   TMCO5             Family     2    69   275     76.7   2.1e-21   1 No_clan  
TMCO5A	           14    144     13    145 PF14992.5   TMCO5             Family     2   132   275    144.8   3.4e-42   1 No_clan  
TMCO5A	           14    224     13    228 PF14992.5   TMCO5             Family     2   212   275    246.4   3.7e-73   1 No_clan  
TMCO5A	           14    287     13    287 PF14992.5   TMCO5             Family     2   275   275    380.7  4.2e-114   1 No_clan  
TMCO5A	           14    190     13    190 PF14992.5   TMCO5             Family     2   178   275    218.3   1.4e-64   1 No_clan  
TMCO5A	           14    180     13    185 PF14992.5   TMCO5             Family     2   167   275    187.5   3.3e-55   1 No_clan  
TMEM123	          13    104      1    113 PF05283.10  MGC-24            Family    42   132   140     47.0   3.1e-12   1 No_clan  
TMEM123	          84    172     76    182 PF05283.10  MGC-24            Family    47   131   140     39.4     7e-10   1 No_clan  
TMEM123	         104    191     96    201 PF05283.10  MGC-24            Family    48   131   140     39.7   5.9e-10   1 No_clan  
TMEM156	            39    264     39    264 PF15106.5   TMEM156           Family     1   226   226    410.9  1.1e-123   1 No_clan  
TMEM156	          39     91     39     92 PF15106.5   TMEM156           Family     1    53   226     79.9   1.7e-22   1 No_clan  
TMEM156	          92    179     91    180 PF15106.5   TMEM156           Family    82   169   226    142.0   1.8e-41   1 No_clan  
TMEM262	            50    109     50    109 PF15837.4   DUF4716           Family     1    60    60    136.6   1.9e-40   1 No_clan  
TMEM89	             23    156     23    156 PF15098.5   TMEM89            Family     1   134   134    250.6   3.2e-75   1 No_clan  
TNP1	                2     52      2     52 PF02079.15  TP1               Family     1    51    51    111.8   8.8e-33   1 No_clan  
TOMM7	             9     52      9     52 PF08038.11  Tom7              Family     1    40    41     55.5     3e-15   1 No_clan  
TOMM7	             9     53      9     53 PF08038.11  Tom7              Family     1    41    41     58.0   4.8e-16   1 No_clan  
TOMM7	             9     51      9     52 PF08038.11  Tom7              Family     1    39    41     51.0   7.6e-14   1 No_clan  
TRAPPC5	            25    107      3    108 PF04051.15  TRAPP             Family    62   145   146     65.7   3.4e-18   1 CL0210   
TRAPPC5	          29    174     29    175 PF04051.15  TRAPP             Family     1   145   146    119.5   8.7e-35   1 CL0210   
TRIQK	             1     49      1     52 PF15168.5   TRIQK             Family     1    49    79     83.3   7.7e-24   1 No_clan  
TRIQK	             1     75      1     75 PF15168.5   TRIQK             Family     1    75    79    130.2   1.8e-38   1 No_clan  
TRIQK	             1     78      1     79 PF15168.5   TRIQK             Family     1    78    79    133.6   1.5e-39   1 No_clan  
TRIQK	             1     54      1     79 PF15168.5   TRIQK             Family     1    54    79     87.3   4.3e-25   1 No_clan  
TSEN54	             64    129     63    130 PF12928.6   tRNA_int_end_N2   Domain     2    71    72     64.9   5.2e-18   1 CL0476   
TSEN54	           20     74      9     75 PF12928.6   tRNA_int_end_N2   Domain    13    71    72     58.9   3.8e-16   1 CL0476   
TSEN54	            1     28      1     29 PF12928.6   tRNA_int_end_N2   Domain    42    71    72     31.3   1.6e-07   1 CL0476   
TSEN54	           29     94     28     95 PF12928.6   tRNA_int_end_N2   Domain     2    71    72     68.2   4.8e-19   1 CL0476   
TSR2	               12     91     12     91 PF10273.8   WGG               Family     1    80    80     89.1     2e-25   1 No_clan  
TTC23	           322    386    314    387 PF13424.5   TPR_12            Repeat    11    75    77     30.7   2.7e-07   1 CL0020   
TTC23_11	           58    122     50    123 PF13424.5   TPR_12            Repeat    11    75    77     30.9   2.3e-07   1 CL0020   
TUSC2	               1    109      1    109 PF15000.5   TUSC2             Family     1   112   112    147.8   1.3e-43   1 No_clan  
UBAC2	           271    306    270    306 PF00627.30  UBA               Domain     2    37    37     45.1   6.3e-12   1 CL0214   
UBAC2	           172    204    171    205 PF00627.30  UBA               Domain     2    34    37     39.2   4.4e-10   1 CL0214   
UBAC2	           306    341    305    341 PF00627.30  UBA               Domain     2    37    37     44.9   7.3e-12   1 CL0214   
UCMA	               20    112     19    112 PF17085.4   UCMA              Family    42   134   134    188.3   4.8e-56   1 No_clan  
UCMA	              1    134      1    134 PF17085.4   UCMA              Family     1   134   134    258.5   1.1e-77   1 No_clan  
