species	Gene_focal	Gene_ortho
Gorilla_gorilla	WNT11	WNT11
Gorilla_gorilla	WNT16	WNT16
Gorilla_gorilla	WNT2	WNT2
Gorilla_gorilla	WNT2B	WNT2B
Gorilla_gorilla	WNT5A	WNT5A
Gorilla_gorilla	WNT6	WNT6
Gorilla_gorilla	WNT7A	ENSGGOG00000042871
Gorilla_gorilla	WNT7A	WNT7A
Gorilla_gorilla	WNT8B	WNT8B
Gorilla_gorilla	WRAP53	WRAP53
Gorilla_gorilla	WRAP73	WRAP73
Gorilla_gorilla	WRNIP1	WRNIP1
Gorilla_gorilla	WSB2	ENSGGOG00000027267
Gorilla_gorilla	WSB2	WSB2
Gorilla_gorilla	WSCD2	WSCD2
Gorilla_gorilla	WWP1	WWP1
Gorilla_gorilla	WWTR1	WWTR1
Gorilla_gorilla	XAB2	XAB2
Gorilla_gorilla	XAGE5	ENSGGOG00000043141
Gorilla_gorilla	XAGE5	XAGE5
Gorilla_gorilla	XBP1	ENSGGOG00000007154
Gorilla_gorilla	XCL2	ENSGGOG00000036326
Gorilla_gorilla	XCL2	ENSGGOG00000036517
Gorilla_gorilla	XCR1	CCR1
Gorilla_gorilla	XCR1	XCR1
Gorilla_gorilla	XG	XG
Gorilla_gorilla	XIAP	ENSGGOG00000008637
Gorilla_gorilla	XIRP2	ENSGGOG00000037289
Gorilla_gorilla	XIRP2	XIRP2
Gorilla_gorilla	XKR5	XKR5
Gorilla_gorilla	XPA	XPA
Gorilla_gorilla	XPO4	ENSGGOG00000028385
Gorilla_gorilla	XPO4	XPO4
Gorilla_gorilla	XPO7	XPO7
Gorilla_gorilla	XPR1	ENSGGOG00000027576
Gorilla_gorilla	XPR1	XPR1
Gorilla_gorilla	XRCC3	XRCC3
Gorilla_gorilla	XRCC6	XRCC6
Gorilla_gorilla	XRN1	XRN1
Gorilla_gorilla	XXYLT1	ENSGGOG00000025992
Gorilla_gorilla	XXYLT1	XXYLT1
Gorilla_gorilla	XYLB	XYLB
Gorilla_gorilla	YAP1	ENSGGOG00000005796
Gorilla_gorilla	YBX1	YBX1
Gorilla_gorilla	YBX2	YBX2
Gorilla_gorilla	YBX3	YBX3
Gorilla_gorilla	YEATS4	ENSGGOG00000023917
Gorilla_gorilla	YEATS4	YEATS4
Gorilla_gorilla	YIF1A	YIF1A
Gorilla_gorilla	YIF1B	YIF1B
Gorilla_gorilla	YIPF1	YIPF1
Gorilla_gorilla	YIPF2	YIPF2
Gorilla_gorilla	YIPF5	YIPF5
Gorilla_gorilla	YIPF7	YIPF7
Gorilla_gorilla	YKT6	YKT6
Gorilla_gorilla	YPEL1	YPEL1
Gorilla_gorilla	YPEL3	YPEL3
Gorilla_gorilla	YPEL4	YPEL4
Gorilla_gorilla	YTHDF2	YTHDF2
Gorilla_gorilla	YWHAB	YWHAB
Gorilla_gorilla	YWHAG	YWHAG
Gorilla_gorilla	YY1	YY1
Gorilla_gorilla	YY1AP1	YY1AP1
Gorilla_gorilla	ZAR1	ZAR1
Gorilla_gorilla	ZBBX	ENSGGOG00000039916
Gorilla_gorilla	ZBBX	TRIM56
Gorilla_gorilla	ZBBX	ZBBX
Gorilla_gorilla	ZBED5	ENSGGOG00000037061
Gorilla_gorilla	ZBED5	ZBED5
Gorilla_gorilla	ZBED8	ZBED8
Gorilla_gorilla	ZBP1	ZBP1
Gorilla_gorilla	ZBTB16	ZBTB16
Gorilla_gorilla	ZBTB17	ENSGGOG00000038557
Gorilla_gorilla	ZBTB2	ZBTB2
Gorilla_gorilla	ZBTB22	ZBTB22
Gorilla_gorilla	ZBTB24	ZBTB24
Gorilla_gorilla	ZBTB25	ZBTB25
Gorilla_gorilla	ZBTB32	ZBTB32
Gorilla_gorilla	ZBTB37	ENSGGOG00000036895
Gorilla_gorilla	ZBTB37	ZBTB37
Gorilla_gorilla	ZBTB44	ENSGGOG00000039210
Gorilla_gorilla	ZBTB44	ZBTB44
Gorilla_gorilla	ZBTB47	FASTKD1
Gorilla_gorilla	ZBTB47	KLHL41
Gorilla_gorilla	ZBTB47	ZBTB47
Gorilla_gorilla	ZBTB48	ZBTB48
Gorilla_gorilla	ZBTB49	ZBTB49
Gorilla_gorilla	ZBTB6	ZBTB6
Gorilla_gorilla	ZBTB8OS	ENSGGOG00000041416
Gorilla_gorilla	ZBTB8OS	ZBTB8OS
Gorilla_gorilla	ZC3H11B	ENSGGOG00000008911
Gorilla_gorilla	ZC3H12A	ZC3H12A
Gorilla_gorilla	ZC3H12B	ENSGGOG00000041261
Gorilla_gorilla	ZC3H12B	ZC3H12B
Gorilla_gorilla	ZC3H13	ZC3H13
Gorilla_gorilla	ZC3H15	ZC3H15
Gorilla_gorilla	ZC3H18	ZC3H18
Gorilla_gorilla	ZC3H4	ENSGGOG00000039096
Gorilla_gorilla	ZC3H4	ZC3H4
Gorilla_gorilla	ZC3HAV1L	ZC3HAV1L
Gorilla_gorilla	ZCCHC10	ENSGGOG00000022261
Gorilla_gorilla	ZCCHC10	ZCCHC10
Gorilla_gorilla	ZCCHC11	ENSGGOG00000009886
Gorilla_gorilla	ZCCHC12	ENSGGOG00000000535
Gorilla_gorilla	ZCCHC12	ZCCHC12
Gorilla_gorilla	ZCCHC17	ENSGGOG00000037147
Gorilla_gorilla	ZCCHC17	ZCCHC17
Gorilla_gorilla	ZCCHC8	ZCCHC8
Gorilla_gorilla	ZCCHC9	ZCCHC9
Gorilla_gorilla	ZDHHC1	ZDHHC1
Gorilla_gorilla	ZDHHC12	ZDHHC12
Gorilla_gorilla	ZDHHC16	ENSGGOG00000003105
Gorilla_gorilla	ZDHHC16	ENSGGOG00000026594
Gorilla_gorilla	ZDHHC19	ZDHHC19
Gorilla_gorilla	ZDHHC2	ZDHHC2
Gorilla_gorilla	ZDHHC20	ENSGGOG00000000435
Gorilla_gorilla	ZDHHC23	ZDHHC23
Gorilla_gorilla	ZDHHC3	ZDHHC3
Gorilla_gorilla	ZDHHC5	ZDHHC5
Gorilla_gorilla	ZDHHC8	ZDHHC8
Gorilla_gorilla	ZER1	ZER1
Gorilla_gorilla	ZFAND3	ZFAND3
Gorilla_gorilla	ZFAND5	ZFAND5
Gorilla_gorilla	ZFP36	ENSGGOG00000037466
Gorilla_gorilla	ZFP36	ZFP36
Gorilla_gorilla	ZFP42	ENSGGOG00000043347
Gorilla_gorilla	ZFP42	ZFP42
Gorilla_gorilla	ZFP64	ENSGGOG00000026918
Gorilla_gorilla	ZFP64	ZFP64
Gorilla_gorilla	ZFR2	ZFR2
Gorilla_gorilla	ZFX	ENSGGOG00000022110
Gorilla_gorilla	ZFX	ZFX
Gorilla_gorilla	ZFYVE1	ZFYVE1
Gorilla_gorilla	ZFYVE21	ZFYVE21
Gorilla_gorilla	ZFYVE27	ZFYVE27
Gorilla_gorilla	ZG16	ZG16
Gorilla_gorilla	ZHX3	ZHX3
Gorilla_gorilla	ZIC3	ENSGGOG00000026094
Gorilla_gorilla	ZIC3	ZIC3
Gorilla_gorilla	ZIC4	ZIC4
Gorilla_gorilla	ZIC5	ENSGGOG00000022385
Gorilla_gorilla	ZIM2	TP53BP1
Gorilla_gorilla	ZIM2	TUBGCP4
Gorilla_gorilla	ZMIZ2	ZMIZ2
Gorilla_gorilla	ZMPSTE24	ZMPSTE24
Gorilla_gorilla	ZMYM1	ZMYM1
Gorilla_gorilla	ZMYM3	ZMYM3
Gorilla_gorilla	ZMYM4	ENSGGOG00000023775
Gorilla_gorilla	ZMYM4	ZMYM4
Gorilla_gorilla	ZMYM5	ENSGGOG00000022435
Gorilla_gorilla	ZMYM5	ENSGGOG00000028351
Gorilla_gorilla	ZMYM6	ZMYM6
Gorilla_gorilla	ZMYND10	ZMYND10
Gorilla_gorilla	ZMYND11	ZMYND11
Gorilla_gorilla	ZMYND12	ZMYND12
Gorilla_gorilla	ZMYND15	ZMYND15
Gorilla_gorilla	ZMYND19	ZMYND19
Gorilla_gorilla	ZNF106	ZNF106
Gorilla_gorilla	ZNF133	ENSGGOG00000036870
Gorilla_gorilla	ZNF133	ZNF133
Gorilla_gorilla	ZNF142	ZNF142
Gorilla_gorilla	ZNF143	ZNF143
Gorilla_gorilla	ZNF148	ENSGGOG00000025931
Gorilla_gorilla	ZNF148	ZNF148
Gorilla_gorilla	ZNF16	ENSGGOG00000042008
Gorilla_gorilla	ZNF169	ZNF169
Gorilla_gorilla	ZNF175	ZNF175
Gorilla_gorilla	ZNF185	ZNF185
Gorilla_gorilla	ZNF195	ENSGGOG00000006374
Gorilla_gorilla	ZNF195	ZNF195
Gorilla_gorilla	ZNF202	OR6X1
Gorilla_gorilla	ZNF202	ZNF202
Gorilla_gorilla	ZNF217	ENSGGOG00000043241
Gorilla_gorilla	ZNF217	ZNF217
Gorilla_gorilla	ZNF251	TP53BP1
Gorilla_gorilla	ZNF251	TUBGCP4
Gorilla_gorilla	ZNF276	ZNF276
Gorilla_gorilla	ZNF277	ZNF277
Gorilla_gorilla	ZNF280A	ENSGGOG00000024458
Gorilla_gorilla	ZNF280C	ZNF280C
Gorilla_gorilla	ZNF300	ZNF300
Gorilla_gorilla	ZNF311	ENSGGOG00000039472
Gorilla_gorilla	ZNF311	ZNF311
Gorilla_gorilla	ZNF319	ZNF319
Gorilla_gorilla	ZNF329	ZNF329
Gorilla_gorilla	ZNF330	ZNF330
Gorilla_gorilla	ZNF334	ZNF334
Gorilla_gorilla	ZNF335	ZNF335
Gorilla_gorilla	ZNF346	ZNF346
Gorilla_gorilla	ZNF367	ZNF367
Gorilla_gorilla	ZNF385B	ZNF385B
Gorilla_gorilla	ZNF408	ZNF408
Gorilla_gorilla	ZNF414	ZNF414
Gorilla_gorilla	ZNF436	ZNF436
Gorilla_gorilla	ZNF445	ZNF445
Gorilla_gorilla	ZNF445	ZNF852
Gorilla_gorilla	ZNF483	ZNF483
Gorilla_gorilla	ZNF487	ZNF487
Gorilla_gorilla	ZNF488	ENSGGOG00000010651
Gorilla_gorilla	ZNF488	ENSGGOG00000024942
Gorilla_gorilla	ZNF512B	ENSGGOG00000038772
Gorilla_gorilla	ZNF512B	ZNF512B
Gorilla_gorilla	ZNF518A	ZNF518A
Gorilla_gorilla	ZNF518B	ENSGGOG00000039866
Gorilla_gorilla	ZNF518B	ZNF518B
Gorilla_gorilla	ZNF532	ZNF532
Gorilla_gorilla	ZNF554	ZNF554
Gorilla_gorilla	ZNF557	ZNF557
Gorilla_gorilla	ZNF572	ZNF572
Gorilla_gorilla	ZNF574	ARHGEF12
Gorilla_gorilla	ZNF574	TMEM136
Gorilla_gorilla	ZNF574	ZNF574
Gorilla_gorilla	ZNF577	ENSGGOG00000036926
Gorilla_gorilla	ZNF577	ZNF577
Gorilla_gorilla	ZNF592	ZNF592
Gorilla_gorilla	ZNF594	ZNF594
Gorilla_gorilla	ZNF606	ZNF606
Gorilla_gorilla	ZNF606	ZSCAN1
Gorilla_gorilla	ZNF608	ENSGGOG00000037025
Gorilla_gorilla	ZNF608	ZNF608
Gorilla_gorilla	ZNF609	ENSGGOG00000026667
Gorilla_gorilla	ZNF609	ZNF609
Gorilla_gorilla	ZNF639	ENSGGOG00000041059
Gorilla_gorilla	ZNF639	ZNF639
Gorilla_gorilla	ZNF648	ENSGGOG00000026683
Gorilla_gorilla	ZNF648	ZNF648
Gorilla_gorilla	ZNF684	ZNF684
Gorilla_gorilla	ZNF687	ENSGGOG00000042615
Gorilla_gorilla	ZNF687	ZNF687
Gorilla_gorilla	ZNF691	ENSGGOG00000043521
Gorilla_gorilla	ZNF691	ZNF691
Gorilla_gorilla	ZNF706	ENSGGOG00000025511
Gorilla_gorilla	ZNF706	ENSGGOG00000043557
Gorilla_gorilla	ZNF711	ZNF711
Gorilla_gorilla	ZNF74	ZNF74
Gorilla_gorilla	ZNF75A	ZNF75A
Gorilla_gorilla	ZNF76	ZNF76
Gorilla_gorilla	ZNF778	ZNF778
Gorilla_gorilla	ZNF783	ENSGGOG00000036888
Gorilla_gorilla	ZNF783	ZNF764
Gorilla_gorilla	ZNF79	ZNF79
Gorilla_gorilla	ZNF80	ZNF80
Gorilla_gorilla	ZNF831	ZNF831
Gorilla_gorilla	ZNF839	ZNF839
Gorilla_gorilla	ZNF883	ENSGGOG00000042802
Gorilla_gorilla	ZNFX1	ZNFX1
Gorilla_gorilla	ZNHIT6	ZNHIT6
Gorilla_gorilla	ZNRF1	ENSGGOG00000026748
Gorilla_gorilla	ZNRF3	ZNRF3
Gorilla_gorilla	ZP2	ZP2
Gorilla_gorilla	ZP3	ENSGGOG00000005450
Gorilla_gorilla	ZP3	ENSGGOG00000044035
Gorilla_gorilla	ZPBP	ZPBP
Gorilla_gorilla	ZPLD1	ZPLD1
Gorilla_gorilla	ZPR1	APOA5
Gorilla_gorilla	ZPR1	ZPR1
Gorilla_gorilla	ZRANB1	ENSGGOG00000036916
Gorilla_gorilla	ZRANB1	ZRANB1
Gorilla_gorilla	ZRANB2	ZRANB2
Gorilla_gorilla	ZRANB3	ENSGGOG00000023113
Gorilla_gorilla	ZRANB3	ZRANB3
Gorilla_gorilla	ZSCAN20	ZSCAN20
Gorilla_gorilla	ZSCAN29	ZSCAN29
Gorilla_gorilla	ZSCAN31	NKAPL
Gorilla_gorilla	ZSCAN31	ZSCAN26
Gorilla_gorilla	ZSCAN31	ZSCAN31
Gorilla_gorilla	ZSWIM3	ZSWIM3
Gorilla_gorilla	ZSWIM4	ZSWIM4
Gorilla_gorilla	ZSWIM9	ZSWIM9
Gorilla_gorilla	ZUFSP	ZUFSP
Gorilla_gorilla	ZWILCH	ZWILCH
Gorilla_gorilla	ZYG11B	ENSGGOG00000039792
Gorilla_gorilla	ZYG11B	ZYG11B
Gorilla_gorilla	ZYX	ENSGGOG00000036714
Gorilla_gorilla	ZYX	ZYX
Gorilla_gorilla	ZZEF1	ENSGGOG00000037447
Gorilla_gorilla	ZZEF1	ZZEF1
Latimeria_chalumnae	AAGAB	AAGAB
Latimeria_chalumnae	AASDH	AASDH
Latimeria_chalumnae	ABCA2	ABCA2
Latimeria_chalumnae	ABHD1	ENSLACG00000014128
Latimeria_chalumnae	ABHD13	ABHD13
Latimeria_chalumnae	ABHD15	ENSLACG00000014003
Latimeria_chalumnae	ABHD17B	ABHD17B
Latimeria_chalumnae	ABHD17C	ABHD17C
Latimeria_chalumnae	ABHD17C	ENSLACG00000011648
Latimeria_chalumnae	ABRAXAS1	ABRAXAS1
Latimeria_chalumnae	ABTB1	ABTB1
Latimeria_chalumnae	ABTB2	ABTB2
Latimeria_chalumnae	AC006978.2	ENSLACG00000014525
Latimeria_chalumnae	AC007040.2	ENSLACG00000005611
Latimeria_chalumnae	AC007906.2	ENSLACG00000008766
Latimeria_chalumnae	AC008695.1	C4orf45
Latimeria_chalumnae	AC090360.1	zgc:136493
Latimeria_chalumnae	AC118549.1	zzz3
Latimeria_chalumnae	ACACA	ACACA
Latimeria_chalumnae	ACAP2	ACAP2
Latimeria_chalumnae	ACAP3	ACAP3
Latimeria_chalumnae	ACAP3	ENSLACG00000018745
Latimeria_chalumnae	ACAT1	ACAT1
Latimeria_chalumnae	ACAT2	ACAT2
Latimeria_chalumnae	ACAT2	ENSLACG00000015202
Latimeria_chalumnae	ACCS	ENSLACG00000017441
Latimeria_chalumnae	ACD	ENSLACG00000012327
Latimeria_chalumnae	ACOT8	ACOT8
Latimeria_chalumnae	ACOT9	ACOT9
Latimeria_chalumnae	ACOX1	ACOX1
Latimeria_chalumnae	ACOXL	ACOXL
Latimeria_chalumnae	ACSM5	THUMPD1
Latimeria_chalumnae	ACTA2	ENSLACG00000004951
Latimeria_chalumnae	ACTC1	ACTC1
Latimeria_chalumnae	ACTG2	ENSLACG00000003988
Latimeria_chalumnae	ACVR1B	ENSLACG00000009013
Latimeria_chalumnae	ACVR1C	ACVR1B
Latimeria_chalumnae	ACVR1C	ACVR1C
Latimeria_chalumnae	ACVR1C	ENSLACG00000009013
Latimeria_chalumnae	ADAM15	ADAM15
Latimeria_chalumnae	ADAM19	CYFIP1
Latimeria_chalumnae	ADAM19	NIPA2
Latimeria_chalumnae	ADAMTS1	ADAMTS1
Latimeria_chalumnae	ADAMTS12	ADAMTS12
Latimeria_chalumnae	ADAMTS12	ENSLACG00000014939
Latimeria_chalumnae	ADAMTS17	ADAMTS17
Latimeria_chalumnae	ADAMTS3	ADAMTS3
Latimeria_chalumnae	ADAMTS3	ENSLACG00000014479
Latimeria_chalumnae	ADAMTS6	ADAMTS6
Latimeria_chalumnae	ADAMTSL1	ENSLACG00000017117
Latimeria_chalumnae	ADAMTSL1	ENSLACG00000017500
Latimeria_chalumnae	ADAR	ADAR
Latimeria_chalumnae	ADCK2	ADCK2
Latimeria_chalumnae	ADCK2	ENSLACG00000010669
Latimeria_chalumnae	ADCY7	ADCY7
Latimeria_chalumnae	ADGRA2	ADGRA2
Latimeria_chalumnae	ADGRB2	TCFL5
Latimeria_chalumnae	ADK	ENSLACG00000012105
Latimeria_chalumnae	ADM	ADM
Latimeria_chalumnae	ADNP2	ADNP2
Latimeria_chalumnae	ADNP2	bloc1s4
Latimeria_chalumnae	ADPRHL2	ADPRHL2
Latimeria_chalumnae	ADPRHL2	ENSLACG00000017370
Latimeria_chalumnae	ADRB1	ADRB1
Latimeria_chalumnae	ADRM1	ADRM1
Latimeria_chalumnae	ADRM1	TTC39C
Latimeria_chalumnae	ADSSL1	ADSSL1
Latimeria_chalumnae	AFAP1L1	AFAP1L1
Latimeria_chalumnae	AFG3L2	AFG3L2
Latimeria_chalumnae	AGBL1	AGBL1
Latimeria_chalumnae	AGBL1	ENSLACG00000016753
Latimeria_chalumnae	AGL	AGL
Latimeria_chalumnae	AGL	SLC35A3
Latimeria_chalumnae	AHRR	PIGM
Latimeria_chalumnae	AIF1L	AIF1L
Latimeria_chalumnae	AIMP2	AIMP2
Latimeria_chalumnae	AIPL1	AIPL1
Latimeria_chalumnae	AJAP1	AJAP1
Latimeria_chalumnae	AK5	ENSLACG00000007802
Latimeria_chalumnae	AK5	ENSLACG00000009633
Latimeria_chalumnae	AK8	ENSLACG00000009081
Latimeria_chalumnae	AKAP11	ccnb3
Latimeria_chalumnae	AKAP4	tnfsf10l
Latimeria_chalumnae	AKAP8	AKAP8
Latimeria_chalumnae	AKAP8	ENSLACG00000008922
Latimeria_chalumnae	AKIP1	ADCK2
Latimeria_chalumnae	AKIP1	AKIP1
Latimeria_chalumnae	AKT1	AKT1
Latimeria_chalumnae	AL020996.2	ENSLACG00000001985
Latimeria_chalumnae	AL033529.1	olig4
Latimeria_chalumnae	AL033529.1	zbtb8b
Latimeria_chalumnae	AL157935.2	PIGK
Latimeria_chalumnae	AL591806.3	ENSLACG00000008569
Latimeria_chalumnae	AL807752.6	pou5f3
Latimeria_chalumnae	ALAD	ENSLACG00000016835
Latimeria_chalumnae	ALDH3B2	cryba1l2
Latimeria_chalumnae	ALDH3B2	crybb1l1
Latimeria_chalumnae	ALDH5A1	ALDH5A1
Latimeria_chalumnae	ALKBH3	ALKBH3
Latimeria_chalumnae	ALKBH3	ENSLACG00000017246
Latimeria_chalumnae	ALLC	ALLC
Latimeria_chalumnae	ALPK3	ENSLACG00000015871
Latimeria_chalumnae	ALPK3	ENSLACG00000016245
Latimeria_chalumnae	ALS2	ALS2
Latimeria_chalumnae	ALS2	ENSLACG00000010687
Latimeria_chalumnae	ALS2CR12	ENSLACG00000022324
Latimeria_chalumnae	ALX1	ALX1
Latimeria_chalumnae	ALX4	ALX4
Latimeria_chalumnae	AMBRA1	AMBRA1
Latimeria_chalumnae	AMIGO1	AMIGO1
Latimeria_chalumnae	AMIGO1	ENSLACG00000017362
Latimeria_chalumnae	AMMECR1L	AMMECR1L
Latimeria_chalumnae	AMPD1	AMPD1
Latimeria_chalumnae	ANAPC16	ANAPC16
Latimeria_chalumnae	ANGEL1	ANGEL1
Latimeria_chalumnae	ANK1	htr7b
Latimeria_chalumnae	ANKAR	ANKAR
Latimeria_chalumnae	ANKAR	zgc:136439
Latimeria_chalumnae	ANKK1	ENSLACG00000018279
Latimeria_chalumnae	ANKRD12	ANKRD12
Latimeria_chalumnae	ANKRD13B	ANKRD13B
Latimeria_chalumnae	ANKRD16	ANKRD16
Latimeria_chalumnae	ANKRD23	ENSLACG00000015975
Latimeria_chalumnae	ANKRD35	CALML4
Latimeria_chalumnae	ANKRD35	CLN6
Latimeria_chalumnae	ANKRD42	ANKRD42
Latimeria_chalumnae	ANKRD44	ENSLACG00000013757
Latimeria_chalumnae	ANKRD44	ankrd44
Latimeria_chalumnae	ANKRD60	ANKRD60
Latimeria_chalumnae	ANKRD60	ENSLACG00000006479
Latimeria_chalumnae	ANKRD66	ANKRD66
Latimeria_chalumnae	ANKS1A	ANKS1A
Latimeria_chalumnae	ANKUB1	ANKUB1
Latimeria_chalumnae	ANKZF1	ANKZF1
Latimeria_chalumnae	ANO2	ENSLACG00000008797
Latimeria_chalumnae	ANO2	ENSLACG00000009385
Latimeria_chalumnae	ANO7	ANO7
Latimeria_chalumnae	ANXA13	ANXA13
Latimeria_chalumnae	AOC2	aoc2
Latimeria_chalumnae	AP1S3	AP1S3
Latimeria_chalumnae	AP1S3	si:ch211-165b10.3
Latimeria_chalumnae	AP3B1	AP3B1
Latimeria_chalumnae	AP3M2	ENSLACG00000004752
Latimeria_chalumnae	AP5Z1	AP5Z1
Latimeria_chalumnae	APAF1	ENSLACG00000017109
Latimeria_chalumnae	APAF1	UHRF1BP1L
Latimeria_chalumnae	APCDD1L	APCDD1L
Latimeria_chalumnae	APH1B	ENSLACG00000008646
Latimeria_chalumnae	API5	API5
Latimeria_chalumnae	APIP	APIP
Latimeria_chalumnae	APLP2	ENSLACG00000004185
Latimeria_chalumnae	APOA5	APOA4
Latimeria_chalumnae	APOO	APOO
Latimeria_chalumnae	APPL1	ENSLACG00000009523
Latimeria_chalumnae	APPL1	htr7b
Latimeria_chalumnae	AREL1	AREL1
Latimeria_chalumnae	ARFGEF1	ARFGEF1
Latimeria_chalumnae	ARFGEF2	ENSLACG00000014709
Latimeria_chalumnae	ARFGEF2	ENSLACG00000015688
Latimeria_chalumnae	ARHGAP10	ARHGAP10
Latimeria_chalumnae	ARHGAP10	ENSLACG00000010514
Latimeria_chalumnae	ARHGAP23	ARHGAP23
Latimeria_chalumnae	ARHGAP23	SRCIN1
Latimeria_chalumnae	ARHGDIG	ARHGDIG
Latimeria_chalumnae	ARHGEF17	ENSLACG00000007756
Latimeria_chalumnae	ARHGEF17	ENSLACG00000012339
Latimeria_chalumnae	ARHGEF26	ARHGEF26
Latimeria_chalumnae	ARHGEF37	ARHGEF37
Latimeria_chalumnae	ARHGEF38	ARHGEF38
Latimeria_chalumnae	ARHGEF6	ARHGEF6
Latimeria_chalumnae	ARL10	ENSLACG00000014817
Latimeria_chalumnae	ARL11	ARL11
Latimeria_chalumnae	ARL13A	arl13a
Latimeria_chalumnae	ARL14	ENSLACG00000008862
Latimeria_chalumnae	ARL14	ENSLACG00000009179
Latimeria_chalumnae	ARL14EPL	ARL14EPL
Latimeria_chalumnae	ARL8A	ARL8A
Latimeria_chalumnae	ARMC2	ENSLACG00000016990
Latimeria_chalumnae	ARMC2	armc2
Latimeria_chalumnae	ARMC6	ARMC6
Latimeria_chalumnae	ARPP19	ARPP19
Latimeria_chalumnae	ARR3	ARR3
Latimeria_chalumnae	ARR3	inppl1b
Latimeria_chalumnae	ARSD	ENSLACG00000006875
Latimeria_chalumnae	ARTN	ARTN
Latimeria_chalumnae	ARTN	ENSLACG00000015691
Latimeria_chalumnae	ARVCF	ARVCF
Latimeria_chalumnae	ASAP3	ASAP3
Latimeria_chalumnae	ASB10	ASB10
Latimeria_chalumnae	ASB14	ASB14
Latimeria_chalumnae	ASB15	ASB15
Latimeria_chalumnae	ASB18	ASB10
Latimeria_chalumnae	ASCC1	ASCC1
Latimeria_chalumnae	ASCC1	ENSLACG00000017358
Latimeria_chalumnae	ASCL3	ASCL3
Latimeria_chalumnae	ASF1B	ADGRE5
Latimeria_chalumnae	ASF1B	DDX39A
Latimeria_chalumnae	ASH2L	ASH2L
Latimeria_chalumnae	ASH2L	ENSLACG00000008347
Latimeria_chalumnae	ASIC5	ASIC5
Latimeria_chalumnae	ASMTL	ASMTL
Latimeria_chalumnae	ASNA1	ASNA1
Latimeria_chalumnae	ASNSD1	ASNSD1
Latimeria_chalumnae	ASNSD1	zgc:136439
Latimeria_chalumnae	ASPHD2	ASPHD2
Latimeria_chalumnae	ATAD3C	ENSLACG00000019145
Latimeria_chalumnae	ATF6	ATF6
Latimeria_chalumnae	ATG4A	ENSLACG00000019147
Latimeria_chalumnae	ATL1	ATL1
Latimeria_chalumnae	ATM	ATM
Latimeria_chalumnae	ATOX1	ATOX1
Latimeria_chalumnae	ATP13A2	ATP13A2
Latimeria_chalumnae	ATP13A3	ATP13A3
Latimeria_chalumnae	ATP1A4	MAB21L3
Latimeria_chalumnae	ATP1A4	SLC22A15
Latimeria_chalumnae	ATP1B1	ATP1B1
Latimeria_chalumnae	ATP1B1	ENSLACG00000013853
Latimeria_chalumnae	ATP4B	ATP1B3
Latimeria_chalumnae	ATP4B	ATP4B
Latimeria_chalumnae	ATP5F1E	AFG3L2
Latimeria_chalumnae	ATP5MC1	ATP5MC1
Latimeria_chalumnae	ATP5MC2	ATP5MC2
Latimeria_chalumnae	ATP5MC2	JAZF1
Latimeria_chalumnae	ATP5MPL	RD3L
Latimeria_chalumnae	ATP5PO	ENSLACG00000011094
Latimeria_chalumnae	ATP5S	ATP5S
Latimeria_chalumnae	ATP6V1C2	ATP6V1C2
Latimeria_chalumnae	ATP8B3	ATP8B3
Latimeria_chalumnae	ATP9A	ATP9A
Latimeria_chalumnae	ATR	ATR
Latimeria_chalumnae	ATRX	ATRX
Latimeria_chalumnae	ATXN7L2	ATXN7L2
Latimeria_chalumnae	AURKA	AURKA
Latimeria_chalumnae	AURKA	ENSLACG00000016233
Latimeria_chalumnae	AVEN	AVEN
Latimeria_chalumnae	B3GALT1	B3GALT1
Latimeria_chalumnae	B3GALT1	slc22a13b
Latimeria_chalumnae	B3GALT6	B3GALT6
Latimeria_chalumnae	B3GNT8	B3GNT8
Latimeria_chalumnae	B4GALT5	B4GALT5
Latimeria_chalumnae	BACE1	BACE1
Latimeria_chalumnae	BACE1	ENSLACG00000018303
Latimeria_chalumnae	BACE2	BACE2
Latimeria_chalumnae	BACE2	ENSLACG00000013522
Latimeria_chalumnae	BAG2	BAG2
Latimeria_chalumnae	BAG2	ENSLACG00000005453
Latimeria_chalumnae	BAG4	BAG4
Latimeria_chalumnae	BAG4	ENSLACG00000011318
Latimeria_chalumnae	BANP	BANP
Latimeria_chalumnae	BANP	ENSLACG00000018005
Latimeria_chalumnae	BARD1	BARD1
Latimeria_chalumnae	BARHL1	BARHL1
Latimeria_chalumnae	BARX1	BARX1
Latimeria_chalumnae	BBIP1	ENSLACG00000013672
Latimeria_chalumnae	BBIP1	bbip1
Latimeria_chalumnae	BBOF1	BBOF1
Latimeria_chalumnae	BBS10	CARS
Latimeria_chalumnae	BBS7	BBS7
Latimeria_chalumnae	BCAS2	BCAS2
Latimeria_chalumnae	BCAS4	bloc1s4
Latimeria_chalumnae	BCAT2	BCAT2
Latimeria_chalumnae	BCKDHA	bckdha
Latimeria_chalumnae	BCL10	BCL10
Latimeria_chalumnae	BCLAF3	BCLAF3
Latimeria_chalumnae	BCLAF3	ENSLACG00000014768
Latimeria_chalumnae	BECN1	becn1
Latimeria_chalumnae	BEND3	BEND3
Latimeria_chalumnae	BEST1	BEST1
Latimeria_chalumnae	BHLHE41	BHLHE41
Latimeria_chalumnae	BHLHE41	ENSLACG00000013143
Latimeria_chalumnae	BICC1	BICC1
Latimeria_chalumnae	BIN3	BIN3
