gene	symbol	cg	id	trx	species	coverage	omega	dN	dS
FBgn0037662_FBtr0081972	CG11997	CG11997	FBgn0037662	FBtr0081972	Dmel_Dsim	100.000	0.2001	0.0184	0.0917
FBgn0037664_FBtr0081973	CG8420	CG8420	FBgn0037664	FBtr0081973	Dmel_Dsim	99.345	0.0968	0.0060	0.0623
FBgn0037665_FBtr0346096	St2	CG16733	FBgn0037665	FBtr0346096	Dmel_Dsim	100.000	0.1442	0.0268	0.1862
FBgn0037667_FBtr0302133	CG16734	CG16734	FBgn0037667	FBtr0302133	Dmel_Dsim	100.000	0.2349	0.0295	0.1255
FBgn0037668_FBtr0081985	CG16736	CG16736	FBgn0037668	FBtr0081985	Dmel_Dsim	97.089	0.3353	0.0189	0.0563
FBgn0037669_FBtr0081984	Ibf2	CG9740	FBgn0037669	FBtr0081984	Dmel_Dsim	100.000	0.0402	0.0044	0.1096
FBgn0037670_FBtr0081977	Ibf1	CG8436	FBgn0037670	FBtr0081977	Dmel_Dsim	100.000	0.0521	0.0074	0.1420
FBgn0037671_FBtr0081978	VhaM8.9	CG8444	FBgn0037671	FBtr0081978	Dmel_Dsim	100.000	0.0303	0.0026	0.0875
FBgn0037672_FBtr0346321	sage	CG12952	FBgn0037672	FBtr0346321	Dmel_Dsim	100.000	0.0671	0.0103	0.1536
FBgn0037675_FBtr0082016	HP1e	CG8120	FBgn0037675	FBtr0082016	Dmel_Dsim	98.295	0.1270	0.0432	0.3405
FBgn0037676_FBtr0300335	CG8861	CG8861	FBgn0037676	FBtr0300335	Dmel_Dsim	98.889	0.1786	0.0130	0.0726
FBgn0037679_FBtr0082055	CG8866	CG8866	FBgn0037679	FBtr0082055	Dmel_Dsim	100.000	0.0761	0.0078	0.1026
FBgn0037680_FBtr0082017	CG8121	CG8121	FBgn0037680	FBtr0082017	Dmel_Dsim	100.000	0.0302	0.0035	0.1162
FBgn0037683_FBtr0082025	CG18473	CG18473	FBgn0037683	FBtr0082025	Dmel_Dsim	100.000	0.0320	0.0036	0.1133
FBgn0037684_FBtr0082026	CG8129	CG8129	FBgn0037684	FBtr0082026	Dmel_Dsim	99.467	0.0447	0.0071	0.1589
FBgn0037687_FBtr0082029	CG8132	CG8132	FBgn0037687	FBtr0082029	Dmel_Dsim	100.000	0.0854	0.0142	0.1660
FBgn0037688_FBtr0082047	CG9356	CG9356	FBgn0037688	FBtr0082047	Dmel_Dsim	99.219	0.1404	0.0226	0.1613
FBgn0037689_FBtr0082030	CG8135	CG8135	FBgn0037689	FBtr0082030	Dmel_Dsim	100.000	0.0200	0.0032	0.1603
FBgn0037690_FBtr0082045	Task7	CG9361	FBgn0037690	FBtr0082045	Dmel_Dsim	100.000	0.0074	0.0013	0.1785
FBgn0037696_FBtr0082044	GstZ1	CG9362	FBgn0037696	FBtr0082044	Dmel_Dsim	100.000	0.1464	0.0207	0.1411
FBgn0037697_FBtr0082042	GstZ2	CG9363	FBgn0037697	FBtr0082042	Dmel_Dsim	100.000	0.0139	0.0019	0.1371
FBgn0037698_FBtr0346097	CG16779	CG16779	FBgn0037698	FBtr0346097	Dmel_Dsim	98.438	0.0775	0.0084	0.1081
FBgn0037702_FBtr0113207	CG8176	CG8176	FBgn0037702	FBtr0113207	Dmel_Dsim	79.648	0.1130	0.0132	0.1168
FBgn0037705_FBtr0082118	mura	CG9381	FBgn0037705	FBtr0082118	Dmel_Dsim	97.771	0.1523	0.0094	0.0619
FBgn0037709_FBtr0082067	CG8199	CG8199	FBgn0037709	FBtr0082067	Dmel_Dsim	100.000	0.0801	0.0082	0.1023
FBgn0037710_FBtr0082113	CG9393	CG9393	FBgn0037710	FBtr0082113	Dmel_Dsim	100.000	0.0624	0.0065	0.1050
FBgn0037712_FBtr0082071	CG16789	CG16789	FBgn0037712	FBtr0082071	Dmel_Dsim	100.000	0.0106	0.0016	0.1495
FBgn0037713_FBtr0082112	CG16790	CG16790	FBgn0037713	FBtr0082112	Dmel_Dsim	100.000	0.1497	0.0283	0.1892
FBgn0037714_FBtr0082111	CG9396	CG9396	FBgn0037714	FBtr0082111	Dmel_Dsim	100.000	0.0760	0.0092	0.1211
FBgn0037715_FBtr0334656	CG9399	CG9399	FBgn0037715	FBtr0334656	Dmel_Dsim	100.000	0.0963	0.0057	0.0596
FBgn0037716_FBtr0082072	CG8273	CG8273	FBgn0037716	FBtr0082072	Dmel_Dsim	98.165	0.2542	0.0234	0.0919
FBgn0037717_FBtr0082073	CG8301	CG8301	FBgn0037717	FBtr0082073	Dmel_Dsim	98.929	0.0357	0.0046	0.1299
FBgn0037718_FBtr0082074	P58IPK	CG8286	FBgn0037718	FBtr0082074	Dmel_Dsim	97.592	0.0212	0.0035	0.1653
FBgn0037719_FBtr0100537	bocks	CG9424	FBgn0037719	FBtr0100537	Dmel_Dsim	93.609	0.2651	0.0352	0.1327
FBgn0037720_FBtr0082075	CG8312	CG8312	FBgn0037720	FBtr0082075	Dmel_Dsim	96.951	0.0558	0.0074	0.1325
FBgn0037721_FBtr0082104	CG9427	CG9427	FBgn0037721	FBtr0082104	Dmel_Dsim	95.759	0.2059	0.0678	0.3292
FBgn0037722_FBtr0082077	CG8319	CG8319	FBgn0037722	FBtr0082077	Dmel_Dsim	100.000	0.1555	0.0332	0.2138
FBgn0037723_FBtr0306007	SpdS	CG8327	FBgn0037723	FBtr0306007	Dmel_Dsim	100.000	0.0250	0.0030	0.1199
FBgn0037726_FBtr0344344	CG9492	CG9492	FBgn0037726	FBtr0344344	Dmel_Dsim	99.442	0.0107	0.0011	0.1018
FBgn0037727_FBtr0082081	CG8358	CG8358	FBgn0037727	FBtr0082081	Dmel_Dsim	100.000	0.2233	0.0318	0.1423
FBgn0037728_FBtr0308353	CG16817	CG16817	FBgn0037728	FBtr0308353	Dmel_Dsim	100.000	0.0247	0.0044	0.1772
FBgn0037730_FBtr0333194	CG9444	CG9444	FBgn0037730	FBtr0333194	Dmel_Dsim	100.000	0.0929	0.0131	0.1409
FBgn0037731_FBtr0082084	CG18542	CG18542	FBgn0037731	FBtr0082084	Dmel_Dsim	100.000	0.0515	0.0070	0.1352
FBgn0037736_FBtr0331695	CG12950	CG12950	FBgn0037736	FBtr0331695	Dmel_Dsim	100.000	0.0248	0.0025	0.0994
FBgn0037739_FBtr0345176	CG12948	CG12948	FBgn0037739	FBtr0345176	Dmel_Dsim	100.000	0.1244	0.0073	0.0585
FBgn0037741_FBtr0082166	CG16908	CG16908	FBgn0037741	FBtr0082166	Dmel_Dsim	99.723	0.1606	0.0174	0.1081
FBgn0037742_FBtr0301536	Rpt3R	CG9475	FBgn0037742	FBtr0301536	Dmel_Dsim	100.000	0.0131	0.0023	0.1723
FBgn0037743_FBtr0082130	CG8412	CG8412	FBgn0037743	FBtr0082130	Dmel_Dsim	100.000	0.1356	0.0128	0.0940
FBgn0037744_FBtr0082131	CG8417	CG8417	FBgn0037744	FBtr0082131	Dmel_Dsim	99.246	0.0316	0.0044	0.1379
FBgn0037747_FBtr0100583	CG8481	CG8481	FBgn0037747	FBtr0100583	Dmel_Dsim	100.000	0.0010	0.0001	0.0990
FBgn0037749_FBtr0113211	CG9471	CG9471	FBgn0037749	FBtr0113211	Dmel_Dsim	100.000	0.0437	0.0064	0.1455
FBgn0037750_FBtr0110789	Whamy	CG12946	FBgn0037750	FBtr0110789	Dmel_Dsim	96.372	0.1977	0.0166	0.0839
FBgn0037751_FBtr0082135	topi	CG8484	FBgn0037751	FBtr0082135	Dmel_Dsim	99.265	0.2574	0.0334	0.1297
FBgn0037755_FBtr0113214	CG12945	CG12945	FBgn0037755	FBtr0113214	Dmel_Dsim	100.000	0.5447	0.0450	0.0827
FBgn0037756_FBtr0082140	CG8507	CG8507	FBgn0037756	FBtr0082140	Dmel_Dsim	100.000	0.0010	0.0002	0.1524
FBgn0037757_FBtr0082141	CG8516	CG8516	FBgn0037757	FBtr0082141	Dmel_Dsim	100.000	0.0795	0.0076	0.0951
FBgn0037759_FBtr0082142	CG8526	CG8526	FBgn0037759	FBtr0082142	Dmel_Dsim	99.587	0.0562	0.0067	0.1187
FBgn0037761_FBtr0082143	CG8534	CG8534	FBgn0037761	FBtr0082143	Dmel_Dsim	100.000	0.1668	0.0183	0.1098
FBgn0037762_FBtr0082144	eloF	CG16905	FBgn0037762	FBtr0082144	Dmel_Dsim	98.467	0.1830	0.0329	0.1799
FBgn0037763_FBtr0082154	CG16904	CG16904	FBgn0037763	FBtr0082154	Dmel_Dsim	100.000	0.0836	0.0111	0.1328
FBgn0037764_FBtr0082153	CG9459	CG9459	FBgn0037764	FBtr0082153	Dmel_Dsim	100.000	0.2001	0.0412	0.2060
FBgn0037765_FBtr0082152	CG9458	CG9458	FBgn0037765	FBtr0082152	Dmel_Dsim	100.000	0.0895	0.0152	0.1698
FBgn0037770_FBtr0082150	Art4	CG5358	FBgn0037770	FBtr0082150	Dmel_Dsim	100.000	0.0328	0.0031	0.0958
FBgn0037772_FBtr0082171	Spn85F	CG12807	FBgn0037772	FBtr0082171	Dmel_Dsim	100.000	0.0956	0.0074	0.0770
FBgn0037773_FBtr0300257	CG5359	CG5359	FBgn0037773	FBtr0300257	Dmel_Dsim	100.000	0.2857	0.0255	0.0894
FBgn0037777_FBtr0082205	CG11722	CG11722	FBgn0037777	FBtr0082205	Dmel_Dsim	100.000	0.0599	0.0065	0.1090
FBgn0037778_FBtr0082173	mtTFB2	CG3910	FBgn0037778	FBtr0082173	Dmel_Dsim	98.796	0.1660	0.0180	0.1085
FBgn0037779_FBtr0082204	CG12811	CG12811	FBgn0037779	FBtr0082204	Dmel_Dsim	98.551	0.1258	0.0109	0.0868
FBgn0037780_FBtr0082174	CG3925	CG3925	FBgn0037780	FBtr0082174	Dmel_Dsim	99.148	0.2179	0.0213	0.0979
FBgn0037781_FBtr0082203	Fancl	CG12812	FBgn0037781	FBtr0082203	Dmel_Dsim	100.000	0.1263	0.0140	0.1111
FBgn0037782_FBtr0082202	Npc2d	CG12813	FBgn0037782	FBtr0082202	Dmel_Dsim	98.555	0.0349	0.0054	0.1533
FBgn0037783_FBtr0082176	Npc2c	CG3934	FBgn0037783	FBtr0082176	Dmel_Dsim	91.162	0.2621	0.0198	0.0756
FBgn0037786_FBtr0309853	CG5361	CG5361	FBgn0037786	FBtr0309853	Dmel_Dsim	97.439	0.3134	0.0504	0.1609
FBgn0037788_FBtr0344392	CG3940	CG3940	FBgn0037788	FBtr0344392	Dmel_Dsim	100.000	0.0947	0.0085	0.0896
FBgn0037792_FBtr0333825	TAF1B	CG6241	FBgn0037792	FBtr0333825	Dmel_Dsim	100.000	0.1189	0.0174	0.1464
FBgn0037794_FBtr0082184	CG6254	CG6254	FBgn0037794	FBtr0082184	Dmel_Dsim	99.219	0.2230	0.0226	0.1015
FBgn0037796_FBtr0337019	CG12814	CG12814	FBgn0037796	FBtr0337019	Dmel_Dsim	99.661	0.0465	0.0030	0.0648
FBgn0037797_FBtr0082222	CG12420	CG12420	FBgn0037797	FBtr0082222	Dmel_Dsim	100.000	0.1830	0.0297	0.1623
FBgn0037801_FBtr0082225	CG3999	CG3999	FBgn0037801	FBtr0082225	Dmel_Dsim	100.000	0.0296	0.0045	0.1521
FBgn0037802_FBtr0305358	Sirt6	CG6284	FBgn0037802	FBtr0305358	Dmel_Dsim	100.000	0.0880	0.0163	0.1847
FBgn0037807_FBtr0337051	CG6293	CG6293	FBgn0037807	FBtr0337051	Dmel_Dsim	100.000	0.0265	0.0032	0.1224
FBgn0037809_FBtr0082230	CG12818	CG12818	FBgn0037809	FBtr0082230	Dmel_Dsim	98.464	0.1134	0.0157	0.1381
FBgn0037810_FBtr0082231	sle	CG12819	FBgn0037810	FBtr0082231	Dmel_Dsim	97.614	0.5304	0.0592	0.1115
FBgn0037811_FBtr0082233	CG12592	CG12592	FBgn0037811	FBtr0082233	Dmel_Dsim	70.609	0.3985	0.0954	0.2395
FBgn0037812_FBtr0082234	CG18545	CG18545	FBgn0037812	FBtr0082234	Dmel_Dsim	92.079	0.9051	0.1299	0.1435
FBgn0037814_FBtr0082260	CG6325	CG6325	FBgn0037814	FBtr0082260	Dmel_Dsim	100.000	0.0858	0.0074	0.0863
FBgn0037815_FBtr0082248	Rrp46	CG4043	FBgn0037815	FBtr0082248	Dmel_Dsim	98.283	0.1344	0.0189	0.1410
FBgn0037816_FBtr0082258	CG6345	CG6345	FBgn0037816	FBtr0082258	Dmel_Dsim	100.000	0.0806	0.0128	0.1590
FBgn0037817_FBtr0301283	Cyp12e1	CG14680	FBgn0037817	FBtr0301283	Dmel_Dsim	100.000	0.0861	0.0102	0.1184
FBgn0037818_FBtr0082323	CG6465	CG6465	FBgn0037818	FBtr0082323	Dmel_Dsim	100.000	0.0508	0.0080	0.1584
FBgn0037824_FBtr0082268	CG14684	CG14684	FBgn0037824	FBtr0082268	Dmel_Dsim	100.000	0.3293	0.0256	0.0778
FBgn0037826_FBtr0082317	CG14689	CG14689	FBgn0037826	FBtr0082317	Dmel_Dsim	100.000	0.0055	0.0009	0.1570
FBgn0037827_FBtr0082269	CG4073	CG4073	FBgn0037827	FBtr0082269	Dmel_Dsim	99.150	0.2930	0.0455	0.1552
FBgn0037828_FBtr0082316	tomboy20	CG14690	FBgn0037828	FBtr0082316	Dmel_Dsim	100.000	0.3369	0.0559	0.1661
FBgn0037829_FBtr0082314	CG14691	CG14691	FBgn0037829	FBtr0082314	Dmel_Dsim	96.828	0.3599	0.0679	0.1886
FBgn0037831_FBtr0301310	Cap-H2	CG14685	FBgn0037831	FBtr0301310	Dmel_Dsim	99.323	0.4116	0.0483	0.1175
FBgn0037832_FBtr0082274	Desi	CG14686	FBgn0037832	FBtr0082274	Dmel_Dsim	100.000	0.0293	0.0051	0.1742
FBgn0037834_FBtr0082304	Art1	CG6554	FBgn0037834	FBtr0082304	Dmel_Dsim	100.000	0.0283	0.0034	0.1202
FBgn0037835_FBtr0082280	CG14687	CG14687	FBgn0037835	FBtr0082280	Dmel_Dsim	100.000	0.1169	0.0158	0.1353
FBgn0037836_FBtr0347183	CG14692	CG14692	FBgn0037836	FBtr0347183	Dmel_Dsim	91.813	0.5052	0.0743	0.1470
FBgn0037837_FBtr0336710	CG14693	CG14693	FBgn0037837	FBtr0336710	Dmel_Dsim	99.063	0.1766	0.0256	0.1448
FBgn0037838_FBtr0082281	CG4089	CG4089	FBgn0037838	FBtr0082281	Dmel_Dsim	100.000	0.0832	0.0104	0.1253
FBgn0037841_FBtr0113216	CG4565	CG4565	FBgn0037841	FBtr0113216	Dmel_Dsim	100.000	0.2368	0.0211	0.0891
FBgn0037842_FBtr0113217	CG6567	CG6567	FBgn0037842	FBtr0113217	Dmel_Dsim	100.000	0.0861	0.0113	0.1318
FBgn0037843_FBtr0302202	CG4511	CG4511	FBgn0037843	FBtr0302202	Dmel_Dsim	100.000	0.0437	0.0057	0.1312
FBgn0037844_FBtr0082287	CG4570	CG4570	FBgn0037844	FBtr0082287	Dmel_Dsim	100.000	0.1278	0.0170	0.1328
FBgn0037845_FBtr0082298	CG14694	CG14694	FBgn0037845	FBtr0082298	Dmel_Dsim	100.000	0.1165	0.0156	0.1337
FBgn0037846_FBtr0082297	CG6574	CG6574	FBgn0037846	FBtr0082297	Dmel_Dsim	100.000	0.0791	0.0148	0.1877
FBgn0037849_FBtr0082289	CG4596	CG4596	FBgn0037849	FBtr0082289	Dmel_Dsim	100.000	0.0010	0.0001	0.1263
FBgn0037850_FBtr0082335	CG14695	CG14695	FBgn0037850	FBtr0082335	Dmel_Dsim	100.000	0.1992	0.0303	0.1522
FBgn0037852_FBtr0082334	Tpc1	CG6608	FBgn0037852	FBtr0082334	Dmel_Dsim	100.000	0.0453	0.0053	0.1171
FBgn0037853_FBtr0082332	CG14696	CG14696	FBgn0037853	FBtr0082332	Dmel_Dsim	100.000	0.0454	0.0077	0.1692
FBgn0037856_FBtr0082325	Leash	CG4674	FBgn0037856	FBtr0082325	Dmel_Dsim	100.000	0.0494	0.0068	0.1375
FBgn0037857_FBtr0082326	Tengl4	CG4683	FBgn0037857	FBtr0082326	Dmel_Dsim	100.000	0.1958	0.0282	0.1443
FBgn0037860_FBtr0082380	CG6629	CG6629	FBgn0037860	FBtr0082380	Dmel_Dsim	97.170	0.0965	0.0148	0.1539
FBgn0037862_FBtr0082336	CG4706	CG4706	FBgn0037862	FBtr0082336	Dmel_Dsim	100.000	0.0624	0.0096	0.1536
FBgn0037870_FBtr0082341	CG18577	CG18577	FBgn0037870	FBtr0082341	Dmel_Dsim	100.000	0.2995	0.0366	0.1224
FBgn0037873_FBtr0082372	SdhC	CG6666	FBgn0037873	FBtr0082372	Dmel_Dsim	100.000	0.0010	0.0001	0.1391
FBgn0037875_FBtr0082371	ZnT86D	CG6672	FBgn0037875	FBtr0082371	Dmel_Dsim	100.000	0.0079	0.0012	0.1487
FBgn0037876_FBtr0113221	CG4820	CG4820	FBgn0037876	FBtr0113221	Dmel_Dsim	99.171	0.1272	0.0149	0.1174
FBgn0037877_FBtr0082368	CG6689	CG6689	FBgn0037877	FBtr0082368	Dmel_Dsim	98.377	0.2568	0.0264	0.1027
FBgn0037878_FBtr0082367	CG6693	CG6693	FBgn0037878	FBtr0082367	Dmel_Dsim	100.000	0.0370	0.0093	0.2521
FBgn0037880_FBtr0082352	CG17726	CG17726	FBgn0037880	FBtr0082352	Dmel_Dsim	100.000	0.0850	0.0115	0.1356
FBgn0037881_FBtr0082366	GCC88	CG10703	FBgn0037881	FBtr0082366	Dmel_Dsim	100.000	0.0658	0.0081	0.1231
FBgn0037882_FBtr0082365	CG17187	CG17187	FBgn0037882	FBtr0082365	Dmel_Dsim	100.000	0.1121	0.0173	0.1541
FBgn0037883_FBtr0082353	CG14701	CG14701	FBgn0037883	FBtr0082353	Dmel_Dsim	100.000	0.3999	0.0000	0.0000
FBgn0037884_FBtr0082364	Arfip	CG17184	FBgn0037884	FBtr0082364	Dmel_Dsim	99.160	0.0587	0.0074	0.1254
FBgn0037885_FBtr0304708	CG17721	CG17721	FBgn0037885	FBtr0304708	Dmel_Dsim	79.530	0.6436	0.1675	0.2603
FBgn0037891_FBtr0082358	CG5214	CG5214	FBgn0037891	FBtr0082358	Dmel_Dsim	100.000	0.0394	0.0030	0.0763
FBgn0037892_FBtr0082384	mRpL40	CG5242	FBgn0037892	FBtr0082384	Dmel_Dsim	100.000	0.1836	0.0205	0.1119
FBgn0037894_FBtr0082386	Ranbp9	CG5252	FBgn0037894	FBtr0082386	Dmel_Dsim	100.000	0.0468	0.0069	0.1469
FBgn0037897_FBtr0082387	CG5270	CG5270	FBgn0037897	FBtr0082387	Dmel_Dsim	100.000	0.1223	0.0176	0.1440
FBgn0037898_FBtr0300901	CG18643	CG18643	FBgn0037898	FBtr0300901	Dmel_Dsim	100.000	0.0995	0.0118	0.1191
FBgn0037899_FBtr0082403	RpL24-like	CG6764	FBgn0037899	FBtr0082403	Dmel_Dsim	100.000	0.0571	0.0107	0.1871
FBgn0037900_FBtr0082390	CG5276	CG5276	FBgn0037900	FBtr0082390	Dmel_Dsim	99.405	0.0724	0.0145	0.2000
FBgn0037901_FBtr0308211	CG6744	CG6744	FBgn0037901	FBtr0308211	Dmel_Dsim	100.000	0.1141	0.0180	0.1574
FBgn0037902_FBtr0082391	CG5281	CG5281	FBgn0037902	FBtr0082391	Dmel_Dsim	100.000	0.0010	0.0001	0.1322
FBgn0037906_FBtr0306097	PGRP-LB	CG14704	FBgn0037906	FBtr0306097	Dmel_Dsim	100.000	0.1423	0.0168	0.1182
FBgn0037908_FBtr0082394	dpr5	CG5308	FBgn0037908	FBtr0082394	Dmel_Dsim	100.000	0.0755	0.0101	0.1334
FBgn0037910_FBtr0082409	CG14708	CG14708	FBgn0037910	FBtr0082409	Dmel_Dsim	100.000	0.5050	0.0722	0.1430
FBgn0037911_FBtr0082410	CG10898	CG10898	FBgn0037911	FBtr0082410	Dmel_Dsim	100.000	0.0010	0.0001	0.1239
FBgn0037912_FBtr0100465	sea	CG6782	FBgn0037912	FBtr0100465	Dmel_Dsim	100.000	0.0458	0.0083	0.1818
FBgn0037913_FBtr0100323	fabp	CG6783	FBgn0037913	FBtr0100323	Dmel_Dsim	89.490	0.1273	0.0461	0.3623
FBgn0037917_FBtr0082414	wkd	CG5344	FBgn0037917	FBtr0082414	Dmel_Dsim	100.000	0.0073	0.0011	0.1571
FBgn0037918_FBtr0082458	CG6791	CG6791	FBgn0037918	FBtr0082458	Dmel_Dsim	99.558	0.0914	0.0121	0.1321
FBgn0037920_FBtr0299566	CG14710	CG14710	FBgn0037920	FBtr0299566	Dmel_Dsim	100.000	0.1805	0.0358	0.1986
FBgn0037921_FBtr0082451	CG6808	CG6808	FBgn0037921	FBtr0082451	Dmel_Dsim	99.333	0.3132	0.0501	0.1599
FBgn0037922_FBtr0082416	CG14711	CG14711	FBgn0037922	FBtr0082416	Dmel_Dsim	100.000	0.1184	0.0179	0.1512
FBgn0037923_FBtr0300581	CG6813	CG6813	FBgn0037923	FBtr0300581	Dmel_Dsim	98.480	0.8178	0.0619	0.0757
FBgn0037924_FBtr0082418	CG14712	CG14712	FBgn0037924	FBtr0082418	Dmel_Dsim	96.979	0.5543	0.0489	0.0881
FBgn0037926_FBtr0335448	Elp1	CG10535	FBgn0037926	FBtr0335448	Dmel_Dsim	99.682	0.1781	0.0203	0.1141
FBgn0037930_FBtr0082423	CG14715	CG14715	FBgn0037930	FBtr0082423	Dmel_Dsim	100.000	0.0557	0.0065	0.1176
FBgn0037931_FBtr0082443	CG18476	CG18476	FBgn0037931	FBtr0082443	Dmel_Dsim	100.000	0.0728	0.0085	0.1171
FBgn0037933_FBtr0082424	Ho	CG14716	FBgn0037933	FBtr0082424	Dmel_Dsim	100.000	0.0586	0.0067	0.1140
FBgn0037937_FBtr0082435	Fer3	CG6913	FBgn0037937	FBtr0082435	Dmel_Dsim	100.000	0.0171	0.0025	0.1432
FBgn0037939_FBtr0082426	CG14718	CG14718	FBgn0037939	FBtr0082426	Dmel_Dsim	99.439	0.4185	0.0362	0.0865
FBgn0037940_FBtr0082428	CG14720	CG14720	FBgn0037940	FBtr0082428	Dmel_Dsim	96.324	0.0524	0.0048	0.0908
FBgn0037941_FBtr0335210	CG12594	CG12594	FBgn0037941	FBtr0335210	Dmel_Dsim	98.207	0.1923	0.0128	0.0667
FBgn0037942_FBtr0082430	CG14721	CG14721	FBgn0037942	FBtr0082430	Dmel_Dsim	100.000	0.0242	0.0040	0.1633
FBgn0037943_FBtr0082431	CG14722	CG14722	FBgn0037943	FBtr0082431	Dmel_Dsim	100.000	0.0876	0.0096	0.1100
FBgn0037949_FBtr0082531	CG17360	CG17360	FBgn0037949	FBtr0082531	Dmel_Dsim	99.669	0.0717	0.0077	0.1080
FBgn0037950_FBtr0082470	HisCl1	CG14723	FBgn0037950	FBtr0082470	Dmel_Dsim	100.000	0.0149	0.0011	0.0740
FBgn0037955_FBtr0082521	CG6950	CG6950	FBgn0037955	FBtr0082521	Dmel_Dsim	100.000	0.0566	0.0058	0.1031
FBgn0037956_FBtr0299594	CG6959	CG6959	FBgn0037956	FBtr0299594	Dmel_Dsim	98.845	0.0334	0.0040	0.1199
FBgn0037958_FBtr0082516	CG6962	CG6962	FBgn0037958	FBtr0082516	Dmel_Dsim	99.674	0.2163	0.0247	0.1143
FBgn0037960_FBtr0344288	mthl5	CG6965	FBgn0037960	FBtr0344288	Dmel_Dsim	100.000	0.0995	0.0135	0.1360
FBgn0037962_FBtr0082514	CG6971	CG6971	FBgn0037962	FBtr0082514	Dmel_Dsim	100.000	0.0010	0.0002	0.1747
FBgn0037963_FBtr0082513	Cad87A	CG6977	FBgn0037963	FBtr0082513	Dmel_Dsim	100.000	0.0259	0.0032	0.1250
FBgn0037972_FBtr0082507	CG10005	CG10005	FBgn0037972	FBtr0082507	Dmel_Dsim	98.922	0.0379	0.0038	0.1012
FBgn0037973_FBtr0082506	CG18547	CG18547	FBgn0037973	FBtr0082506	Dmel_Dsim	100.000	0.0797	0.0118	0.1487
FBgn0037976_FBtr0335435	Tk	CG14734	FBgn0037976	FBtr0335435	Dmel_Dsim	100.000	0.0513	0.0088	0.1707
FBgn0037978_FBtr0335434	KLHL18	CG3571	FBgn0037978	FBtr0335434	Dmel_Dsim	100.000	0.0965	0.0122	0.1262
FBgn0037979_FBtr0113224	GCC185	CG3532	FBgn0037979	FBtr0113224	Dmel_Dsim	100.000	0.1771	0.0174	0.0983
FBgn0037980_FBtr0082555	CG3313	CG3313	FBgn0037980	FBtr0082555	Dmel_Dsim	100.000	0.0074	0.0010	0.1314
FBgn0037981_FBtr0082537	Spt3	CG3169	FBgn0037981	FBtr0082537	Dmel_Dsim	100.000	0.0214	0.0033	0.1537
FBgn0037985_FBtr0082538	ssp5	CG14735	FBgn0037985	FBtr0082538	Dmel_Dsim	100.000	0.1660	0.0218	0.1316
FBgn0037987_FBtr0082553	CG14739	CG14739	FBgn0037987	FBtr0082553	Dmel_Dsim	100.000	0.1511	0.0127	0.0842
FBgn0037988_FBtr0082552	CG14740	CG14740	FBgn0037988	FBtr0082552	Dmel_Dsim	100.000	0.1277	0.0171	0.1341
FBgn0037989_FBtr0300351	ATP8B	CG14741	FBgn0037989	FBtr0300351	Dmel_Dsim	100.000	0.0857	0.0095	0.1109
FBgn0037992_FBtr0308292	CG4702	CG4702	FBgn0037992	FBtr0308292	Dmel_Dsim	100.000	0.0010	0.0001	0.0773
FBgn0037993_FBtr0339647	dpr15	CG10095	FBgn0037993	FBtr0339647	Dmel_Dsim	99.095	0.5939	0.0223	0.0375
FBgn0037994_FBtr0082546	CG4810	CG4810	FBgn0037994	FBtr0082546	Dmel_Dsim	100.000	0.0621	0.0141	0.2280
FBgn0037995_FBtr0082545	CG3809	CG3809	FBgn0037995	FBtr0082545	Dmel_Dsim	100.000	0.0594	0.0092	0.1553
FBgn0037998_FBtr0082624	CG4848	CG4848	FBgn0037998	FBtr0082624	Dmel_Dsim	99.384	0.1126	0.0141	0.1254
FBgn0037999_FBtr0082623	CG4860	CG4860	FBgn0037999	FBtr0082623	Dmel_Dsim	100.000	0.1071	0.0142	0.1324
FBgn0038000_FBtr0082559	CG10014	CG10014	FBgn0038000	FBtr0082559	Dmel_Dsim	100.000	0.1200	0.0180	0.1503
FBgn0038001_FBtr0302311	CG17404	CG17404	FBgn0038001	FBtr0302311	Dmel_Dsim	99.091	0.0605	0.0090	0.1483
FBgn0038002_FBtr0082621	CG12256	CG12256	FBgn0038002	FBtr0082621	Dmel_Dsim	100.000	0.0232	0.0033	0.1410
FBgn0038003_FBtr0082560	CG3916	CG3916	FBgn0038003	FBtr0082560	Dmel_Dsim	100.000	0.0631	0.0137	0.2174
FBgn0038008_FBtr0082561	CG3942	CG3942	FBgn0038008	FBtr0082561	Dmel_Dsim	100.000	0.1387	0.0261	0.1878
FBgn0038009_FBtr0082565	CG17738	CG17738	FBgn0038009	FBtr0082565	Dmel_Dsim	96.903	0.3585	0.0263	0.0734
FBgn0038011_FBtr0082566	CG4066	CG4066	FBgn0038011	FBtr0082566	Dmel_Dsim	100.000	0.7567	0.0975	0.1289
FBgn0038013_FBtr0082615	CG10038	CG10038	FBgn0038013	FBtr0082615	Dmel_Dsim	100.000	0.1217	0.0158	0.1298
FBgn0038014_FBtr0082613	CG10041	CG10041	FBgn0038014	FBtr0082613	Dmel_Dsim	97.038	0.1741	0.0291	0.1672
FBgn0038016_FBtr0082611	MBD-R2	CG10042	FBgn0038016	FBtr0082611	Dmel_Dsim	99.147	0.2381	0.0272	0.1141
FBgn0038017_FBtr0082568	CG4115	CG4115	FBgn0038017	FBtr0082568	Dmel_Dsim	100.000	0.0010	0.0001	0.1404
