"Gene_name","Gene_ID","Drosophila_simulans","Drosophila_sechellia","Drosophila_yakuba","Drosophila_erecta","Drosophila_ananassae","Drosophila_pseudoobscura","Drosophila_persimilis","Drosophila_willistoni","Drosophila_virilis","Drosophila_mojavensis","Drosophila_grimshawi","Anopheles_gambiae","Apis_mellifera","Aedes_aegypti","Tribolium_castaneum","Bombyx_mori","Caenorhabditis_elegans"
Adck	FBgn0035039
CG13594	FBgn0035041
Cyp9c1	FBgn0015040
CG3640	FBgn0035042
CG4781	FBgn0035043
CG3663	FBgn0035044
Cpr60D	FBgn0050163
CG30161	FBgn0050161
ND-19	FBgn0035046
CG34214	FBgn0085243
CG4806	FBgn0260456
CG33228	FBgn0261373
Pof	FBgn0035047
Mmp1	FBgn0035049
ST6Gal	FBgn0035050
Mid1	FBgn0053988
Usp15-31	FBgn0050421
spz6	FBgn0035056
CG3880	FBgn0035057
CG12848	FBgn0040666
CG3894	FBgn0035059
GstE12	FBgn0027590
Eps-15	FBgn0035060
egg	FBgn0086908
Lcp9	FBgn0025578
CG3594	FBgn0035063
TyrRS-m	FBgn0035064
CG3589	FBgn0035065
key	FBgn0041205
Reg-5	FBgn0015801
ETH	FBgn0028738
Orc4	FBgn0023181
CG12849	FBgn0035068
CG3611	FBgn0035069
CG42851	FBgn0262098
Dll	FBgn0000157
CG3650	FBgn0035070
Atf-2	FBgn0265193
CG16896	FBgn0035073
CG30423	FBgn0050423
CG44247	FBgn0265182
NKAIN	FBgn0085442
Ance-5	FBgn0035076
NaCP60E	FBgn0085434
Tpc2	FBgn0035078
CG9083	FBgn0035077
RpL41	FBgn0066084
pain	FBgn0060296
CG30427	FBgn0043792
CG3760	FBgn0022343
CG2811	FBgn0035082
Tina-1	FBgn0035083
CG15861	FBgn0035084
CG3770	FBgn0035085
CG2790	FBgn0027599
CG12851	FBgn0035086
CG2765	FBgn0035087
CG30424	FBgn0050424
RpL19	FBgn0002607
CG3776	FBgn0035088
Phk-3	FBgn0035089
CG2736	FBgn0035090
emp	FBgn0010435
CG3829	FBgn0035091
zip	FBgn0265434
uzip	FBgn0004055
Nplp1	FBgn0035092
gsb-n	FBgn0001147
gsb	FBgn0001148
gol	FBgn0004919
lov	FBgn0266129
CG30430	FBgn0050430
CG43106	FBgn0262566
CG34038	FBgn0054038
Sfp60F	FBgn0259968
EbpII	FBgn0011694
Ebp	FBgn0004181
CG9380	FBgn0035094
Kr	FBgn0001325
CG30429	FBgn0050429
CG33680	FBgn0053680
CG30428	FBgn0050428
CG11023	FBgn0031208
l(2)gl	FBgn0002121
Ir21a	FBgn0031209
Cda5	FBgn0051973
dbr	FBgn0067779
galectin	FBgn0031213
CG11374	FBgn0031214
net	FBgn0002931
Zir	FBgn0031216 FBgn 31216
CG11377	FBgn0031217
Nhe1	FBgn0026787
Sam-S	FBgn0005278
ND-15	FBgn0031228
CG13694	FBgn0031219
CG4822	FBgn0031220
CG3164	FBgn0025683
Gs1	FBgn0001142
CG31975	FBgn0051975
ovm	FBgn0051976
CG31974	FBgn0051974
CG11454	FBgn0031224
CG42399	FBgn0259818
CG3709	FBgn0031227
CG3436	FBgn0031229
CG33635	FBgn0053635
spen	FBgn0016977
mRpL10	FBgn0031231
CG11617	FBgn0031232
Tbc1d15-17	FBgn0031233
kis	FBgn0266557
CG13693	FBgn0031235
Rpp30	FBgn0283652
CG3645	FBgn0031238
CG17075	FBgn0031239
CG3345	FBgn0031240
mbm	FBgn0086912
CG11555	FBgn0086856
CG17078	FBgn0086855
smo	FBgn0003444
CG11601	FBgn0031244
CG3625	FBgn0031245
Amnionless	FBgn0025686
CG11562	FBgn0031247
U2af38	FBgn0017457
Hop	FBgn0024352
Pi3K21B	FBgn0020622
Plc21C	FBgn0004611
CG11912	FBgn0031248
CG11911	FBgn0031249
CG33127	FBgn0053127
CG43755	FBgn0264086
CG31921	FBgn0051921
Ent1	FBgn0031250
al	FBgn0000061
CG4213	FBgn0031251
RpI135	FBgn0003278
AP-2alpha	FBgn0264855
ebi	FBgn0263933
CG13690	FBgn0031252
RpLP1	FBgn0002593
CG11885	FBgn0031253
CG13692	FBgn0031254
BBS8	FBgn0031255
ex	FBgn0004583
crq	FBgn0015924
shv	FBgn0031256
CG4133	FBgn0031257
CG4297	FBgn0031258
MED15	FBgn0027592
ush	FBgn0003963
cbt	FBgn0043364
lwr	FBgn0010602
Spp	FBgn0031260
Ets21C	FBgn0005660
nAChRbeta3	FBgn0031261
rempA	FBgn0260933
Tspo	FBgn0031263
CG11835	FBgn0031264
CG2794	FBgn0031265
Nle	FBgn0021874
CG2807	FBgn0031266
Ipk2	FBgn0031267
cold	FBgn0031268
Ptth	FBgn0013323
Pph13	FBgn0023489
Gsc	FBgn0010323
CG13689	FBgn0031270
lectin-21Cb	FBgn0040106
lectin-21Ca	FBgn0040107
CG2839	FBgn0031273
ds	FBgn0284247
Hsp60B	FBgn0011244
Eaat2	FBgn0026438
GABA-B-R3	FBgn0031275
CG12506	FBgn0031276
CG13946	FBgn0040725
CG13947	FBgn0031277
Gr21a	FBgn0041250
CG3544	FBgn0031279
Pkg21D	FBgn0000442
Nnf1b	FBgn0051658
Dbp21E2	FBgn0086130
Saf6	FBgn0031281
Pex12	FBgn0031282
CG15880	FBgn0031283
CG3876	FBgn0031284
Clp	FBgn0015621
CG3662	FBgn0031285
CG3862	FBgn0031286
dock	FBgn0010583
drongo	FBgn0020304
CG4291	FBgn0031287
kraken	FBgn0020545
CG13949	FBgn0031288
CG13950	FBgn0031289
aru	FBgn0029095
dbe	FBgn0020305
PNUTS	FBgn0053526
CG15824	FBgn0031292
ninaA	FBgn0002936
Lsp1beta	FBgn0002563
GluRIIC	FBgn0046113
CG4341	FBgn0028481
IA-2	FBgn0031294
CG4375	FBgn0031295
CG4415	FBgn0031296
S	FBgn0003310
ast	FBgn0015905
Atg4a	FBgn0031298
CG4629	FBgn0031299
mtRNApol	FBgn0261938
CG14339	FBgn0031301
CG14340	FBgn0031302
Pino	FBgn0016926
CG4552	FBgn0031304
Iris	FBgn0031305
CG4577	FBgn0031306
MFS3	FBgn0031307
l(2)10685	FBgn0283525
Tfb4	FBgn0031309
Vps29	FBgn0031310
capt	FBgn0261458
Tango14	FBgn0031312
CG5080	FBgn0031313
IntS14	FBgn0031314
CG14341	FBgn0031315
Plap	FBgn0024314
CG31922	FBgn0051922
CG5118	FBgn0031317
CG4887	FBgn0031318
CG4896	FBgn0031319
CG5126	FBgn0031320
Tgt	FBgn0031321
CG5001	FBgn0031322
CG5139	FBgn0031323
CG43348	FBgn0263080
CG43349	FBgn0263081
CG5011	FBgn0040723
CG14342	FBgn0031324
CG42329	FBgn0259229
CG5397	FBgn0031327
robo3	FBgn0041097
a5	FBgn0011294
CG5440	FBgn0031331
CG33923	FBgn0053923
CG33922	FBgn0053922
Cdlc2	FBgn0026141
CG5556	FBgn0031332
CG5561	FBgn0031333
CG31924	FBgn0051924
CG5565	FBgn0031335
CG31659	FBgn0051659
NLaz	FBgn0053126
CG14346	FBgn0031337
robo2	FBgn0002543
CG43401	FBgn0263320
CG43402	FBgn0263321
CG31928	FBgn0051928
CG33128	FBgn0053128
CG31926	FBgn0051926
CG31661	FBgn0051661
CG18131	FBgn0031343
CG7420	FBgn0031344
CG18132	FBgn0031345
halo	FBgn0001174
Or22a	FBgn0026398
Or22b	FBgn0026397
haf	FBgn0261509
CG10869	FBgn0031347
CG31935	FBgn0051935
CG14352	FBgn0031351
RFeSP	FBgn0021906
chinmo	FBgn0086758
cpb	FBgn0011570
CG17660	FBgn0031356
mRpL48	FBgn0031357
frtz	FBgn0086698
Rim2	FBgn0031359
Eno	FBgn0000579
Rrp40	FBgn0260648
CG31937	FBgn0031360
CG17652	FBgn0031361
CG17646	FBgn0264494
CG17712	FBgn0027597
CG17648	FBgn0031364
Gr22f	FBgn0041249
CG17650	FBgn0031365
Gr22e	FBgn0045497
Gr22d	FBgn0045498
Gr22c	FBgn0265138
Gr22b	FBgn0045500
Gr22a	FBgn0045501
CG31933	FBgn0051933
CG31664	FBgn0051664
c-cup	FBgn0031367
wry	FBgn0051665
CG31663	FBgn0051663
CG7295	FBgn0031372
CG15358	FBgn0031373
Wdr62	FBgn0031374
CG15357	FBgn0040719
CG33673	FBgn0053673
erm	FBgn0031375
Der-1	FBgn0267972
CG15356	FBgn0031377
CG15362	FBgn0031378
CG7289	FBgn0031379
Got2	FBgn0001125
Npc2a	FBgn0031381
Obp22a	FBgn0043539
CG33543	FBgn0053543
CG15353	FBgn0040718
Nplp4	FBgn0040717
CG4238	FBgn0031384
CG42296	FBgn0259192
lectin-22C	FBgn0259230
Su(dx)	FBgn0003557
Kebab	FBgn0028952
Or22c	FBgn0026396
dpr3	FBgn0053516
CG12674	FBgn0031388
CG4259	FBgn0031389
GlyP	FBgn0004507
tho2	FBgn0031390
CG11723	FBgn0031391
TBCD	FBgn0027509
AIF	FBgn0031392
CG15382	FBgn0031393
aop	FBgn0000097
CG10874	FBgn 31395 FBgn0031395
CG34172	FBgn0085201
CG31668	FBgn0051668
CG33124	FBgn0053124
CG15385	FBgn0031397
Uch	FBgn0010288
CG34174	FBgn0085203
CG10880	FBgn0031398
CG15386	FBgn0040715
CG42371	FBgn0259717
mio	FBgn0031399
papi	FBgn0031401
CG15387	FBgn0031403
sau	FBgn0267378
Sec24CD	FBgn0262126 FBgn0031408
Tengl3	FBgn0051679
Tengl2	FBgn0052463
Tengl1	FBgn0051682
CG4267	FBgn0264979
Ser12	FBgn0011832
CG17239	FBgn0042186
CG17234	FBgn0042187
Send1	FBgn0031406
CG4270	FBgn0031407
CG34049	FBgn0054049
CG17242	FBgn0250841
CG4271	FBgn0031409
CG31681	FBgn0051681
CG42658	FBgn0261523
CG17237	FBgn0031410
robl22E	FBgn0028570
CG31949	FBgn0051949
CG16995	FBgn0031412
CG9967	FBgn0031413
eys	FBgn0031414
Rab5	FBgn0014010
Axud1	FBgn0261647
CG3597	FBgn0031417
CG3609	FBgn0031418
CG15390	FBgn0031419
Atxn7	FBgn0031420
Eogt	FBgn0264672
CG9870	FBgn0031422
CG3557	FBgn0031423
CG43750	FBgn0264081
VGlut	FBgn0031424
CG18641	FBgn0031426
CG31948	FBgn0051948
CG34448	FBgn0085477
CG34447	FBgn0085476
CG9886	FBgn0031428
CG44139	FBgn0264988
dpp	FBgn0000490
Slh	FBgn0264978
oaf	FBgn0011818
CG3528	FBgn0031430
CG3515	FBgn0031431
Cyp309a1	FBgn0031432
Cyp309a2	FBgn0041337
Rad1	FBgn0026778
Sws1	FBgn0085343
insv	FBgn0031434
Elba2	FBgn0031435
ND-B17.2	FBgn0031436
Arpc5	FBgn0031437
Drp1	FBgn0026479
CG15394	FBgn0250835
CG15395	FBgn0031440
CG43403	FBgn0263322
CG9962	FBgn0031441
CG43851	FBgn0264433
CG33125	FBgn0053125
Prosbeta4R1	FBgn0031442
Or23a	FBgn0026395
Prosbeta4R2	FBgn0031443
CG9879	FBgn0031444
Gr23a	FBgn0041248
CG31690	FBgn0051690
CG15398	FBgn0031446
CG31689	FBgn0031449
Hrs	FBgn0031450
CG9961	FBgn0031451
Cwc25	FBgn0031452
Pgk	FBgn0250906
Bacc	FBgn0031453
Snapin	FBgn0031455
CG9960	FBgn0031454
Trn-SR	FBgn0031456
CG3077	FBgn0031457
aph-1	FBgn0031458
Taf10b	FBgn0026324
Taf10	FBgn0028398
colt	FBgn0019830
CG2862	FBgn0031459
CG15399	FBgn0031460
Syt1	FBgn0004242
daw	FBgn0031461
CG2964	FBgn0031462
G6P	FBgn0031463
Duox	FBgn0283531
CG3123	FBgn0031465
CG3119	FBgn0031466
Cpr23B	FBgn0031467
CG2975	FBgn0031468
CG18558	FBgn0031469
CG18557	FBgn0031470
CG3117	FBgn0031471
CG2983	FBgn0031472
CG3104	FBgn0031473
RpS21	FBgn0015521
CG2991	FBgn0031474
CG31694	FBgn0051694
CG8813	FBgn0031476
CG8814	FBgn0031478
Prx6005	FBgn0031479
CG31950	FBgn0051950
betaggt-II	FBgn0028970
NTPase	FBgn0024947
lilli	FBgn0041111
Rbp9	FBgn0010263
Ts	FBgn0024920
Rrp1	FBgn0004584
gammaTub23C	FBgn0260639
CG9641	FBgn0031483
CG3165	FBgn0031484
CG9643	FBgn0031485
Chd1	FBgn0250786
Bem46	FBgn0025109
okr	FBgn0002989
CG3558	FBgn0025681
CG17265	FBgn0031488
CG17224	FBgn0031489
CG17264	FBgn0031490
alpha4GT1	FBgn0031491
CG3542	FBgn0031492
CG3605	FBgn0031493
CG17219	FBgn0031494
GABPI	FBgn0031495
CG17258	FBgn0031496
SerRS	FBgn0031497
CG17260	FBgn0031498
cnir	FBgn0243513
CG17221	FBgn0031500
CG17261	FBgn0031501
FASN2	FBgn0042627
FASN1	FBgn0283427
toc	FBgn0015600
PpD6	FBgn0005779
CG15403	FBgn0031504
ND-B14.5B	FBgn0031505
Mad	FBgn0011648
gkt	FBgn0260817
Hydr2	FBgn0014906
CG44002	FBgn0264744
CG31698	FBgn0051698
CG15404	FBgn0031512
CG34393	FBgn0085422
CG3347	FBgn0031513
CG3332	FBgn0031514
CG9664	FBgn0031515
CG9663	FBgn0031516
CG3277	FBgn0031518
CG15406	FBgn0031517
CG3326	FBgn0031519
CG8837	FBgn0031520
CG33281	FBgn0053281
CG33282	FBgn0053282
CG3285	FBgn0031522
CG15408	FBgn0031523
E23	FBgn0020445
CG8838	FBgn0031526
CG34394	FBgn0085423
CG15412	FBgn0031528
CG9662	FBgn0031529
Ptpa	FBgn0016698
Sfp23F	FBgn0259949
CG42460	FBgn0259950
CG34175	FBgn0085204
pgant2	FBgn0031530
CG8840	FBgn0031531
CG31952	FBgn0051952
CG2772	FBgn0031533
Snx1	FBgn0031534
CG12795	FBgn0031535
Cog3	FBgn0031536
Sec5	FBgn0266670
CG3246	FBgn0031538
msl-2	FBgn0005616
ND-PDSW	FBgn0021967
CG3238	FBgn0031540
CG31776	FBgn0051776
pgant4	FBgn0051956
Thor	FBgn0261560
CG15414	FBgn0031542
tim	FBgn0014396
CG31954	FBgn0051954
LeuRS	FBgn0284253
CG17593	FBgn0031544
CG3213	FBgn0031545
CG8851	FBgn0031546
Sr-CIV	FBgn0031547
CG8852	FBgn0031548
Spindly	FBgn0031549
IFT57	FBgn0031550
drm	FBgn0024244
CG43815	FBgn0264363
sob	FBgn0004892
odd	FBgn0002985
Dot	FBgn0015663
CG15418	FBgn0031554
for	FBgn0000721
Drgx	FBgn0085369
Sfp24Ba	FBgn0259951
Sfp24Bd	FBgn0259953
Sfp24Bb	FBgn0259952
Sfp24Bc	FBgn0261054
CG16704	FBgn0031558
CG3513	FBgn0031559
Acp24A4	FBgn0051779
CG43165	FBgn0262721
CG16713	FBgn0031560
IM33	FBgn0031561
CG3604	FBgn0031562
CG10031	FBgn0031563
CG42464	FBgn0259954
CG42465	FBgn0259955
Sfp24C1	FBgn0259956
CG42467	FBgn0259957
CG43145	FBgn0262621
CG2816	FBgn0031564
CG31778	FBgn0051778
CG31777	FBgn0051777
cutlet	FBgn0015376
CG31955	FBgn0051955
CG2818	FBgn0031566
lectin-24A	FBgn0040104
Shaw	FBgn0003386
CG10019	FBgn0031568
CG43707	FBgn0263846
CG43703	FBgn0263842
bowl	FBgn0004893
CG31960	FBgn0051960
bark	FBgn0031571
Reph	FBgn0021800
CG3407	FBgn0031573
slp1	FBgn0003430
slp2	FBgn0004567
CG3964	FBgn0031574
Cep97	FBgn0031575
CG31957	FBgn0051957
capu	FBgn0000256
fred	FBgn0051774
CG31773	FBgn0051773
CG43797	FBgn0264341
CG34176	FBgn0085205
CG15422	FBgn0031579
CG15423	FBgn0031580
CG43773	FBgn0264295
CG43774	FBgn0264296
ed	FBgn0000547
Sr-CIII	FBgn0020376
Sr-CI	FBgn0014033
CG2955	FBgn0031585
Or24a	FBgn0026394
TBCC	FBgn0051961
lectin-24Db	FBgn0040102
CG3714	FBgn0031589
ft	FBgn0001075
CG3702	FBgn0031590
RpL40	FBgn0003941
CG15425	FBgn0265269
Art2	FBgn0031592
tutl	FBgn0010473
bdl	FBgn0028482
Atet	FBgn0020762
CG15429	FBgn0031596
Traf4	FBgn0026319
CG17612	FBgn0031597
Vps53	FBgn0031598
Psf2	FBgn0261976
Tps1	FBgn0027560
CG3652	FBgn0031600
l(2)k05819	FBgn0022153
CG33003	FBgn0053003
Dim1	FBgn0031601
CG15431	FBgn0031602
CG43055	FBgn0262357
CG34178	FBgn0085207
CG34177	FBgn0085206
CG43056	FBgn0262358
Sfp24F	FBgn0259958
CG15432	FBgn0031603
morgue	FBgn0027609
Elp3	FBgn0031604
MFS18	FBgn0025684
CG15439	FBgn0031606
CG15440	FBgn0031607
ND-B8	FBgn0040705
Gs1l	FBgn0019982
RpL27A	FBgn0261606
mRpL27	FBgn0053002
CG15435	FBgn0031608
CG15443	FBgn0031609
CG15436	FBgn0031610
FIG4	FBgn0031611
ine	FBgn0011603
dpy	FBgn0053196
HP6	FBgn0031613
BG642163	FBgn0083938
CG15635	FBgn0031617
CG43798	FBgn0264342
CG3355	FBgn0031619
CG11929	FBgn0031620
Bsg25A	FBgn0000227
Elba3	FBgn0031621
CG3251	FBgn0031622
CG34351	FBgn0085380
Taf12L	FBgn0031623
CG15631	FBgn0031626
CG15630	FBgn0031627
CG42523	FBgn0260428
CG3294	FBgn0031628
Clect27	FBgn0031629
CG15629	FBgn0031630
CG3225	FBgn0031631
CG15628	FBgn0031632
Fnta	FBgn0031633
Ir25a	FBgn0031634
tank	FBgn0031635
CG12194	FBgn0031636
mxt	FBgn0031637
CG11927	FBgn0031638
mRpS2	FBgn0031639
Mon1	FBgn0031640
smog	FBgn0051660
Cf2	FBgn0000286
CG3008	FBgn0031643
CG15625	FBgn0031644
CG3036	FBgn0031645
CG2837	FBgn0031646
hoe1	FBgn0041150
hoe2	FBgn0031649
Sgs1	FBgn0003372
CG14044	FBgn0031650
mRpL24	FBgn0031651
betaggt-I	FBgn0015000
jet	FBgn0031652
Jon25Biii	FBgn0031653
Jon25Bii	FBgn0031654
Jon25Bi	FBgn0020906
Marcal1	FBgn0031655
CG34124	FBgn0083960
CG34125	FBgn0083961
Trip1	FBgn0015834
Scox	FBgn0262467
CG3756	FBgn0031657
l(2)05714	FBgn0010607
CG14043	FBgn0031659
mRpL28	FBgn0031660
Gmd	FBgn0031661
CG3792	FBgn0031662
CG8891	FBgn0031663
CG8892	FBgn0031664
CG34126	FBgn0083962
Rtnl1	FBgn0053113
CG31917	FBgn0031668
Tfb5	FBgn0265968
CG3887	FBgn0031670
vkg	FBgn0016075
Col4a1	FBgn0000299
SP555	FBgn0260470
CG14042	FBgn0260451
CG31650	FBgn0031673
CG44000	FBgn0264742
CG44001	FBgn0264743
CG33995	FBgn0053995
CG9121	FBgn0031675
eIF-3p40	FBgn0022023
senju	FBgn0031676
CG14036	FBgn0031677
His3.3A	FBgn0014857
CG31918	FBgn0031678
Rpn11	FBgn0028694
qtc	FBgn0028572
RpL37A	FBgn0261608
pgant5	FBgn0031681
CG5828	FBgn0031682
CG4230	FBgn0031683
ND-13A	FBgn0031684
Msp300	FBgn0261836 FBgn0010070
Cyp28d2	FBgn0031688
Cyp28d1	FBgn0031689
CG7742	FBgn0031690
CG14034	FBgn0250847
TpnC25D	FBgn0031692
tkv	FBgn0003716
Cyp4ac1	FBgn0031693
Cyp4ac2	FBgn0031694
Cyp4ac3	FBgn0031695
Bsg25D	FBgn0000228
Bub1	FBgn0031696
vri	FBgn0016076
CG14024	FBgn0031697
Ncoa6	FBgn0031698
cype	FBgn0015031
CG14022	FBgn0031700
TotM	FBgn0031701
fusl	FBgn0031702
CG12512	FBgn0031703
nompC	FBgn0016920
H15	FBgn0016660
mid	FBgn0261963
CG14020	FBgn0031707
CG7382	FBgn0031708
cl	FBgn0000318
Vps52	FBgn0031710
CG6907	FBgn0031711
Cap-D3	FBgn0051989
CG31648	FBgn0051648
CG31915	FBgn0051915
CG7277	FBgn0031713
tomb	FBgn0031715
CG14015	FBgn0031716
Hel25E	FBgn0014189
Lam	FBgn0002525
Oscillin	FBgn0031717
CG14014	FBgn0031718
CG18269	FBgn0031719
CG14013	FBgn0031720
CG14017	FBgn0031721
GluRIIA	FBgn0004620
GluRIIB	FBgn0020429
CG14011	FBgn0031722
CG7251	FBgn0031723
CG18266	FBgn0031724
DIP-eta	FBgn0031725
Cyp6a16	FBgn0031726
DIP-theta	FBgn0051646
Hsp60C	FBgn0031728
CG12511	FBgn0031729
CG7236	FBgn0031730
CG14007	FBgn0031731
CG34011	FBgn0054011
CG11149	FBgn0031732
sip1	FBgn0024191
CG11030	FBgn0031736
CG14006	FBgn0031733
CG11147	FBgn0031734
CG11029	FBgn0031735
obst-E	FBgn0031737
CG9171	FBgn0031738
CG31913	FBgn0051913
CG14005	FBgn0031739
CG7239	FBgn0031740
CG11034	FBgn0031741
CG43307	FBgn0262999
CG31644	FBgn0051644
TrissinR	FBgn0085410
rau	FBgn0031745
CG44574	FBgn0265785
Sfp26Ac	FBgn0259959
CG43185	FBgn0262814
CG9029	FBgn0031746
Acp26Ab	FBgn0002856
Acp26Aa	FBgn0002855
CG9021	FBgn0031747
bchs	FBgn0043362
CG14000	FBgn0031749
CG9016	FBgn0031751
dsf	FBgn0015381
Sfp26Ad	FBgn0261055
Gpdh	FBgn0001128
CG9044	FBgn0031752
CG13999	FBgn0031753
CG13998	FBgn0040949
Vm26Ab	FBgn0003980
Vm26Ac	FBgn0086266
Vm26Aa	FBgn0003979
psd	FBgn0086265
CG13992	FBgn0031756
Ucp4C	FBgn0031757
Ucp4B	FBgn0031758
chic	FBgn0000308
eIF-4a	FBgn0001942
ifc	FBgn0001941
lid	FBgn0031759
Tsp26A	FBgn0031760
Gal	FBgn0001089
CG9098	FBgn0031762
H2.0	FBgn0001170
CG13996	FBgn0031763
CG9107	FBgn0031764
CG9109	FBgn0031765
mtm	FBgn0025742
CG9117	FBgn0031766
CG31643	FBgn0051643
ade2	FBgn0000052
slmo	FBgn0029161
CG34179	FBgn0085208
CG12393	FBgn0031768
CG9135	FBgn0031769
CG13995	FBgn0031770
CG34180	FBgn0085209
ND-51	FBgn0031771
CG13994	FBgn0031772
Fbw5	FBgn0031773 FBgn 31773
CG9147	FBgn0031774
CG9150	FBgn0031775
Pfdn1	FBgn0031776
CG9154	FBgn0031777
Kr-h2	FBgn0266449
Kr-h1	FBgn0266450
CG45075	FBgn0266445
CG9175	FBgn0031779
stai	FBgn0266521
CG31642	FBgn0051642
Arpc4	FBgn0284255
WDR79	FBgn0031782
B9d2	FBgn0261683
tectonic	FBgn0261697
CG9222	FBgn0031784
CG13991	FBgn0031785
Muc26B	FBgn0040950
CG31639	FBgn0051639
CG13989	FBgn0031786
smal	FBgn0085409
Ugt37b1	FBgn0026755
Ddr	FBgn0053531
AANATL2	FBgn0031791
CG13983	FBgn0031792
CG43922	FBgn0264543
CG13984	FBgn0260452
PDZ-GEF	FBgn0265778
Pez	FBgn0031799
Cpr	FBgn0015623
CG9497	FBgn0031800
CG9498	FBgn0031801
ppk7	FBgn0031802
ppk14	FBgn0031803
CG9500	FBgn0031804
CG9505	FBgn0031805
slam	FBgn0043854
DIP-epsilon	FBgn0259714
CG9507	FBgn0031808
CG42370	FBgn0259716
CG42369	FBgn0259715
CG13982	FBgn0031811
Tig	FBgn0011722
Fic	FBgn0263278
CG9527	FBgn0031813
retm	FBgn0031814
frj	FBgn0031815
CG16947	FBgn0031816
CG9531	FBgn0031817
mmy	FBgn0259749
CG9536	FBgn0031818
Sec61alpha	FBgn0086357
Daxx	FBgn0031820
KFase	FBgn0031821
epsilonCOP	FBgn0027496
CG9548	FBgn0031822
CG31638	FBgn0051638
CG9547	FBgn0031824
CG9550	FBgn0031826
CG31637	FBgn0051637
eya	FBgn0000320
IFT52	FBgn0031829
COX5B	FBgn0031830
CG9596	FBgn0031832
COX5BL	FBgn0031831
Ent2	FBgn0263916
CG13766	FBgn0031834
CG11319	FBgn0031835
CG11050	FBgn0031836
DIP-iota	FBgn0031837
CG34345	FBgn0085374
Oatp26F	FBgn0051634
CG31635	FBgn0051635
Tango1	FBgn0031842
CG31633	FBgn0051633
CG31636	FBgn0051636
CG11070	FBgn0028467
CG13771	FBgn0031844
cup	FBgn0000392
CG34310	FBgn0085339
Galt	FBgn0263200
Spn27A	FBgn0028990
cort	FBgn0000351
Nse1	FBgn0031848
Nhe3	FBgn0028703
CG11327	FBgn0031849
Tsp	FBgn0031850
AkhR	FBgn0025595
Aatf	FBgn0031851
homer	FBgn0025777
Liprin-alpha	FBgn0046704
TTLL3B	FBgn0031853
TTLL3A	FBgn0031854
CG11221	FBgn0031855
CG31910	FBgn0051910
CG44271	FBgn0265257
CG11322	FBgn0031856
CG11321	FBgn0031857
CG17378	FBgn0031858
nrv1	FBgn0015776
nrv2	FBgn0015777
CG17376	FBgn0042189
CG17377	FBgn0031859
CG11236	FBgn0031860
CG17375	FBgn0031861
sens-2	FBgn0051632
Rca1	FBgn0017551
l(2)k09022	FBgn0086451
Nha1	FBgn0031865
Nlg2	FBgn0031866
CG13773	FBgn0042092
Rat1	FBgn0031868
Wee1	FBgn0011737
x16	FBgn0028554
CG32829	FBgn0052829
nop5	FBgn0026196
Hrb27C	FBgn0004838
CG43232	FBgn0262877
CG18304	FBgn0031869
Fgop2	FBgn0031871
ihog	FBgn0031872
Gas41	FBgn0031873
SA	FBgn0020616
CG13775	FBgn0031874
CG3430	FBgn0031875
Atac1	FBgn0031876
CG10399	FBgn0031877
sip2	FBgn0031878
Coprox	FBgn0021944
smt3	FBgn0264922
snRNP-U1-70K	FBgn0016978
uif	FBgn0031879
CG43321	FBgn0263026
CG43322	FBgn0263027
ade3	FBgn0000053
Pcp	FBgn0003046
CG31908	FBgn0051908
MME1	FBgn0031881
Rab30	FBgn0031882
Caper	FBgn0031883
milt	FBgn0262872
Mnn1	FBgn0031885
CG31907	FBgn0051907
Sem1	FBgn0266666
Nuf2	FBgn0031886
CG11289	FBgn0031887
Pvf2	FBgn0031888
Pvf3	FBgn0085407
CG4495	FBgn0031893
CG4496	FBgn0031894
CG4497	FBgn0031895
CG4502	FBgn0031896
CG13784	FBgn0031897
ico	FBgn0263133
Ndae1	FBgn0259111
CG43799	FBgn0264343
CG43800	FBgn0264344
CG13786	FBgn0031900
Wnt4	FBgn0010453
CG31909	FBgn0051909
wg	FBgn0284084
Wnt6	FBgn0031902
Wnt10	FBgn0031903
ninaC	FBgn0002938
CG5149	FBgn0031904
gudu	FBgn0031905
CG5160	FBgn0031906
CG5171	FBgn0031907
CG5177	FBgn0031908
CG5181	FBgn0031909
CG15818	FBgn0031910
chm	FBgn0028387
muc	FBgn0283658
CG5958	FBgn0031913
CG5973	FBgn0031914
santa-maria	FBgn0025697
Gr28a	FBgn0041247
Gr28b	FBgn0045495
CG6055	FBgn0031918
Ziz	FBgn0260486
CG6441	FBgn0031920
Obp28a	FBgn0011283
RapGAP1	FBgn0264895
Spn28B	FBgn0083141
Cyp4d21	FBgn0031925
CG6739	FBgn0031926
Slob	FBgn0264087
Myo28B1	FBgn0040299
CG18585	FBgn0031929
CG7025	FBgn0031930
CG43235	FBgn0262880
Tep2	FBgn0041182
Tep3	FBgn0041181
Ntl	FBgn0267326
CG33296	FBgn0053296
CG13793	FBgn0031935
CG13794	FBgn0031936
CG13795	FBgn0031937
CG13796	FBgn0031939
CG31904	FBgn0260479
Acp1	FBgn0014454
CG7214	FBgn0031940
ATPsynGL	FBgn0031941
CG7203	FBgn0031942
CG46025	FBgn0267689
CG7191	FBgn0031945
CG7179	FBgn0020880
Uro	FBgn0003961
CG7164	FBgn0031946
CG7154	FBgn0031947
CG7149	FBgn0031948
LKRSDH	FBgn0025687
