"Gene_focal","Gene_ortho","species","Common Pfam match or OrthoDB group","value focal","value target","property","dataset"
"TIP1","Kpol_1052p17","Vanderwaltozyma_polyspora",FALSE,24,40,"Buried pct","yeast"
"FRT1","AACERI_AaceriADR352C","Ashbya_aceri",FALSE,26,25,"Buried pct","yeast"
"IML2","AACERI_AaceriAFR104W","Ashbya_aceri",FALSE,39,37,"Buried pct","yeast"
"YCP4","AGOS_AAR003W","Eremothecium_gossypii",FALSE,38,37,"Buried pct","yeast"
"FRT1","AGOS_ADR352C","Eremothecium_gossypii",FALSE,26,27,"Buried pct","yeast"
"YNL208W","TDEL0A00850","Torulaspora_delbrueckii",FALSE,23,37,"Buried pct","yeast"
"SYF2","KAFR0C01950","Kazachstania_africana",TRUE,18,16,"Buried pct","yeast"
"ATF2","ZYRO0B10934g","Zygosaccharomyces_rouxii",FALSE,44,33,"Buried pct","yeast"
"IML2","AGOS_AFR104W","Eremothecium_gossypii",FALSE,39,39,"Buried pct","yeast"
"YCP4","AACERI_AaceriAAR003W","Ashbya_aceri",FALSE,38,35,"Buried pct","yeast"
"PML39","Kpol_1069p4","Vanderwaltozyma_polyspora",FALSE,36,44,"Buried pct","yeast"
"YPF1","AACERI_AaceriABL033C","Ashbya_aceri",FALSE,44,44,"Buried pct","yeast"
"YJL132W","TPHA0B03090","Tetrapisispora_phaffii",FALSE,48,50,"Buried pct","yeast"
"NPP2","KLTH0H13970g","Lachancea_thermotolerans",FALSE,47,41,"Buried pct","yeast"
"NPP2","KLTH0H13992g","Lachancea_thermotolerans",FALSE,47,41,"Buried pct","yeast"
"POA1","Ecym_3604","Eremothecium_cymbalariae",FALSE,37,45,"Buried pct","yeast"
"POA1","Ecym_3605","Eremothecium_cymbalariae",FALSE,37,46,"Buried pct","yeast"
"AIM34","TPHA0J00460","Tetrapisispora_phaffii",FALSE,29,27,"Buried pct","yeast"
"GAL80","Ecym_3166","Eremothecium_cymbalariae",FALSE,43,28,"Buried pct","yeast"
"SPO22","AGOS_ACL031C","Eremothecium_gossypii",FALSE,41,33,"Buried pct","yeast"
"SPO22","AACERI_AaceriACL031C","Ashbya_aceri",FALSE,41,34,"Buried pct","yeast"
"YPF1","AGOS_ABL033C","Eremothecium_gossypii",FALSE,44,43,"Buried pct","yeast"
"INO1","KLTH0F05170g","Lachancea_thermotolerans",FALSE,42,43,"Buried pct","yeast"
"INO1","KLTH0F05192g","Lachancea_thermotolerans",FALSE,42,42,"Buried pct","yeast"
"EGO2","TBLA0I02450","Tetrapisispora_blattae",FALSE,27,45,"Buried pct","yeast"
"YRO2","AGOS_ABL099W","Eremothecium_gossypii",FALSE,40,37,"Buried pct","yeast"
"YJL132W","Ecym_5204","Eremothecium_cymbalariae",FALSE,48,52,"Buried pct","yeast"
"ATF2","AGOS_AAL140C","Eremothecium_gossypii",FALSE,44,36,"Buried pct","yeast"
"QRI5","NDAI0E04490","Naumovozyma_dairenensis",TRUE,20,25,"Buried pct","yeast"
"MFA1","KLLA0_C14894g","Kluyveromyces_lactis",FALSE,13,31,"Buried pct","yeast"
"CST9","AGOS_AER061C","Eremothecium_gossypii",FALSE,25,38,"Buried pct","yeast"
"SSU1","AACERI_AaceriAGR195W","Ashbya_aceri",FALSE,49,47,"Buried pct","yeast"
"YJL213W","KLLA0_E00309g","Kluyveromyces_lactis",FALSE,46,42,"Buried pct","yeast"
"YJL213W","KLLA0_E00397g","Kluyveromyces_lactis",FALSE,46,52,"Buried pct","yeast"
"MEI4","KLLA0_E04225g","Kluyveromyces_lactis",FALSE,36,29,"Buried pct","yeast"
"MEI4","KLLA0_E04247g","Kluyveromyces_lactis",FALSE,36,40,"Buried pct","yeast"
"RPL41B","Kpol_2000p7","Vanderwaltozyma_polyspora",FALSE,0,38,"Buried pct","yeast"
"CST9","AACERI_AaceriAER061C","Ashbya_aceri",FALSE,25,38,"Buried pct","yeast"
"AIM4","AGOS_AEL251C","Eremothecium_gossypii",FALSE,19,29,"Buried pct","yeast"
"RPL41B","NDAI0A02200","Naumovozyma_dairenensis",FALSE,0,40,"Buried pct","yeast"
"YMR1","KAFR0G00790","Kazachstania_africana",FALSE,40,38,"Buried pct","yeast"
"YJL132W","AGOS_ACR261C","Eremothecium_gossypii",FALSE,48,54,"Buried pct","yeast"
"ECM14","Ecym_6389","Eremothecium_cymbalariae",FALSE,44,34,"Buried pct","yeast"
"RPL41B","KNAG0C04050","Kazachstania_naganishii",FALSE,0,40,"Buried pct","yeast"
"MNE1","KLLA0_F23485g","Kluyveromyces_lactis",TRUE,36,40,"Buried pct","yeast"
"ATF2","AACERI_AaceriAAL140C","Ashbya_aceri",FALSE,44,40,"Buried pct","yeast"
"GAL80","TDEL0F00610","Torulaspora_delbrueckii",FALSE,43,23,"Buried pct","yeast"
"SSU1","AGOS_AGR195W","Eremothecium_gossypii",FALSE,49,43,"Buried pct","yeast"
"CMG1","TPHA0F02590","Tetrapisispora_phaffii",FALSE,22,24,"Buried pct","yeast"
"CMG1","TPHA0F02600","Tetrapisispora_phaffii",FALSE,22,47,"Buried pct","yeast"
"YRO2","AACERI_AaceriABL099W","Ashbya_aceri",FALSE,40,36,"Buried pct","yeast"
"YMR178W","NDAI0I00950","Naumovozyma_dairenensis",FALSE,34,31,"Buried pct","yeast"
"YMR178W","NDAI0I00960","Naumovozyma_dairenensis",FALSE,34,35,"Buried pct","yeast"
"CCS1","TBLA0G01930","Tetrapisispora_blattae",FALSE,34,26,"Buried pct","yeast"
"POF1","KLLA0_C01023g","Kluyveromyces_lactis",FALSE,40,38,"Buried pct","yeast"
"POF1","KLLA0_C01045g","Kluyveromyces_lactis",FALSE,40,33,"Buried pct","yeast"
"RPL41B","TPHA0A03200","Tetrapisispora_phaffii",FALSE,0,42,"Buried pct","yeast"
"RSF1","CAGL0L12870g","Candida_glabrata",FALSE,27,29,"Buried pct","yeast"
"RSF1","CAGL0L12892g","Candida_glabrata",FALSE,27,43,"Buried pct","yeast"
"PAU4","Kpol_381p5","Vanderwaltozyma_polyspora",FALSE,46,40,"Buried pct","yeast"
"RPL41B","KAFR0B01130","Kazachstania_africana",FALSE,0,42,"Buried pct","yeast"
"YJL132W","AACERI_AaceriACR261C","Ashbya_aceri",FALSE,48,53,"Buried pct","yeast"
"YML079W","Ecym_1131","Eremothecium_cymbalariae",FALSE,30,43,"Buried pct","yeast"
"ECM8","KNAG0J02250","Kazachstania_naganishii",FALSE,32,27,"Buried pct","yeast"
"ECM8","KNAG0J02260","Kazachstania_naganishii",FALSE,32,27,"Buried pct","yeast"
"WIP1","KLLA0_E02465g","Kluyveromyces_lactis",TRUE,21,25,"Buried pct","yeast"
"NTC20","KAFR0I00780","Kazachstania_africana",TRUE,20,24,"Buried pct","yeast"
"MMS1","KLLA0_B10604g","Kluyveromyces_lactis",TRUE,43,42,"Buried pct","yeast"
"PRM2","TPHA0C01300","Tetrapisispora_phaffii",TRUE,30,34,"Buried pct","yeast"
"YLR361C-A","KNAG0B05870","Kazachstania_naganishii",TRUE,15,13,"Buried pct","yeast"
"SPR2","TDEL0A05800","Torulaspora_delbrueckii",TRUE,38,17,"Buried pct","yeast"
"YPF1","KLTH0D05588g","Lachancea_thermotolerans",FALSE,37,31,"Exposed pct","yeast"
"BNA6","NCAS0F03950","Naumovozyma_castellii",FALSE,32,36,"Exposed pct","yeast"
"BNA6","NCAS0F03960","Naumovozyma_castellii",FALSE,32,50,"Exposed pct","yeast"
"YER010C","TPHA0I02120","Tetrapisispora_phaffii",FALSE,41,33,"Exposed pct","yeast"
"YER010C","TPHA0I02130","Tetrapisispora_phaffii",FALSE,41,82,"Exposed pct","yeast"
"TIP1","Kpol_1052p16","Vanderwaltozyma_polyspora",FALSE,65,30,"Exposed pct","yeast"
"TIP1","Kpol_1052p17","Vanderwaltozyma_polyspora",FALSE,65,40,"Exposed pct","yeast"
"FRT1","AACERI_AaceriADR352C","Ashbya_aceri",FALSE,60,51,"Exposed pct","yeast"
"IML2","AACERI_AaceriAFR104W","Ashbya_aceri",FALSE,39,38,"Exposed pct","yeast"
"YCP4","AGOS_AAR003W","Eremothecium_gossypii",FALSE,45,41,"Exposed pct","yeast"
"FRT1","AGOS_ADR352C","Eremothecium_gossypii",FALSE,60,49,"Exposed pct","yeast"
"YNL208W","TDEL0A00850","Torulaspora_delbrueckii",FALSE,75,37,"Exposed pct","yeast"
"SYF2","KAFR0C01950","Kazachstania_africana",TRUE,68,70,"Exposed pct","yeast"
"ATF2","ZYRO0B10934g","Zygosaccharomyces_rouxii",FALSE,32,47,"Exposed pct","yeast"
"IML2","AGOS_AFR104W","Eremothecium_gossypii",FALSE,39,36,"Exposed pct","yeast"
"YCP4","AACERI_AaceriAAR003W","Ashbya_aceri",FALSE,45,41,"Exposed pct","yeast"
"PML39","Kpol_1069p4","Vanderwaltozyma_polyspora",FALSE,38,32,"Exposed pct","yeast"
"YPF1","AACERI_AaceriABL033C","Ashbya_aceri",FALSE,37,31,"Exposed pct","yeast"
"YJL132W","TPHA0B03090","Tetrapisispora_phaffii",FALSE,27,26,"Exposed pct","yeast"
"NPP2","KLTH0H13970g","Lachancea_thermotolerans",FALSE,28,39,"Exposed pct","yeast"
"NPP2","KLTH0H13992g","Lachancea_thermotolerans",FALSE,28,38,"Exposed pct","yeast"
"POA1","Ecym_3604","Eremothecium_cymbalariae",FALSE,41,31,"Exposed pct","yeast"
"POA1","Ecym_3605","Eremothecium_cymbalariae",FALSE,41,32,"Exposed pct","yeast"
"AIM34","TPHA0J00460","Tetrapisispora_phaffii",FALSE,51,40,"Exposed pct","yeast"
"GAL80","Ecym_3166","Eremothecium_cymbalariae",FALSE,33,51,"Exposed pct","yeast"
"SPO22","AGOS_ACL031C","Eremothecium_gossypii",FALSE,33,45,"Exposed pct","yeast"
"SPO22","AACERI_AaceriACL031C","Ashbya_aceri",FALSE,33,42,"Exposed pct","yeast"
"YPF1","AGOS_ABL033C","Eremothecium_gossypii",FALSE,37,32,"Exposed pct","yeast"
"INO1","KLTH0F05170g","Lachancea_thermotolerans",FALSE,35,38,"Exposed pct","yeast"
"INO1","KLTH0F05192g","Lachancea_thermotolerans",FALSE,35,39,"Exposed pct","yeast"
"EGO2","TBLA0I02450","Tetrapisispora_blattae",FALSE,46,35,"Exposed pct","yeast"
"YRO2","AGOS_ABL099W","Eremothecium_gossypii",FALSE,40,43,"Exposed pct","yeast"
"YJL132W","Ecym_5204","Eremothecium_cymbalariae",FALSE,27,23,"Exposed pct","yeast"
"ATF2","AGOS_AAL140C","Eremothecium_gossypii",FALSE,32,40,"Exposed pct","yeast"
"QRI5","NDAI0E04490","Naumovozyma_dairenensis",TRUE,72,65,"Exposed pct","yeast"
"MFA1","KLLA0_C14894g","Kluyveromyces_lactis",FALSE,70,43,"Exposed pct","yeast"
"CST9","AGOS_AER061C","Eremothecium_gossypii",FALSE,61,37,"Exposed pct","yeast"
"SSU1","AACERI_AaceriAGR195W","Ashbya_aceri",FALSE,28,33,"Exposed pct","yeast"
"YJL213W","KLLA0_E00309g","Kluyveromyces_lactis",FALSE,30,34,"Exposed pct","yeast"
"YJL213W","KLLA0_E00397g","Kluyveromyces_lactis",FALSE,30,26,"Exposed pct","yeast"
"MEI4","KLLA0_E04225g","Kluyveromyces_lactis",FALSE,39,47,"Exposed pct","yeast"
"MEI4","KLLA0_E04247g","Kluyveromyces_lactis",FALSE,39,31,"Exposed pct","yeast"
"RPL41B","Kpol_2000p7","Vanderwaltozyma_polyspora",FALSE,100,39,"Exposed pct","yeast"
"CST9","AACERI_AaceriAER061C","Ashbya_aceri",FALSE,61,37,"Exposed pct","yeast"
"AIM4","AGOS_AEL251C","Eremothecium_gossypii",FALSE,62,52,"Exposed pct","yeast"
"RPL41B","NDAI0A02200","Naumovozyma_dairenensis",FALSE,100,36,"Exposed pct","yeast"
"YMR1","KAFR0G00790","Kazachstania_africana",FALSE,38,38,"Exposed pct","yeast"
"YJL132W","AGOS_ACR261C","Eremothecium_gossypii",FALSE,27,23,"Exposed pct","yeast"
"ECM14","Ecym_6389","Eremothecium_cymbalariae",FALSE,30,38,"Exposed pct","yeast"
"RPL41B","KNAG0C04050","Kazachstania_naganishii",FALSE,100,34,"Exposed pct","yeast"
"MNE1","KLLA0_F23485g","Kluyveromyces_lactis",TRUE,38,35,"Exposed pct","yeast"
"ATF2","AACERI_AaceriAAL140C","Ashbya_aceri",FALSE,32,39,"Exposed pct","yeast"
"GAL80","TDEL0F00610","Torulaspora_delbrueckii",FALSE,33,60,"Exposed pct","yeast"
"SSU1","AGOS_AGR195W","Eremothecium_gossypii",FALSE,28,35,"Exposed pct","yeast"
"CMG1","TPHA0F02590","Tetrapisispora_phaffii",FALSE,67,60,"Exposed pct","yeast"
"CMG1","TPHA0F02600","Tetrapisispora_phaffii",FALSE,67,31,"Exposed pct","yeast"
"YRO2","AACERI_AaceriABL099W","Ashbya_aceri",FALSE,40,42,"Exposed pct","yeast"
"YMR178W","NDAI0I00950","Naumovozyma_dairenensis",FALSE,40,46,"Exposed pct","yeast"
"YMR178W","NDAI0I00960","Naumovozyma_dairenensis",FALSE,40,43,"Exposed pct","yeast"
"CCS1","TBLA0G01930","Tetrapisispora_blattae",FALSE,40,60,"Exposed pct","yeast"
"POF1","KLLA0_C01023g","Kluyveromyces_lactis",FALSE,34,40,"Exposed pct","yeast"
"POF1","KLLA0_C01045g","Kluyveromyces_lactis",FALSE,34,43,"Exposed pct","yeast"
"RPL41B","TPHA0A03200","Tetrapisispora_phaffii",FALSE,100,35,"Exposed pct","yeast"
"RSF1","CAGL0L12870g","Candida_glabrata",FALSE,57,51,"Exposed pct","yeast"
"RSF1","CAGL0L12892g","Candida_glabrata",FALSE,57,34,"Exposed pct","yeast"
"PAU4","Kpol_381p5","Vanderwaltozyma_polyspora",FALSE,32,33,"Exposed pct","yeast"
"RPL41B","KAFR0B01130","Kazachstania_africana",FALSE,100,33,"Exposed pct","yeast"
"YJL132W","AACERI_AaceriACR261C","Ashbya_aceri",FALSE,27,24,"Exposed pct","yeast"
"YML079W","Ecym_1131","Eremothecium_cymbalariae",FALSE,50,34,"Exposed pct","yeast"
"ECM8","KNAG0J02250","Kazachstania_naganishii",FALSE,45,57,"Exposed pct","yeast"
"ECM8","KNAG0J02260","Kazachstania_naganishii",FALSE,45,50,"Exposed pct","yeast"
"WIP1","KLLA0_E02465g","Kluyveromyces_lactis",TRUE,62,51,"Exposed pct","yeast"
"NTC20","KAFR0I00780","Kazachstania_africana",TRUE,65,62,"Exposed pct","yeast"
"MMS1","KLLA0_B10604g","Kluyveromyces_lactis",TRUE,31,29,"Exposed pct","yeast"
"PRM2","TPHA0C01300","Tetrapisispora_phaffii",TRUE,45,37,"Exposed pct","yeast"
"YLR361C-A","KNAG0B05870","Kazachstania_naganishii",TRUE,72,84,"Exposed pct","yeast"
"SPR2","TDEL0A05800","Torulaspora_delbrueckii",TRUE,44,76,"Exposed pct","yeast"
"YPF1","KLTH0D05588g","Lachancea_thermotolerans",FALSE,39,48,"Coil pct","yeast"
"BNA6","NCAS0F03950","Naumovozyma_castellii",FALSE,47,34,"Coil pct","yeast"
"BNA6","NCAS0F03960","Naumovozyma_castellii",FALSE,47,47,"Coil pct","yeast"
"YER010C","TPHA0I02120","Tetrapisispora_phaffii",FALSE,52,59,"Coil pct","yeast"
"YER010C","TPHA0I02130","Tetrapisispora_phaffii",FALSE,52,75,"Coil pct","yeast"
"TIP1","Kpol_1052p16","Vanderwaltozyma_polyspora",FALSE,51,42,"Coil pct","yeast"
"TIP1","Kpol_1052p17","Vanderwaltozyma_polyspora",FALSE,51,48,"Coil pct","yeast"
"FRT1","AACERI_AaceriADR352C","Ashbya_aceri",FALSE,62,62,"Coil pct","yeast"
"IML2","AACERI_AaceriAFR104W","Ashbya_aceri",FALSE,39,47,"Coil pct","yeast"
"YCP4","AGOS_AAR003W","Eremothecium_gossypii",FALSE,54,50,"Coil pct","yeast"
"FRT1","AGOS_ADR352C","Eremothecium_gossypii",FALSE,62,61,"Coil pct","yeast"
"YNL208W","TDEL0A00850","Torulaspora_delbrueckii",FALSE,83,56,"Coil pct","yeast"
"SYF2","KAFR0C01950","Kazachstania_africana",TRUE,43,31,"Coil pct","yeast"
"ATF2","ZYRO0B10934g","Zygosaccharomyces_rouxii",FALSE,48,40,"Coil pct","yeast"
"IML2","AGOS_AFR104W","Eremothecium_gossypii",FALSE,39,45,"Coil pct","yeast"
"YCP4","AACERI_AaceriAAR003W","Ashbya_aceri",FALSE,54,50,"Coil pct","yeast"
"PML39","Kpol_1069p4","Vanderwaltozyma_polyspora",FALSE,48,44,"Coil pct","yeast"
"YPF1","AACERI_AaceriABL033C","Ashbya_aceri",FALSE,39,51,"Coil pct","yeast"
"YJL132W","TPHA0B03090","Tetrapisispora_phaffii",FALSE,50,40,"Coil pct","yeast"
"NPP2","KLTH0H13970g","Lachancea_thermotolerans",FALSE,58,53,"Coil pct","yeast"
"NPP2","KLTH0H13992g","Lachancea_thermotolerans",FALSE,58,52,"Coil pct","yeast"
"POA1","Ecym_3604","Eremothecium_cymbalariae",FALSE,50,42,"Coil pct","yeast"
"POA1","Ecym_3605","Eremothecium_cymbalariae",FALSE,50,41,"Coil pct","yeast"
"AIM34","TPHA0J00460","Tetrapisispora_phaffii",FALSE,53,43,"Coil pct","yeast"
"GAL80","Ecym_3166","Eremothecium_cymbalariae",FALSE,50,52,"Coil pct","yeast"
"SPO22","AGOS_ACL031C","Eremothecium_gossypii",FALSE,31,47,"Coil pct","yeast"
"SPO22","AACERI_AaceriACL031C","Ashbya_aceri",FALSE,31,48,"Coil pct","yeast"
"YPF1","AGOS_ABL033C","Eremothecium_gossypii",FALSE,39,48,"Coil pct","yeast"
"INO1","KLTH0F05170g","Lachancea_thermotolerans",FALSE,58,52,"Coil pct","yeast"
"INO1","KLTH0F05192g","Lachancea_thermotolerans",FALSE,58,46,"Coil pct","yeast"
"EGO2","TBLA0I02450","Tetrapisispora_blattae",FALSE,51,42,"Coil pct","yeast"
"YRO2","AGOS_ABL099W","Eremothecium_gossypii",FALSE,35,54,"Coil pct","yeast"
"YJL132W","Ecym_5204","Eremothecium_cymbalariae",FALSE,50,45,"Coil pct","yeast"
"ATF2","AGOS_AAL140C","Eremothecium_gossypii",FALSE,48,47,"Coil pct","yeast"
"QRI5","NDAI0E04490","Naumovozyma_dairenensis",TRUE,33,49,"Coil pct","yeast"
"MFA1","KLLA0_C14894g","Kluyveromyces_lactis",FALSE,86,55,"Coil pct","yeast"
"CST9","AGOS_AER061C","Eremothecium_gossypii",FALSE,70,42,"Coil pct","yeast"
"SSU1","AACERI_AaceriAGR195W","Ashbya_aceri",FALSE,34,45,"Coil pct","yeast"
"YJL213W","KLLA0_E00309g","Kluyveromyces_lactis",FALSE,47,60,"Coil pct","yeast"
"YJL213W","KLLA0_E00397g","Kluyveromyces_lactis",FALSE,47,44,"Coil pct","yeast"
"MEI4","KLLA0_E04225g","Kluyveromyces_lactis",FALSE,32,45,"Coil pct","yeast"
"MEI4","KLLA0_E04247g","Kluyveromyces_lactis",FALSE,32,51,"Coil pct","yeast"
"RPL41B","Kpol_2000p7","Vanderwaltozyma_polyspora",FALSE,19,53,"Coil pct","yeast"
"CST9","AACERI_AaceriAER061C","Ashbya_aceri",FALSE,70,45,"Coil pct","yeast"
"AIM4","AGOS_AEL251C","Eremothecium_gossypii",FALSE,65,24,"Coil pct","yeast"
"RPL41B","NDAI0A02200","Naumovozyma_dairenensis",FALSE,19,47,"Coil pct","yeast"
"YMR1","KAFR0G00790","Kazachstania_africana",FALSE,55,57,"Coil pct","yeast"
"YJL132W","AGOS_ACR261C","Eremothecium_gossypii",FALSE,50,41,"Coil pct","yeast"
"ECM14","Ecym_6389","Eremothecium_cymbalariae",FALSE,49,46,"Coil pct","yeast"
"RPL41B","KNAG0C04050","Kazachstania_naganishii",FALSE,19,48,"Coil pct","yeast"
"MNE1","KLLA0_F23485g","Kluyveromyces_lactis",TRUE,41,37,"Coil pct","yeast"
"ATF2","AACERI_AaceriAAL140C","Ashbya_aceri",FALSE,48,49,"Coil pct","yeast"
"GAL80","TDEL0F00610","Torulaspora_delbrueckii",FALSE,50,50,"Coil pct","yeast"
"SSU1","AGOS_AGR195W","Eremothecium_gossypii",FALSE,34,44,"Coil pct","yeast"
"CMG1","TPHA0F02590","Tetrapisispora_phaffii",FALSE,61,51,"Coil pct","yeast"
"CMG1","TPHA0F02600","Tetrapisispora_phaffii",FALSE,61,44,"Coil pct","yeast"
"YRO2","AACERI_AaceriABL099W","Ashbya_aceri",FALSE,35,54,"Coil pct","yeast"
"YMR178W","NDAI0I00950","Naumovozyma_dairenensis",FALSE,47,40,"Coil pct","yeast"
"YMR178W","NDAI0I00960","Naumovozyma_dairenensis",FALSE,47,50,"Coil pct","yeast"
"CCS1","TBLA0G01930","Tetrapisispora_blattae",FALSE,58,70,"Coil pct","yeast"
"POF1","KLLA0_C01023g","Kluyveromyces_lactis",FALSE,46,44,"Coil pct","yeast"
"POF1","KLLA0_C01045g","Kluyveromyces_lactis",FALSE,46,56,"Coil pct","yeast"
"RPL41B","TPHA0A03200","Tetrapisispora_phaffii",FALSE,19,47,"Coil pct","yeast"
"RSF1","CAGL0L12870g","Candida_glabrata",FALSE,67,58,"Coil pct","yeast"
"RSF1","CAGL0L12892g","Candida_glabrata",FALSE,67,40,"Coil pct","yeast"
"PAU4","Kpol_381p5","Vanderwaltozyma_polyspora",FALSE,29,46,"Coil pct","yeast"
"RPL41B","KAFR0B01130","Kazachstania_africana",FALSE,19,47,"Coil pct","yeast"
"YJL132W","AACERI_AaceriACR261C","Ashbya_aceri",FALSE,50,43,"Coil pct","yeast"
"YML079W","Ecym_1131","Eremothecium_cymbalariae",FALSE,49,51,"Coil pct","yeast"
"ECM8","KNAG0J02250","Kazachstania_naganishii",FALSE,56,81,"Coil pct","yeast"
"ECM8","KNAG0J02260","Kazachstania_naganishii",FALSE,56,59,"Coil pct","yeast"
"WIP1","KLLA0_E02465g","Kluyveromyces_lactis",TRUE,11,33,"Coil pct","yeast"
"NTC20","KAFR0I00780","Kazachstania_africana",TRUE,39,56,"Coil pct","yeast"
"MMS1","KLLA0_B10604g","Kluyveromyces_lactis",TRUE,56,49,"Coil pct","yeast"
"PRM2","TPHA0C01300","Tetrapisispora_phaffii",TRUE,38,36,"Coil pct","yeast"
"YLR361C-A","KNAG0B05870","Kazachstania_naganishii",TRUE,70,89,"Coil pct","yeast"
"SPR2","TDEL0A05800","Torulaspora_delbrueckii",TRUE,51,80,"Coil pct","yeast"
"antr","TC015813","Tribolium_castaneum",TRUE,819,897,"CDS length","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,819,951,"CDS length","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,1137,2220,"CDS length","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,1137,558,"CDS length","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,1458,2007,"CDS length","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,402,2097,"CDS length","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,402,2628,"CDS length","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,402,405,"CDS length","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,246,267,"CDS length","fruitfly"
"antr","TC015813","Tribolium_castaneum",TRUE,10,3,"ISD pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,10,2,"ISD pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,7,30,"ISD pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,7,0,"ISD pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,7,2,"ISD pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,44,13,"ISD pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,44,5,"ISD pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,44,18,"ISD pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,68,13,"ISD pct","fruitfly"
"antr","TC015813","Tribolium_castaneum",TRUE,0,0,"LowComp pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,0,3.8,"LowComp pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,0,18.6,"LowComp pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,0,0,"LowComp pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,2.9,5.5,"LowComp pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,30.6,6.6,"LowComp pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,30.6,4.9,"LowComp pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,30.6,0,"LowComp pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,0,0,"LowComp pct","fruitfly"
"antr","TC015813","Tribolium_castaneum",TRUE,50.549,48.049,"GC pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,50.549,42.271,"GC pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,47.23,54.099,"GC pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,47.23,46.416,"GC pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,40.466,41.006,"GC pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,57.711,51.168,"GC pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,57.711,60.959,"GC pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,57.711,58.519,"GC pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,54.472,50.936,"GC pct","fruitfly"
"antr","TC015813","Tribolium_castaneum",TRUE,0,0,"TM pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,0,0,"TM pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,0,0,"TM pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,0,0,"TM pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,0,29.148,"TM pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,15.672,0,"TM pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,15.672,0,"TM pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,15.672,0,"TM pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,0,0,"TM pct","fruitfly"
"antr","TC015813","Tribolium_castaneum",TRUE,23,30,"Helix pct","fruitfly"
"antr","TC015814","Tribolium_castaneum",TRUE,23,36,"Helix pct","fruitfly"
"CG12970","AAEL003875","Aedes_aegypti",FALSE,40,5,"Helix pct","fruitfly"
"CG12970","AAEL003895","Aedes_aegypti",FALSE,40,30,"Helix pct","fruitfly"
"CG32243","oac-36","Caenorhabditis_elegans",FALSE,41,60,"Helix pct","fruitfly"
"CG5697","AAEL009080","Aedes_aegypti",FALSE,45,65,"Helix pct","fruitfly"
"CG5697","AgaP_AGAP001685","Anopheles_gambiae",FALSE,45,60,"Helix pct","fruitfly"
"CG5697","AgaP_AGAP001686","Anopheles_gambiae",FALSE,45,29,"Helix pct","fruitfly"
"l(3)neo43","BGIBMGA001582","Bombyx_mori",FALSE,23,94,"Helix pct","fruitfly"
