"Gene_name","dN","dS","micro-synteny","tag"
"NPFFR1",0.0619,0.9984,"NO","human"
"NPFFR2",0.1227,0.5737,"YES","human"
"NPHP1",0.137,0.6999,"NO","human"
"NPHP3",0.0606,0.5884,"NO","human"
"NPHP3-ACAD11",0.0335,0.6612,"NO","human"
"NPHP4",0.1241,0.8811,"NO","human"
"NPHS1",0.0991,0.6482,"NO","human"
"NPHS2",0.0786,0.4674,"NO","human"
"NPL",0.083,0.4454,"NO","human"
"NPLOC4",0.0137,0.5657,"YES","human"
"NPM2",0.224,0.7535,"NO","human"
"NPM3",0.0772,0.7464,"YES","human"
"NPNT",0.066,0.364,"NO","human"
"NPPA",0.1015,0.6582,"NO","human"
"NPPB",0.8332,1.9715,"NO","human"
"NPPC",0.0425,0.5892,"NO","human"
"NPR1",0.0487,0.6117,"NO","human"
"NPR2",0.0063,0.3339,"YES","human"
"NPR3",0.0435,0.5591,"NO","human"
"NPRL2",0.0083,0.6209,"NO","human"
"NPRL3",0.0175,0.5874,"YES","human"
"NPS",0.2055,0.3169,"NO","human"
"NPSR1",0.1134,0.7376,"NO","human"
"NPTN",0.0395,0.2669,"NO","human"
"NPTX1",0.0162,0.5904,"NO","human"
"NPTX2",0.0139,1.2701,"YES","human"
"NPTXR",0.0487,0.7512,"YES","human"
"NPVF",0.2818,0.5887,"YES","human"
"NPW",0.4615,1.366,"NO","human"
"NPY",0.0389,0.5113,"YES","human"
"NPY1R",0.0326,0.7973,"NO","human"
"NPY2R",0.0309,0.5839,"NO","human"
"NPY4R",0.1578,1.2199,"YES","human"
"NPY4R2",0.1564,1.2269,"NO","human"
"NPY5R",0.0571,0.6115,"NO","human"
"NQO1",0.0692,0.534,"NO","human"
"NQO2",0.1095,0.5993,"YES","human"
"NR0B1",0.2085,0.9002,"NO","human"
"NR0B2",0.1199,0.6855,"NO","human"
"NR1D1",0.0214,0.4808,"NO","human"
"NR1D2",0.0406,0.4456,"NO","human"
"NR1H2",0.0544,0.9883,"NO","human"
"NR1H3",0.0583,0.6082,"NO","human"
"NR1H4",0.042,0.7236,"NO","human"
"NR1I2",0.1268,0.6608,"NO","human"
"NR1I3",0.1554,0.5002,"NO","human"
"NR2C1",0.0531,0.5725,"NO","human"
"NR2C2",0.0081,0.3052,"NO","human"
"NR2C2AP",0.1036,0.7143,"YES","human"
"NR2E1",0.0186,0.3854,"NO","human"
"NR2E3",0.0618,0.8961,"NO","human"
"NR2F1",0.0019,0.3659,"NO","human"
"NR2F2",0,0,"NO","human"
"NR2F6",0.0213,1.5585,"NO","human"
"NR3C1",0.0553,0.3431,"NO","human"
"NR3C2",0.0441,0.5406,"NO","human"
"NR4A1",0.0425,0.6781,"YES","human"
"NR4A2",0.0037,0.3129,"YES","human"
"NR4A3",0.0325,0.4428,"NO","human"
"NR5A1",0.0305,0.8674,"NO","human"
"NR5A2",0.0514,0.5283,"NO","human"
"NR6A1",0.0086,0.3041,"NO","human"
"NRAP",0.0728,0.5913,"YES","human"
"NRARP",0,0,"NO","human"
"NRAS",0.0024,0.4173,"NO","human"
"NRBF2",0.0689,0.6478,"YES","human"
"NRBP1",0.0079,0.2568,"NO","human"
"NRBP2",0.0267,0.851,"NO","human"
"NRCAM",0.0355,0.4644,"NO","human"
"NRDC",0.035,0.3264,"NO","human"
"NRDE2",0.1083,0.6245,"YES","human"
"NREP",0.1875,0.3735,"YES","human"
"NRF1",0.0734,0.4744,"NO","human"
"NRG1",0.1956,0.6315,"NO","human"
"NRG2",0.0386,0.5741,"YES","human"
"NRG3",0.0356,0.2877,"NO","human"
"NRG4",0.1278,0.4717,"YES","human"
"NRGN",0.0175,0.4213,"NO","human"
"NRIP1",0.0818,0.6803,"NO","human"
"NRIP2",0.1927,0.6406,"NO","human"
"NRIP3",0.0327,0.3058,"YES","human"
"NRK",0.187,0.4961,"NO","human"
"NRL",0.057,0.6582,"YES","human"
"NRM",0.0318,0.5562,"NO","human"
"NRN1",0.1002,0.3448,"NO","human"
"NRN1L",0.1366,0.8279,"YES","human"
"NRP1",0.0332,0.599,"NO","human"
"NRP2",0.0258,0.5497,"NO","human"
"NRROS",0.1083,0.8321,"NO","human"
"NRSN1",0.0409,0.5421,"NO","human"
"NRSN2",0.3448,0.99,"NO","human"
"NRTN",0.0683,1.4838,"NO","human"
"NRXN1",0.0033,0.3967,"NO","human"
"NRXN2",0.0114,0.4838,"NO","human"
"NRXN3",0.0089,0.4483,"NO","human"
"NSA2",0.0036,0.8839,"NO","human"
"NSD1",0.0866,0.4014,"YES","human"
"NSD2",0.0479,0.5043,"YES","human"
"NSD3",0.0435,0.4185,"NO","human"
"NSDHL",0.0743,0.536,"NO","human"
"NSF",0.0089,0.5455,"NO","human"
"NSFL1C",0.018,0.3116,"NO","human"
"NSG1",0.0071,0.3648,"NO","human"
"NSG2",0.0133,0.4535,"NO","human"
"NSL1",0.2075,0.7408,"NO","human"
"NSMAF",0.0547,0.5414,"YES","human"
"NSMCE1",0.0506,0.6935,"NO","human"
"NSMCE2",0.085,0.5416,"YES","human"
"NSMCE3",0.1799,0.8214,"NO","human"
"NSMCE4A",0.0601,0.3586,"YES","human"
"NSMF",0.0261,0.6105,"NO","human"
"NSRP1",0.1849,0.6275,"NO","human"
"NSUN2",0.0681,0.7211,"NO","human"
"NSUN3",0.1029,0.4381,"NO","human"
"NSUN4",0.0766,0.355,"NO","human"
"NSUN5",0.1179,0.7968,"NO","human"
"NSUN6",0.108,0.6731,"NO","human"
"NSUN7",0.2042,0.8103,"NO","human"
"NT5C",0.0842,0.6566,"NO","human"
"NT5C1A",0.0251,0.548,"NO","human"
"NT5C1B",0.1492,0.7205,"NO","human"
"NT5C1B-RDH14",0.1464,0.7516,"NO","human"
"NT5C2",0.0024,0.4377,"NO","human"
"NT5C3A",0.0298,0.7201,"NO","human"
"NT5C3B",0.0514,0.6764,"YES","human"
"NT5DC1",0.1244,0.5039,"NO","human"
"NT5DC2",0.0087,0.8887,"NO","human"
"NT5DC3",0.0267,0.8869,"NO","human"
"NT5E",0.077,0.4782,"NO","human"
"NT5M",0.062,0.5626,"YES","human"
"NTAN1",0.0381,0.3974,"NO","human"
"NTF3",0.0188,0.4519,"NO","human"
"NTF4",0.0433,0.7731,"NO","human"
"NTHL1",0.1123,0.8841,"NO","human"
"NTM",0.0655,0.6133,"NO","human"
"NTMT1",0.0244,0.7437,"YES","human"
"NTN1",0.0032,0.9511,"NO","human"
"NTN3",0.0702,0.776,"NO","human"
"NTN4",0.0518,0.6615,"NO","human"
"NTN5",0.129,0.7601,"NO","human"
"NTNG1",0.0176,0.3288,"NO","human"
"NTNG2",0.0216,1.1149,"NO","human"
"NTPCR",0.1049,0.8086,"YES","human"
"NTRK1",0.0762,0.6373,"NO","human"
"NTRK2",0.032,0.6055,"NO","human"
"NTRK3",0.0146,0.4774,"NO","human"
"NTS",0.1023,0.6384,"NO","human"
"NTSR1",0.0713,1.2555,"YES","human"
"NTSR2",0.1078,0.9206,"NO","human"
"NUAK1",0.0448,0.5768,"NO","human"
"NUAK2",0.0681,0.7169,"NO","human"
"NUB1",0.0797,0.8675,"YES","human"
"NUBP1",0.0607,0.613,"YES","human"
"NUBP2",0.1021,1.3033,"NO","human"
"NUBPL",0.0649,0.4382,"YES","human"
"NUCB1",0.0539,1.0618,"NO","human"
"NUCB2",0.0721,0.9573,"NO","human"
"NUCKS1",0.0209,0.4281,"NO","human"
"NUDC",0.0259,0.7288,"NO","human"
"NUDCD1",0.0519,0.3825,"YES","human"
"NUDCD2",0.0028,0.5989,"NO","human"
"NUDCD3",0.0659,0.6257,"NO","human"
"NUDT1",0.1106,1.0937,"NO","human"
"NUDT11",0.0197,1.3265,"NO","human"
"NUDT12",0.0681,0.6733,"NO","human"
"NUDT13",0.1308,0.4171,"NO","human"
"NUDT14",0.1046,0.7414,"YES","human"
"NUDT15",0.0616,0.7076,"NO","human"
"NUDT16",0.4757,58.568,"NO","human"
"NUDT16L1",0.022,1.8449,"YES","human"
"NUDT17",0.1922,0.3978,"NO","human"
"NUDT18",0.1099,0.6517,"NO","human"
"NUDT19",0.2393,0.7814,"NO","human"
"NUDT2",0.0685,0.2525,"YES","human"
"NUDT21",0.0021,0.2695,"YES","human"
"NUDT22",0.118,0.5508,"NO","human"
"NUDT3",0.0106,0.4995,"NO","human"
"NUDT4",0.0155,0.4364,"NO","human"
"NUDT4B",0.0155,0.4364,"NO","human"
"NUDT5",0.0944,0.8235,"NO","human"
"NUDT6",0.1827,0.7081,"NO","human"
"NUDT7",0.2629,0.7524,"NO","human"
"NUDT9",0.0621,0.8191,"NO","human"
"NUF2",0.1705,0.6071,"NO","human"
"NUFIP1",0.1683,0.5084,"NO","human"
"NUFIP2",0.0256,0.1916,"NO","human"
"NUGGC",0.134,0.6099,"NO","human"
"NUMA1",0.0962,0.6869,"NO","human"
"NUMB",0.0337,0.3634,"NO","human"
"NUMBL",0.0224,0.4481,"NO","human"
"NUP107",0.0453,0.7236,"NO","human"
"NUP133",0.0964,0.7917,"NO","human"
"NUP153",0.0962,0.3609,"YES","human"
"NUP155",0.0277,0.5862,"NO","human"
"NUP160",0.0389,0.4441,"NO","human"
"NUP188",0.0274,0.544,"YES","human"
"NUP205",0.0336,0.4898,"NO","human"
"NUP210",0.0895,0.7352,"NO","human"
"NUP210L",0.106,0.5101,"YES","human"
"NUP214",0.1308,0.5142,"YES","human"
"NUP35",0.0337,0.5634,"YES","human"
"NUP37",0.0471,0.4865,"NO","human"
"NUP43",0.0312,0.4909,"NO","human"
"NUP50",0.2688,0.9242,"YES","human"
"NUP54",0.0187,0.594,"NO","human"
"NUP58",0.0422,0.3305,"NO","human"
"NUP62",0.1269,0.9821,"NO","human"
"NUP62CL",0.5109,0.4753,"YES","human"
"NUP85",0.0414,0.6102,"YES","human"
"NUP88",0.0485,0.4732,"YES","human"
"NUP93",0.0117,0.4716,"NO","human"
"NUP98",0.0434,0.3596,"YES","human"
"NUPL2",0.1337,0.6588,"NO","human"
"NUPR1",0.1724,0.6427,"YES","human"
"NUPR2",0.1654,37.0686,"NO","human"
"NUS1",0.0473,0.3079,"NO","human"
"NUSAP1",0.2528,0.5334,"YES","human"
"NUTF2",0,0,"YES","human"
"NUTM1",0.2353,0.4071,"NO","human"
"NUTM2A",0.6021,1.1168,"NO","human"
"NUTM2B",0.5951,1.0994,"NO","human"
"NUTM2D",0.6071,1.1081,"NO","human"
"NUTM2E",0.6012,1.0884,"NO","human"
"NUTM2F",0.5781,1.0245,"NO","human"
"NUTM2G",0.5796,1.067,"NO","human"
"NVL",0.0684,0.4483,"NO","human"
"NWD1",0.1429,0.8846,"YES","human"
"NWD2",0.0261,0.5304,"NO","human"
"NXF1",0.0449,0.4614,"NO","human"
"NXF2",0.3536,0.6852,"NO","human"
"NXF2B",0.3536,0.6852,"NO","human"
"NXF3",0.3531,0.6168,"YES","human"
"NXF5",0.3723,0.7457,"YES","human"
"NXN",0.0089,0.5078,"NO","human"
"NXNL1",0.1236,2.985,"NO","human"
"NXNL2",0.0778,1.2376,"NO","human"
"NXPE2",0.2104,0.6077,"NO","human"
"NXPE3",0.0607,0.602,"NO","human"
"NXPE4",0.1835,0.4899,"NO","human"
"NXPH1",0.0017,0.3321,"YES","human"
"NXPH2",0.0558,0.589,"NO","human"
"NXPH3",0.0161,0.6699,"NO","human"
"NXPH4",0.0498,0.556,"NO","human"
"NXT1",0.0062,0.5061,"NO","human"
"NXT2",0.2258,0.5189,"YES","human"
"NYAP1",0.0365,0.4793,"NO","human"
"NYAP2",0.0919,0.8966,"NO","human"
"NYNRIN",0.1389,0.5715,"YES","human"
"NYX",0.0853,1.1029,"YES","human"
"OAF",0.0612,1.0115,"NO","human"
"OARD1",0.0207,0.3818,"NO","human"
"OAS1",0.2367,0.9926,"NO","human"
"OAS2",0.3119,0.7362,"NO","human"
"OAS3",0.1943,0.873,"NO","human"
"OASL",0.182,0.8765,"NO","human"
"OAT",0.0479,0.6969,"NO","human"
"OAZ1",0.0761,0.5772,"NO","human"
"OAZ2",0.0025,0.0932,"NO","human"
"OAZ3",0.0611,0.3776,"NO","human"
"OBP2A",0.5988,2.7792,"NO","human"
"OBP2B",0.4561,2.1418,"NO","human"
"OBSCN",0.1072,0.8908,"NO","human"
"OBSL1",0.063,0.6281,"NO","human"
"OC90",0.2047,0.5835,"NO","human"
"OCA2",0.1347,0.6332,"YES","human"
"OCEL1",0.3464,1.1696,"NO","human"
"OCIAD1",0.0739,0.4476,"NO","human"
"OCIAD2",0.0783,0.4644,"NO","human"
"OCLN",0.0539,0.5884,"NO","human"
"OCM",0.0561,0.6057,"NO","human"
"OCM2",0.0473,0.6282,"NO","human"
"OCRL",0.0419,0.4264,"YES","human"
"OCSTAMP",0.2267,0.8846,"YES","human"
"ODAM",0.214,0.6046,"NO","human"
"ODC1",0.0515,0.5566,"NO","human"
"ODF1",0.0226,0.9844,"NO","human"
"ODF2",0.0376,0.6515,"YES","human"
"ODF2L",0.1958,0.7025,"NO","human"
"ODF3",0.0308,0.538,"NO","human"
"ODF3B",0.1641,0.7456,"YES","human"
"ODF3L1",0.1604,0.4968,"NO","human"
"ODF3L2",0.1025,1.1425,"YES","human"
"ODR4",0.078,0.3894,"NO","human"
"OFD1",0.2103,0.5425,"NO","human"
"OGDH",0.0346,0.6055,"YES","human"
"OGDHL",0.0325,0.7382,"NO","human"
"OGFOD1",0.1017,0.4853,"YES","human"
"OGFOD2",0.0774,0.8366,"NO","human"
"OGFOD3",0.1689,1.3898,"YES","human"
"OGFR",0.24,1.3351,"YES","human"
"OGFRL1",0.1136,0.4514,"NO","human"
"OGG1",0.1273,0.6564,"YES","human"
"OGN",0.0701,0.315,"NO","human"
"OGT",0.0018,0.3689,"NO","human"
"OIP5",0.2232,0.5113,"YES","human"
"OIT3",0.0516,0.7075,"NO","human"
"OLA1",0.0024,0.3022,"NO","human"
"OLAH",0.2805,0.6736,"NO","human"
"OLFM1",0.0069,0.6429,"NO","human"
"OLFM2",0.0249,1.117,"YES","human"
"OLFM3",0.0046,0.4877,"NO","human"
"OLFM4",0.2121,0.68,"NO","human"
"OLFML1",0.1234,0.4757,"NO","human"
"OLFML2A",0.0876,1.1023,"NO","human"
"OLFML2B",0.0966,0.588,"NO","human"
"OLFML3",0.0288,0.4298,"NO","human"
"OLIG1",0.051,0.8596,"YES","human"
"OLIG2",0.0157,1.0663,"NO","human"
"OLIG3",0.006,0.7264,"NO","human"
"OLR1",0.2719,0.6084,"NO","human"
"OMA1",0.1901,0.7044,"NO","human"
"OMD",0.112,0.4217,"NO","human"
"OMG",0.0632,0.2412,"NO","human"
"OMP",0.0453,1.1857,"NO","human"
"ONECUT1",0.0046,0.3704,"NO","human"
"ONECUT2",0.0118,0.6207,"YES","human"
"ONECUT3",0.0287,1.3113,"YES","human"
"OOEP",0.4902,0.8721,"NO","human"
"OOSP2",0.3931,0.5496,"NO","human"
"OPA1",0.0189,0.5829,"YES","human"
"OPA3",0.1766,2.2036,"NO","human"
"OPALIN",0.1334,0.6916,"YES","human"
"OPCML",0.0423,0.4874,"NO","human"
"OPHN1",0.0413,0.4875,"YES","human"
"OPLAH",0.0394,1.0343,"YES","human"
"OPN1LW",0.0728,0.5317,"NO","human"
"OPN1MW",0.0709,0.5249,"NO","human"
"OPN1MW2",0.071,0.5174,"NO","human"
"OPN1MW3",0.071,0.5174,"NO","human"
"OPN1SW",0.0769,0.4818,"YES","human"
"OPN3",0.0686,0.5574,"YES","human"
"OPN4",0.1495,0.6957,"NO","human"
"OPN5",0.028,0.3959,"NO","human"
"OPRD1",0.028,1.0673,"NO","human"
"OPRK1",0.0313,0.8097,"NO","human"
"OPRL1",0.0277,0.9969,"NO","human"
"OPRM1",0.0786,0.9043,"NO","human"
"OPTC",0.184,0.7914,"NO","human"
"OPTN",0.1364,0.8083,"NO","human"
"OR10A2",0.0438,0.3836,"NO","human"
"OR10A3",0.1461,0.623,"NO","human"
"OR10A4",0.0623,0.5189,"NO","human"
"OR10A5",0.0474,0.3598,"NO","human"
"OR10A6",0.1606,0.6755,"NO","human"
"OR10AD1",0.1088,0.6381,"NO","human"
"OR10AG1",0.1607,0.828,"NO","human"
"OR10C1",0.0685,1.2544,"NO","human"
"OR10D3",0.0587,0.7522,"NO","human"
"OR10G2",0.0549,0.4471,"NO","human"
"OR10G3",0.0747,0.744,"NO","human"
"OR10G4",0.0745,0.5925,"NO","human"
"OR10G6",0.0426,0.5482,"NO","human"
"OR10G7",0.0865,0.7001,"NO","human"
"OR10G8",0.0965,0.6158,"NO","human"
"OR10G9",0.0729,0.59,"NO","human"
"OR10H1",0.073,0.9689,"NO","human"
"OR10H2",0.0956,1.1128,"NO","human"
"OR10H3",0.1373,0.8207,"NO","human"
"OR10H4",0.1397,0.7908,"NO","human"
"OR10H5",0.0783,0.9978,"NO","human"
"OR10J3",0.1745,0.6955,"NO","human"
"OR10J5",0.0716,0.5636,"YES","human"
"OR10P1",0.0921,0.9387,"NO","human"
"OR10Q1",0.1059,1.166,"NO","human"
"OR10R2",0.4213,64.8448,"NO","human"
"OR10S1",0.0852,0.7149,"NO","human"
"OR10V1",0.0548,0.4456,"NO","human"
"OR10W1",0.1163,0.6937,"YES","human"
"OR10X1",0.1234,0.5403,"NO","human"
"OR10Z1",0.0682,0.7188,"NO","human"
"OR11A1",0.1596,0.6184,"NO","human"
"OR11G2",0.1434,0.5682,"NO","human"
"OR11H4",0.0768,0.4819,"NO","human"
"OR11H6",0.1065,0.4398,"NO","human"
"OR11L1",0.15,1.1118,"YES","human"
"OR12D3",0.1209,0.7683,"NO","human"
"OR13A1",0.0871,0.7389,"NO","human"
"OR13C2",0.1173,0.6644,"NO","human"
"OR13C3",0.0776,0.5412,"NO","human"
"OR13C5",0.1502,0.6396,"NO","human"
"OR13C8",0.1304,0.5332,"NO","human"
"OR13C9",0.0907,0.5434,"NO","human"
"OR13D1",0.0789,0.6066,"NO","human"
"OR13F1",0.1164,0.5665,"NO","human"
"OR13G1",0.0844,0.5931,"NO","human"
"OR13H1",0.5117,2.0476,"NO","human"
"OR13J1",0.0892,0.6784,"NO","human"
"OR14A2",0.1906,0.6657,"NO","human"
"OR14I1",0.4385,16.8406,"NO","human"
"OR14J1",0.1121,0.6169,"NO","human"
"OR1A1",0.0958,0.6904,"NO","human"
"OR1A2",0.1497,0.7272,"NO","human"
"OR1B1",0.085,0.4792,"NO","human"
"OR1D2",0.0755,0.6034,"NO","human"
"OR1F1",0.1566,0.7294,"NO","human"
"OR1I1",0.148,0.7341,"NO","human"
"OR1J1",0.1253,0.5892,"NO","human"
"OR1J4",0.1198,0.4382,"NO","human"
"OR1M1",0.0726,0.7883,"NO","human"
"OR1N1",0.0909,0.8213,"NO","human"
"OR1N2",0.0662,0.4763,"NO","human"
"OR1Q1",0.1075,0.7831,"NO","human"
"OR1S1",0.1252,0.5485,"NO","human"
"OR1S2",0.1258,0.5935,"NO","human"
"OR2A1",0.1158,0.8977,"NO","human"
"OR2A12",0.0816,1.0188,"NO","human"
"OR2A14",0.1085,0.5876,"NO","human"
"OR2A2",0.1439,0.778,"NO","human"
"OR2A25",0.1075,0.6357,"NO","human"
"OR2A4",0.1108,0.7935,"NO","human"
"OR2A42",0.1159,0.8951,"YES","human"
"OR2A5",0.0788,0.7168,"YES","human"
"OR2A7",0.1052,0.8125,"NO","human"
"OR2AG1",0.1595,0.6256,"NO","human"
"OR2AG2",0.1826,0.6858,"NO","human"
"OR2AJ1",0.1294,0.6784,"NO","human"
"OR2AK2",0.1579,0.8885,"NO","human"
"OR2AP1",0.0569,0.5303,"NO","human"
"OR2AT4",0.0757,0.7682,"NO","human"
"OR2B11",0.0633,1.1652,"NO","human"
"OR2B6",0.1085,0.6046,"NO","human"
"OR2C1",0.1046,0.7516,"NO","human"
"OR2D2",0.0847,0.6598,"NO","human"
"OR2D3",0.1346,0.6135,"NO","human"
"OR2F1",0.0817,0.551,"NO","human"
"OR2F2",0.1015,0.6293,"NO","human"
"OR2H2",0.1227,0.6543,"NO","human"
"OR2I1P",0.111,1.7327,"NO","human"
"OR2J1",0.1268,0.7475,"NO","human"
"OR2J2",0.1286,0.8245,"NO","human"
"OR2J3",0.116,0.8294,"NO","human"
"OR2K2",0.0808,0.4947,"YES","human"
"OR2L13",0.0937,1.0506,"YES","human"
"OR2L2",0.1244,0.8357,"NO","human"
"OR2L3",0.1227,0.7164,"NO","human"
"OR2L5",0.1097,0.8014,"NO","human"
"OR2L8",0.1215,0.6868,"NO","human"
"OR2T1",0.08,0.7003,"NO","human"
"OR2T2",0.1085,0.935,"NO","human"
"OR2T29",0.1416,0.4912,"NO","human"
"OR2T35",0.1046,0.9252,"NO","human"
"OR2T4",0.1458,0.4596,"NO","human"
"OR2T5",0.1428,0.4853,"NO","human"
"OR2T6",0.1095,0.7558,"NO","human"
"OR2V1",0.1448,0.5223,"NO","human"
"OR2V2",0.0979,0.5204,"NO","human"
"OR2W1",0.0758,0.4997,"NO","human"
"OR2W3",0.0897,1.1521,"NO","human"
"OR2Y1",0.1817,0.6187,"NO","human"
"OR3A1",0.1066,0.5628,"NO","human"
"OR4A15",0.0924,0.6864,"NO","human"
"OR4A16",0.2204,0.4824,"NO","human"
"OR4A47",0.1213,0.5035,"NO","human"
"OR4A5",0.2104,0.7383,"NO","human"
"OR4B1",0.1051,0.5491,"NO","human"
"OR4C11",0.0846,0.5919,"NO","human"
"OR4C12",0.0985,0.3972,"NO","human"
"OR4C13",0.131,0.6391,"NO","human"
"OR4C15",0.15,0.6731,"NO","human"
"OR4C16",0.1375,0.6812,"NO","human"
"OR4C3",0.081,0.4784,"NO","human"
"OR4C46",0.1388,0.7258,"NO","human"
"OR4C5",0.1389,0.4738,"NO","human"
"OR4C6",0.1467,0.8287,"NO","human"
"OR4D1",0.0799,0.6984,"NO","human"
"OR4D10",0.072,0.4874,"NO","human"
"OR4D11",0.067,0.5118,"NO","human"
"OR4D2",0.086,0.744,"NO","human"
"OR4D5",0.0539,0.5661,"NO","human"
"OR4D6",0.07,0.6823,"NO","human"
"OR4E1",0.1122,0.4508,"NO","human"
"OR4E2",0.0778,0.4236,"NO","human"
"OR4F15",0.0866,0.5876,"NO","human"
"OR4F16",0.1043,0.6141,"NO","human"
"OR4F17",0.1108,0.4752,"NO","human"
"OR4F21",0.111,0.6129,"NO","human"
"OR4F29",0.1043,0.6141,"NO","human"
"OR4F3",0.1043,0.6141,"NO","human"
"OR4F4",0.108,0.4788,"NO","human"
"OR4F5",0.1126,0.4769,"NO","human"
"OR4F6",0.0965,0.6532,"NO","human"
"OR4K1",0.0809,0.8014,"NO","human"
"OR4K15",0.0652,0.6734,"NO","human"
"OR4K2",0.0972,0.4944,"NO","human"
"OR4K5",0.1058,0.6301,"NO","human"
"OR4L1",0.1427,0.5373,"NO","human"
"OR4M1",0.0446,0.6267,"NO","human"
"OR4M2",0.0615,0.6637,"NO","human"
"OR4N4",0.0805,0.8089,"NO","human"
"OR4N5",0.0787,0.7646,"NO","human"
"OR4P4",0.0842,0.5937,"NO","human"
"OR4Q3",0.14,0.5998,"NO","human"
"OR4S2",0.0524,0.815,"NO","human"
"OR4X2",0.1612,0.4604,"NO","human"
"OR51A7",0.0821,0.4544,"NO","human"
"OR51B4",0.1559,0.7455,"NO","human"
"OR51B6",0.0992,0.6688,"NO","human"
"OR51D1",0.0592,0.506,"NO","human"
"OR51E1",0.0341,0.5048,"NO","human"
"OR51E2",0.0376,0.5655,"NO","human"
"OR51F1",0.1106,0.5264,"NO","human"
"OR51F2",0.0874,0.6135,"NO","human"
"OR51G1",0.0618,0.6836,"NO","human"
"OR51G2",0.05,0.7532,"NO","human"
"OR51I1",0.0728,0.7098,"NO","human"
"OR51I2",0.0568,0.3996,"NO","human"
"OR51L1",0.0541,0.5799,"NO","human"
"OR51M1",0.0973,0.5468,"NO","human"
"OR51Q1",0.1008,0.6487,"NO","human"
"OR51S1",0.1188,0.5772,"NO","human"
"OR51T1",0.1382,0.6536,"NO","human"
"OR51V1",0.1821,3.0585,"NO","human"
"OR52A5",0.1228,0.7506,"NO","human"
"OR52B2",0.0652,0.6369,"NO","human"
"OR52B4",0.0913,0.4856,"NO","human"
"OR52D1",0.0804,0.507,"YES","human"
"OR52E2",0.0903,0.6748,"NO","human"
"OR52E4",0.0824,0.5483,"NO","human"
"OR52E5",0.071,0.6116,"NO","human"
"OR52E6",0.1029,0.5703,"NO","human"
"OR52E8",0.0871,0.6508,"NO","human"
"OR52H1",0.0597,0.5896,"YES","human"
"OR52I1",0.1264,0.566,"NO","human"
"OR52I2",0.1202,0.5763,"NO","human"
"OR52J3",0.1093,0.8048,"NO","human"
"OR52K1",0.0773,0.7478,"NO","human"
"OR52K2",0.071,0.6425,"NO","human"
"OR52L1",0.0808,0.5549,"NO","human"
"OR52M1",0.0548,0.461,"NO","human"
"OR52N1",0.0626,0.5418,"NO","human"
"OR52N2",0.1105,0.5292,"NO","human"
"OR52N4",0.0662,0.6174,"NO","human"
"OR52N5",0.0761,0.773,"NO","human"
"OR52R1",0.1094,0.5437,"NO","human"
"OR52W1",0.1338,0.3695,"NO","human"
"OR56A3",0.0852,0.6974,"NO","human"
"OR56A4",0.0961,0.7543,"NO","human"
"OR56B1",0.1184,0.5582,"NO","human"
"OR56B4",0.1952,0.7775,"NO","human"
"OR5A1",0.0899,0.6975,"NO","human"
"OR5A2",0.1196,0.541,"NO","human"
"OR5AC2",0.2095,0.9074,"NO","human"
"OR5AK2",0.1476,0.675,"NO","human"
"OR5AN1",0.1162,0.7932,"NO","human"
"OR5AP2",0.0873,0.8536,"NO","human"
"OR5AR1",0.0383,0.5451,"NO","human"
"OR5AS1",0.1125,0.7554,"NO","human"
"OR5AU1",0.0854,0.598,"YES","human"
"OR5B12",0.1129,0.7745,"NO","human"
"OR5B2",0.1746,0.6796,"NO","human"
"OR5B21",0.0841,0.6476,"NO","human"
"OR5B3",0.175,0.6652,"NO","human"
"OR5BS1P",0.1541,0.6723,"NO","human"
"OR5C1",0.0861,0.6627,"NO","human"
"OR5D13",0.3141,2.0292,"NO","human"
"OR5D14",0.141,0.9599,"NO","human"
"OR5D16",0.1115,0.5474,"NO","human"
"OR5D18",0.1123,0.8237,"NO","human"
"OR5H1",0.1514,0.6742,"NO","human"
"OR5H14",0.1584,0.7189,"NO","human"
"OR5H15",0.1581,0.6363,"NO","human"
"OR5H2",0.1458,0.6769,"NO","human"
"OR5H6",0.1812,0.6702,"NO","human"
"OR5I1",0.0557,0.9238,"NO","human"
"OR5J2",0.1324,1.0935,"NO","human"
"OR5K1",0.0965,0.5013,"NO","human"
"OR5K2",0.1292,0.5203,"NO","human"
"OR5K3",0.1129,0.5678,"NO","human"
"OR5K4",0.1394,0.5102,"NO","human"
"OR5L1",0.1209,0.7259,"NO","human"
"OR5L2",0.1357,0.7529,"NO","human"
"OR5M1",0.1045,0.6071,"NO","human"
"OR5M10",0.1047,0.616,"NO","human"
"OR5M11",0.0762,0.5636,"NO","human"
"OR5M3",0.0596,0.7294,"NO","human"
"OR5M8",0.087,0.8606,"NO","human"
"OR5M9",0.0708,0.8749,"NO","human"
"OR5P2",0.1069,0.6465,"NO","human"
"OR5P3",0.1431,0.5768,"NO","human"
"OR5R1",0.0543,0.7594,"NO","human"
"OR5T1",0.1619,0.5977,"NO","human"
"OR5T2",0.1662,0.6862,"NO","human"
"OR5T3",0.1728,0.8216,"NO","human"
"OR5V1",0.1094,0.6948,"NO","human"
"OR5W2",0.2166,0.8191,"NO","human"
"OR6A2",0.0559,0.4407,"NO","human"
"OR6B1",0.0383,0.7029,"NO","human"
"OR6B2",0.0699,0.7999,"NO","human"
"OR6B3",0.0842,0.7998,"NO","human"
