"evalue","species","speciesShort","found","total","div","tag"
0.1,"Bos_taurus","Btau",5364,19892,96,"human"
0.1,"Gallus_gallus","Ggal",4186,19892,312,"human"
0.1,"Pan_troglodytes","Ptro",4359,19892,6.6,"human"
0.1,"Gorilla_gorilla","Ggor",4405,19892,9,"human"
0.1,"Sus_scrofa","Sscr",3634,19892,96,"human"
0.1,"Canis_familiaris","Cfam",5032,19892,96,"human"
0.1,"Meleagris_gallopavo","Mgal",4934,19892,312,"human"
0.1,"Mus_musculus","Mmus",3883,19892,88,"human"
0.1,"Danio_rerio","Drer",3902,19892,435,"human"
0.1,"Taeniopygia_guttata","Tgut",4974,19892,312,"human"
0.1,"Anolis_carolinensis","Acar",5143,19892,312,"human"
0.1,"Felis_catus","Fcat",4424,19892,96,"human"
0.1,"Rattus_norvegicus","Rnor",4645,19892,90,"human"
1e-10,"Lepisosteus_oculatus","Locu",103,19892,435,"human"
1e-10,"Latimeria_chalumnae","Lcha",89,19892,413,"human"
1e-10,"Bos_taurus","Btau",134,19892,96,"human"
1e-10,"Gallus_gallus","Ggal",93,19892,312,"human"
1e-10,"Pan_troglodytes","Ptro",160,19892,6.6,"human"
1e-10,"Gorilla_gorilla","Ggor",148,19892,9,"human"
1e-10,"Sus_scrofa","Sscr",128,19892,96,"human"
1e-10,"Canis_familiaris","Cfam",121,19892,96,"human"
1e-10,"Meleagris_gallopavo","Mgal",85,19892,312,"human"
1e-10,"Mus_musculus","Mmus",129,19892,88,"human"
1e-10,"Danio_rerio","Drer",105,19892,435,"human"
1e-10,"Taeniopygia_guttata","Tgut",82,19892,312,"human"
1e-10,"Anolis_carolinensis","Acar",96,19892,312,"human"
1e-10,"Felis_catus","Fcat",115,19892,96,"human"
1e-10,"Rattus_norvegicus","Rnor",120,19892,90,"human"
1e-08,"Lepisosteus_oculatus","Locu",141,19892,435,"human"
1e-08,"Latimeria_chalumnae","Lcha",116,19892,413,"human"
1e-08,"Bos_taurus","Btau",175,19892,96,"human"
1e-08,"Gallus_gallus","Ggal",111,19892,312,"human"
1e-08,"Pan_troglodytes","Ptro",240,19892,6.6,"human"
1e-08,"Gorilla_gorilla","Ggor",219,19892,9,"human"
1e-08,"Sus_scrofa","Sscr",168,19892,96,"human"
1e-08,"Canis_familiaris","Cfam",150,19892,96,"human"
1e-08,"Meleagris_gallopavo","Mgal",112,19892,312,"human"
1e-08,"Mus_musculus","Mmus",181,19892,88,"human"
1e-08,"Danio_rerio","Drer",145,19892,435,"human"
1e-08,"Taeniopygia_guttata","Tgut",103,19892,312,"human"
1e-08,"Anolis_carolinensis","Acar",139,19892,312,"human"
1e-08,"Felis_catus","Fcat",153,19892,96,"human"
1e-08,"Rattus_norvegicus","Rnor",173,19892,90,"human"
1e-07,"Lepisosteus_oculatus","Locu",182,19892,435,"human"
1e-07,"Latimeria_chalumnae","Lcha",152,19892,413,"human"
1e-07,"Bos_taurus","Btau",209,19892,96,"human"
1e-07,"Gallus_gallus","Ggal",135,19892,312,"human"
1e-07,"Pan_troglodytes","Ptro",302,19892,6.6,"human"
1e-07,"Gorilla_gorilla","Ggor",283,19892,9,"human"
1e-07,"Sus_scrofa","Sscr",195,19892,96,"human"
1e-07,"Canis_familiaris","Cfam",182,19892,96,"human"
1e-07,"Meleagris_gallopavo","Mgal",140,19892,312,"human"
1e-07,"Mus_musculus","Mmus",213,19892,88,"human"
1e-07,"Danio_rerio","Drer",178,19892,435,"human"
1e-07,"Taeniopygia_guttata","Tgut",125,19892,312,"human"
1e-07,"Anolis_carolinensis","Acar",173,19892,312,"human"
1e-07,"Felis_catus","Fcat",186,19892,96,"human"
1e-07,"Rattus_norvegicus","Rnor",202,19892,90,"human"
0.001,"Lepisosteus_oculatus","Locu",812,19892,435,"human"
0.001,"Latimeria_chalumnae","Lcha",716,19892,413,"human"
0.001,"Bos_taurus","Btau",866,19892,96,"human"
0.001,"Gallus_gallus","Ggal",638,19892,312,"human"
0.001,"Pan_troglodytes","Ptro",1012,19892,6.6,"human"
0.001,"Gorilla_gorilla","Ggor",946,19892,9,"human"
0.001,"Sus_scrofa","Sscr",684,19892,96,"human"
0.001,"Canis_familiaris","Cfam",810,19892,96,"human"
0.001,"Meleagris_gallopavo","Mgal",656,19892,312,"human"
0.001,"Mus_musculus","Mmus",768,19892,88,"human"
0.001,"Danio_rerio","Drer",717,19892,435,"human"
0.001,"Taeniopygia_guttata","Tgut",608,19892,312,"human"
0.001,"Anolis_carolinensis","Acar",762,19892,312,"human"
0.001,"Felis_catus","Fcat",757,19892,96,"human"
0.001,"Rattus_norvegicus","Rnor",774,19892,90,"human"
1e-04,"Lepisosteus_oculatus","Locu",432,19892,435,"human"
1e-04,"Latimeria_chalumnae","Lcha",380,19892,413,"human"
1e-04,"Bos_taurus","Btau",477,19892,96,"human"
1e-04,"Gallus_gallus","Ggal",348,19892,312,"human"
1e-04,"Pan_troglodytes","Ptro",646,19892,6.6,"human"
1e-04,"Gorilla_gorilla","Ggor",594,19892,9,"human"
1e-04,"Sus_scrofa","Sscr",404,19892,96,"human"
1e-04,"Canis_familiaris","Cfam",456,19892,96,"human"
1e-04,"Meleagris_gallopavo","Mgal",357,19892,312,"human"
1e-04,"Mus_musculus","Mmus",475,19892,88,"human"
1e-04,"Danio_rerio","Drer",429,19892,435,"human"
1e-04,"Taeniopygia_guttata","Tgut",316,19892,312,"human"
1e-04,"Anolis_carolinensis","Acar",408,19892,312,"human"
1e-04,"Felis_catus","Fcat",443,19892,96,"human"
1e-04,"Rattus_norvegicus","Rnor",441,19892,90,"human"
1e-20,"Lepisosteus_oculatus","Locu",63,19892,435,"human"
1e-20,"Latimeria_chalumnae","Lcha",59,19892,413,"human"
1e-20,"Bos_taurus","Btau",66,19892,96,"human"
1e-20,"Gallus_gallus","Ggal",55,19892,312,"human"
1e-20,"Pan_troglodytes","Ptro",73,19892,6.6,"human"
1e-20,"Gorilla_gorilla","Ggor",78,19892,9,"human"
1e-20,"Sus_scrofa","Sscr",71,19892,96,"human"
1e-20,"Canis_familiaris","Cfam",64,19892,96,"human"
1e-20,"Meleagris_gallopavo","Mgal",59,19892,312,"human"
1e-20,"Mus_musculus","Mmus",64,19892,88,"human"
1e-20,"Danio_rerio","Drer",59,19892,435,"human"
1e-20,"Taeniopygia_guttata","Tgut",57,19892,312,"human"
1e-20,"Anolis_carolinensis","Acar",63,19892,312,"human"
1e-20,"Felis_catus","Fcat",63,19892,96,"human"
1e-20,"Rattus_norvegicus","Rnor",55,19892,90,"human"
1e-18,"Lepisosteus_oculatus","Locu",65,19892,435,"human"
1e-18,"Latimeria_chalumnae","Lcha",64,19892,413,"human"
1e-18,"Bos_taurus","Btau",73,19892,96,"human"
1e-18,"Gallus_gallus","Ggal",59,19892,312,"human"
1e-18,"Pan_troglodytes","Ptro",84,19892,6.6,"human"
1e-18,"Gorilla_gorilla","Ggor",82,19892,9,"human"
1e-18,"Sus_scrofa","Sscr",73,19892,96,"human"
1e-18,"Canis_familiaris","Cfam",71,19892,96,"human"
1e-18,"Meleagris_gallopavo","Mgal",62,19892,312,"human"
1e-18,"Mus_musculus","Mmus",72,19892,88,"human"
1e-18,"Danio_rerio","Drer",63,19892,435,"human"
1e-18,"Taeniopygia_guttata","Tgut",58,19892,312,"human"
1e-18,"Anolis_carolinensis","Acar",68,19892,312,"human"
1e-18,"Felis_catus","Fcat",70,19892,96,"human"
1e-18,"Rattus_norvegicus","Rnor",60,19892,90,"human"
1e-26,"Lepisosteus_oculatus","Locu",51,19892,435,"human"
1e-26,"Latimeria_chalumnae","Lcha",51,19892,413,"human"
1e-26,"Bos_taurus","Btau",54,19892,96,"human"
1e-26,"Gallus_gallus","Ggal",47,19892,312,"human"
1e-26,"Pan_troglodytes","Ptro",56,19892,6.6,"human"
1e-26,"Gorilla_gorilla","Ggor",61,19892,9,"human"
1e-26,"Sus_scrofa","Sscr",49,19892,96,"human"
1e-26,"Canis_familiaris","Cfam",53,19892,96,"human"
1e-26,"Meleagris_gallopavo","Mgal",51,19892,312,"human"
1e-26,"Mus_musculus","Mmus",50,19892,88,"human"
1e-26,"Danio_rerio","Drer",50,19892,435,"human"
1e-26,"Taeniopygia_guttata","Tgut",48,19892,312,"human"
1e-26,"Anolis_carolinensis","Acar",52,19892,312,"human"
1e-26,"Felis_catus","Fcat",51,19892,96,"human"
1e-26,"Rattus_norvegicus","Rnor",47,19892,90,"human"
1e-28,"Lepisosteus_oculatus","Locu",51,19892,435,"human"
1e-28,"Latimeria_chalumnae","Lcha",49,19892,413,"human"
1e-28,"Bos_taurus","Btau",49,19892,96,"human"
1e-28,"Gallus_gallus","Ggal",44,19892,312,"human"
1e-28,"Pan_troglodytes","Ptro",48,19892,6.6,"human"
1e-28,"Gorilla_gorilla","Ggor",51,19892,9,"human"
1e-28,"Sus_scrofa","Sscr",46,19892,96,"human"
1e-28,"Canis_familiaris","Cfam",47,19892,96,"human"
1e-28,"Meleagris_gallopavo","Mgal",46,19892,312,"human"
1e-28,"Mus_musculus","Mmus",48,19892,88,"human"
1e-28,"Danio_rerio","Drer",50,19892,435,"human"
1e-28,"Taeniopygia_guttata","Tgut",46,19892,312,"human"
1e-28,"Anolis_carolinensis","Acar",48,19892,312,"human"
1e-28,"Felis_catus","Fcat",50,19892,96,"human"
1e-28,"Rattus_norvegicus","Rnor",45,19892,90,"human"
1e-14,"Lepisosteus_oculatus","Locu",74,19892,435,"human"
1e-14,"Latimeria_chalumnae","Lcha",68,19892,413,"human"
1e-14,"Bos_taurus","Btau",89,19892,96,"human"
1e-14,"Gallus_gallus","Ggal",69,19892,312,"human"
1e-14,"Pan_troglodytes","Ptro",104,19892,6.6,"human"
1e-14,"Gorilla_gorilla","Ggor",98,19892,9,"human"
1e-14,"Sus_scrofa","Sscr",92,19892,96,"human"
1e-14,"Canis_familiaris","Cfam",78,19892,96,"human"
1e-14,"Meleagris_gallopavo","Mgal",66,19892,312,"human"
1e-14,"Mus_musculus","Mmus",91,19892,88,"human"
1e-14,"Danio_rerio","Drer",79,19892,435,"human"
1e-14,"Taeniopygia_guttata","Tgut",68,19892,312,"human"
1e-14,"Anolis_carolinensis","Acar",73,19892,312,"human"
1e-14,"Felis_catus","Fcat",82,19892,96,"human"
1e-14,"Rattus_norvegicus","Rnor",79,19892,90,"human"
1e-22,"Lepisosteus_oculatus","Locu",58,19892,435,"human"
1e-22,"Latimeria_chalumnae","Lcha",57,19892,413,"human"
1e-22,"Bos_taurus","Btau",59,19892,96,"human"
1e-22,"Gallus_gallus","Ggal",52,19892,312,"human"
1e-22,"Pan_troglodytes","Ptro",66,19892,6.6,"human"
1e-22,"Gorilla_gorilla","Ggor",69,19892,9,"human"
1e-22,"Sus_scrofa","Sscr",61,19892,96,"human"
1e-22,"Canis_familiaris","Cfam",62,19892,96,"human"
1e-22,"Meleagris_gallopavo","Mgal",54,19892,312,"human"
1e-22,"Mus_musculus","Mmus",59,19892,88,"human"
1e-22,"Danio_rerio","Drer",55,19892,435,"human"
1e-22,"Taeniopygia_guttata","Tgut",54,19892,312,"human"
1e-22,"Anolis_carolinensis","Acar",57,19892,312,"human"
1e-22,"Felis_catus","Fcat",58,19892,96,"human"
1e-22,"Rattus_norvegicus","Rnor",53,19892,90,"human"
0.01,"Lepisosteus_oculatus","Locu",1538,19892,435,"human"
0.01,"Latimeria_chalumnae","Lcha",1424,19892,413,"human"
0.01,"Bos_taurus","Btau",1694,19892,96,"human"
0.01,"Gallus_gallus","Ggal",1270,19892,312,"human"
0.01,"Pan_troglodytes","Ptro",1661,19892,6.6,"human"
0.01,"Gorilla_gorilla","Ggor",1611,19892,9,"human"
0.01,"Sus_scrofa","Sscr",1258,19892,96,"human"
0.01,"Canis_familiaris","Cfam",1633,19892,96,"human"
0.01,"Meleagris_gallopavo","Mgal",1369,19892,312,"human"
0.01,"Mus_musculus","Mmus",1329,19892,88,"human"
0.01,"Danio_rerio","Drer",1326,19892,435,"human"
0.01,"Taeniopygia_guttata","Tgut",1358,19892,312,"human"
0.01,"Anolis_carolinensis","Acar",1548,19892,312,"human"
0.01,"Felis_catus","Fcat",1439,19892,96,"human"
0.01,"Rattus_norvegicus","Rnor",1478,19892,90,"human"
1e-16,"Lepisosteus_oculatus","Locu",67,19892,435,"human"
1e-16,"Latimeria_chalumnae","Lcha",65,19892,413,"human"
1e-16,"Bos_taurus","Btau",76,19892,96,"human"
1e-16,"Gallus_gallus","Ggal",68,19892,312,"human"
1e-16,"Pan_troglodytes","Ptro",93,19892,6.6,"human"
1e-16,"Gorilla_gorilla","Ggor",89,19892,9,"human"
1e-16,"Sus_scrofa","Sscr",87,19892,96,"human"
1e-16,"Canis_familiaris","Cfam",72,19892,96,"human"
1e-16,"Meleagris_gallopavo","Mgal",64,19892,312,"human"
1e-16,"Mus_musculus","Mmus",78,19892,88,"human"
1e-16,"Danio_rerio","Drer",69,19892,435,"human"
1e-16,"Taeniopygia_guttata","Tgut",62,19892,312,"human"
1e-16,"Anolis_carolinensis","Acar",69,19892,312,"human"
1e-16,"Felis_catus","Fcat",75,19892,96,"human"
1e-16,"Rattus_norvegicus","Rnor",67,19892,90,"human"
