"Gene_name","dN","dS","micro-synteny","dataset","dNdS"
"LIPI",0.2389,0.7509,"NO","human",0.3182
"LIPK",0.1064,0.4291,"NO","human",0.248
"LIPM",0.0694,0.5474,"NO","human",0.1268
"LIPN",0.1022,0.4679,"NO","human",0.2184
"LIPT1",0.1151,0.741,"NO","human",0.1553
"LIPT2",0.0831,0.7282,"NO","human",0.1141
"LITAF",0.0826,0.9276,"NO","human",0.089
"LIX1",0.0251,0.3942,"NO","human",0.0637
"LIX1L",0.0171,0.4241,"NO","human",0.0403
"LKAAEAR1",0.269,2.7572,"NO","human",0.0976
"LLCFC1",0.479,0.6036,"NO","human",0.7936
"LLGL1",0.0527,0.7366,"YES","human",0.0715
"LLGL2",0.0476,0.793,"NO","human",0.06
"LLPH",0.0875,0.8722,"NO","human",0.1003
"LMAN1",0.057,0.5814,"YES","human",0.098
"LMAN1L",0.1967,0.4693,"NO","human",0.4191
"LMAN2",0.0246,0.8223,"NO","human",0.0299
"LMAN2L",0.0455,0.3794,"YES","human",0.1199
"LMBR1",0.0189,0.4197,"YES","human",0.045
"LMBR1L",0.0219,0.4599,"NO","human",0.0476
"LMBRD1",0.0363,0.6983,"NO","human",0.052
"LMBRD2",0.0275,0.4814,"NO","human",0.0571
"LMCD1",0.0385,0.7294,"NO","human",0.0528
"LMF1",0.1292,1.4951,"NO","human",0.0864
"LMF2",0.1012,1.1823,"YES","human",0.0856
"LMLN",0.0511,0.7268,"NO","human",0.0703
"LMLN2",0.1603,0.5715,"YES","human",0.2805
"LMNA",0.0134,0.6991,"NO","human",0.0192
"LMNB1",0.0186,0.6306,"YES","human",0.0295
"LMNB2",0.0907,2.1519,"YES","human",0.0421
"LMNTD1",0.362,1.0893,"NO","human",0.3323
"LMNTD2",0.3523,1.4768,"YES","human",0.2386
"LMO1",0.0056,0.4566,"YES","human",0.0123
"LMO2",0.0139,0.3828,"NO","human",0.0363
"LMO3",0.0858,0.6434,"NO","human",0.1334
"LMO7",0.1018,0.5596,"NO","human",0.1819
"LMOD1",0.0961,0.7771,"NO","human",0.1237
"LMOD2",0.0612,0.6596,"YES","human",0.0928
"LMOD3",0.1166,0.6736,"YES","human",0.1731
"LMTK2",0.1315,0.8036,"YES","human",0.1636
"LMTK3",0.05,0.5093,"NO","human",0.0982
"LMX1A",0.0128,0.4822,"NO","human",0.0265
"LNP1",0.2407,0.4577,"NO","human",0.5259
"LNPEP",0.0672,0.4222,"NO","human",0.1592
"LNPK",0.0783,0.3148,"YES","human",0.2487
"LNX1",0.0667,0.5973,"NO","human",0.1117
"LNX2",0.0583,1.1163,"YES","human",0.0522
"LONP1",0.0583,1.4318,"NO","human",0.0407
"LONP2",0.0229,0.4916,"NO","human",0.0466
"LONRF1",0.0623,0.5195,"NO","human",0.1199
"LONRF2",0.1209,0.7272,"YES","human",0.1663
"LONRF3",0.1083,0.4705,"NO","human",0.2302
"LOX",0.0603,0.7238,"NO","human",0.0833
"LOXHD1",0.0325,0.7717,"NO","human",0.0421
"LOXL1",0.0436,0.7925,"NO","human",0.055
"LOXL2",0.0672,0.9148,"NO","human",0.0735
"LOXL3",0.037,0.5296,"NO","human",0.0699
"LOXL4",0.0723,0.6043,"YES","human",0.1196
"LPAR1",0.0139,0.4772,"YES","human",0.0291
"LPAR2",0.0427,0.8172,"YES","human",0.0523
"LPAR3",0.0455,1.0322,"NO","human",0.0441
"LPAR4",0.0078,0.4488,"YES","human",0.0174
"LPAR5",0.1316,1.2075,"NO","human",0.109
"LPAR6",0.0379,0.5733,"NO","human",0.0661
"LPCAT1",0.0629,0.856,"NO","human",0.0735
"LPCAT2",0.0642,0.557,"NO","human",0.1153
"LPCAT3",0.0702,0.3931,"NO","human",0.1786
"LPCAT4",0.0346,0.4133,"NO","human",0.0837
"LPGAT1",0.0495,0.3486,"NO","human",0.142
"LPIN1",0.061,0.7588,"NO","human",0.0804
"LPIN2",0.0584,0.5352,"NO","human",0.1091
"LPIN3",0.1048,0.6125,"YES","human",0.1711
"LPL",0.0389,0.5084,"YES","human",0.0765
"LPO",0.1224,0.6913,"NO","human",0.1771
"LPP",0.0588,0.5155,"NO","human",0.1141
"LPXN",0.0868,0.3935,"YES","human",0.2206
"LRAT",0.1127,0.7379,"NO","human",0.1527
"LRBA",0.0522,0.4272,"NO","human",0.1222
"LRCH1",0.124,0.657,"NO","human",0.1887
"LRCH2",0.0313,0.3839,"NO","human",0.0815
"LRCH3",0.0747,0.4297,"YES","human",0.1738
"LRCH4",0.0792,0.5227,"NO","human",0.1515
"LRCOL1",0.3447,2.3493,"NO","human",0.1467
"LRFN1",0.025,0.9049,"NO","human",0.0276
"LRFN2",0.0231,0.8301,"NO","human",0.0278
"LRFN3",0.0199,0.7764,"NO","human",0.0256
"LRFN4",0.0162,0.7037,"NO","human",0.023
"LRFN5",0.0285,0.4222,"NO","human",0.0675
"LRG1",0.2708,2.5441,"NO","human",0.1064
"LRGUK",0.178,0.6392,"NO","human",0.2785
"LRIF1",0.175,0.2979,"NO","human",0.5874
"LRIG1",0.0889,0.5875,"YES","human",0.1513
"LRIG2",0.0514,0.3965,"NO","human",0.1296
"LRIG3",0.0745,0.6096,"NO","human",0.1222
"LRIT1",0.1242,0.8488,"NO","human",0.1463
"LRIT2",0.181,0.5504,"NO","human",0.3289
"LRIT3",0.1835,0.6082,"NO","human",0.3017
"LRMDA",0.0599,0.4881,"NO","human",0.1227
"LRMP",0.2054,0.8967,"NO","human",0.2291
"LRP1",0.0089,0.782,"NO","human",0.0114
"LRP10",0.0711,0.451,"YES","human",0.1576
"LRP11",0.1801,0.7162,"NO","human",0.2515
"LRP12",0.0352,0.6337,"NO","human",0.0555
"LRP1B",0.0418,0.5427,"NO","human",0.077
"LRP2",0.1402,0.6715,"YES","human",0.2088
"LRP2BP",0.0731,0.7864,"NO","human",0.093
"LRP3",0.035,0.8377,"NO","human",0.0418
"LRP4",0.0155,0.4741,"NO","human",0.0327
"LRP5",0.0292,1.2291,"NO","human",0.0238
"LRP5L",0.1219,1.4973,"NO","human",0.0814
"LRP6",0.0095,0.4246,"NO","human",0.0224
"LRP8",0.0515,0.4916,"NO","human",0.1048
"LRPAP1",0.1411,1.4665,"NO","human",0.0962
"LRPPRC",0.1566,0.5891,"YES","human",0.2658
"LRR1",0.1293,0.4572,"NO","human",0.2828
"LRRC1",0.0372,0.4091,"NO","human",0.0909
"LRRC10",0.056,0.7435,"NO","human",0.0753
"LRRC10B",0.0208,0.6719,"NO","human",0.031
"LRRC14",0.0316,0.9531,"YES","human",0.0332
"LRRC14B",0.1275,1.0273,"NO","human",0.1241
"LRRC15",0.0966,0.9231,"NO","human",0.1046
"LRRC17",0.0608,0.6832,"NO","human",0.089
"LRRC18",0.0921,0.8165,"NO","human",0.1128
"LRRC19",0.1845,0.4898,"NO","human",0.3767
"LRRC2",0.0849,0.6916,"NO","human",0.1228
"LRRC20",0.0552,1.3727,"NO","human",0.0402
"LRRC23",0.1336,0.7617,"NO","human",0.1754
"LRRC24",0.1045,1.2673,"NO","human",0.0825
"LRRC25",0.3846,1.7104,"NO","human",0.2249
"LRRC26",0.2584,1.6367,"NO","human",0.1579
"LRRC27",0.3213,0.8691,"YES","human",0.3697
"LRRC28",0.0544,0.3618,"NO","human",0.1504
"LRRC29",0.1144,0.6026,"NO","human",0.1898
"LRRC3",0.1088,1.812,"NO","human",0.06
"LRRC30",0.0561,0.8434,"NO","human",0.0665
"LRRC31",0.2271,0.632,"YES","human",0.3593
"LRRC32",0.1148,0.9928,"NO","human",0.1156
"LRRC34",0.1371,0.6762,"NO","human",0.2028
"LRRC36",0.1082,0.3327,"YES","human",0.3252
"LRRC37A",0.5989,0.8135,"NO","human",0.7362
"LRRC37A2",0.5959,0.824,"NO","human",0.7232
"LRRC37A3",0.6001,0.8264,"NO","human",0.7262
"LRRC37B",0.5887,0.8798,"NO","human",0.6691
"LRRC38",0.0524,1.0663,"NO","human",0.0491
"LRRC39",0.1132,0.4724,"NO","human",0.2396
"LRRC3B",0.0018,0.5148,"NO","human",0.0035
"LRRC3C",0.1169,0.7382,"NO","human",0.1584
"LRRC4",0.0104,0.3166,"NO","human",0.0328
"LRRC40",0.0996,0.6275,"NO","human",0.1587
"LRRC41",0.0249,0.321,"NO","human",0.0776
"LRRC42",0.0686,0.5609,"NO","human",0.1223
"LRRC43",0.2237,1.215,"NO","human",0.1841
"LRRC45",0.0887,0.929,"NO","human",0.0955
"LRRC46",0.1908,0.4209,"NO","human",0.4533
"LRRC47",0.073,1.0436,"NO","human",0.07
"LRRC49",0.0531,0.6399,"NO","human",0.083
"LRRC4B",0.0189,1.2555,"NO","human",0.0151
"LRRC4C",0.0014,0.3072,"NO","human",0.0046
"LRRC52",0.1719,0.5485,"NO","human",0.3134
"LRRC55",0.026,0.7767,"NO","human",0.0335
"LRRC56",0.2051,0.5139,"YES","human",0.3991
"LRRC57",0.0226,0.4594,"YES","human",0.0492
"LRRC58",0.0296,0.4,"NO","human",0.074
"LRRC59",0.0207,0.5784,"NO","human",0.0358
"LRRC6",0.1154,0.5894,"YES","human",0.1958
"LRRC61",0.0678,0.7875,"NO","human",0.0861
"LRRC63",0.3842,0.7953,"NO","human",0.4831
"LRRC66",0.4205,0.6243,"YES","human",0.6736
"LRRC69",0.2303,0.5873,"NO","human",0.3921
"LRRC7",0.0221,0.4091,"NO","human",0.054
"LRRC71",0.1059,0.7384,"NO","human",0.1434
"LRRC73",0.0058,0.3194,"NO","human",0.0182
"LRRC74A",0.203,0.8472,"YES","human",0.2396
"LRRC74B",0.235,0.85,"NO","human",0.2765
"LRRC75A",0.0434,0.7524,"YES","human",0.0577
"LRRC75B",0.0884,1.0466,"NO","human",0.0845
"LRRC8A",0.0045,0.8757,"YES","human",0.0051
"LRRC8B",0.0337,0.9124,"NO","human",0.0369
"LRRC8C",0.0147,0.7345,"NO","human",0.02
"LRRC8D",0.0201,0.754,"NO","human",0.0267
"LRRC8E",0.0519,1.4037,"YES","human",0.037
"LRRC9",0.103,0.6983,"YES","human",0.1475
"LRRCC1",0.1153,0.6047,"NO","human",0.1907
"LRRD1",0.222,0.5917,"NO","human",0.3752
"LRRFIP1",0.3009,1.0324,"YES","human",0.2915
"LRRFIP2",0.022,0.4397,"NO","human",0.05
"LRRIQ1",0.2759,0.7615,"NO","human",0.3623
"LRRIQ3",0.2742,1.264,"NO","human",0.2169
"LRRIQ4",0.2174,0.7226,"YES","human",0.3009
"LRRK1",0.0571,0.7269,"NO","human",0.0786
"LRRK2",0.0756,0.6651,"NO","human",0.1137
"LRRN1",0.0217,0.6372,"NO","human",0.0341
"LRRN2",0.059,0.6027,"NO","human",0.0979
"LRRN3",0.0622,0.4837,"NO","human",0.1286
"LRRN4",0.2335,0.8562,"YES","human",0.2727
"LRRN4CL",0.2501,1.1768,"YES","human",0.2125
"LRRTM1",0.0138,0.5088,"NO","human",0.0271
"LRRTM2",0.0085,0.1585,"NO","human",0.0536
"LRRTM3",0.011,0.4111,"NO","human",0.0268
"LRRTM4",0.0278,0.5567,"NO","human",0.0499
"LRSAM1",0.0642,0.7447,"NO","human",0.0862
"LRTM1",0.2493,0.7711,"NO","human",0.3233
"LRTM2",0.0394,0.9532,"NO","human",0.0413
"LRTOMT",0.0409,0.5192,"NO","human",0.0788
"LRWD1",0.1238,0.884,"NO","human",0.14
"LSAMP",0.0587,0.3384,"NO","human",0.1735
"LSG1",0.0979,0.6431,"YES","human",0.1522
"LSM1",0.0114,0.3954,"NO","human",0.0288
"LSM10",0.0602,1.056,"NO","human",0.057
"LSM11",0.06,0.491,"NO","human",0.1222
"LSM14A",0.0336,0.3794,"NO","human",0.0886
"LSM14B",0.0257,0.4761,"YES","human",0.054
"LSM2",0.0048,0.41,"NO","human",0.0117
"LSM4",0.0124,0.9228,"NO","human",0.0134
"LSM7",0.0118,2.1374,"YES","human",0.0055
"LSMEM1",0.1103,0.5641,"NO","human",0.1955
"LSP1",0.2604,1.1963,"NO","human",0.2177
"LSR",0.1011,0.9111,"NO","human",0.111
"LSS",0.082,0.8067,"NO","human",0.1016
"LST1",0.3309,1.1641,"NO","human",0.2843
"LTA",0.1552,0.5809,"NO","human",0.2672
"LTA4H",0.0387,0.5134,"NO","human",0.0754
"LTB",0.1942,0.7633,"YES","human",0.2544
"LTB4R2",0.0391,0.8828,"NO","human",0.0443
"LTBP1",0.0547,0.497,"YES","human",0.1101
"LTBP2",0.1036,0.6368,"YES","human",0.1627
"LTBP3",0.0279,0.8598,"NO","human",0.0324
"LTBP4",0.0651,0.6747,"NO","human",0.0965
"LTBR",0.2132,0.6279,"NO","human",0.3395
"LTC4S",0.0598,0.6723,"NO","human",0.0889
"LTF",0.1979,0.6734,"NO","human",0.2939
"LTK",0.1176,0.5663,"YES","human",0.2077
"LTN1",0.0826,0.5661,"YES","human",0.1459
"LTV1",0.0879,0.6409,"NO","human",0.1372
"LUC7L",0.0173,0.4218,"NO","human",0.041
"LUC7L2",0.0022,0.3264,"NO","human",0.0067
"LUC7L3",0.0217,0.3873,"NO","human",0.056
"LUM",0.0747,0.782,"NO","human",0.0955
"LURAP1",0.0814,0.5045,"NO","human",0.1613
"LURAP1L",0.0421,0.6254,"YES","human",0.0673
"LUZP1",0.1081,0.4702,"NO","human",0.2299
"LUZP2",0.0847,0.6118,"NO","human",0.1384
"LVRN",0.2261,0.5212,"YES","human",0.4338
"LXN",0.0814,0.6143,"NO","human",0.1325
"LY6D",0.3285,1.1153,"YES","human",0.2945
"LY6E",0.2984,1.8275,"YES","human",0.1633
"LY6G5B",0.2576,0.6374,"NO","human",0.4041
"LY6G5C",0.2405,0.8577,"NO","human",0.2804
"LY6G6C",0.0768,0.6014,"NO","human",0.1277
"LY6G6D",0.2005,0.5294,"NO","human",0.3787
"LY6G6E",0.2323,0.8917,"NO","human",0.2605
"LY6G6F",0.2241,0.4692,"NO","human",0.4776
"LY6H",0.0532,0.5035,"NO","human",0.1057
"LY6K",0.6089,1.8667,"NO","human",0.3262
"LY6L",0.5606,1.5002,"NO","human",0.3737
"LY75",0.1414,0.5832,"NO","human",0.2425
"LY75-CD302",0.1499,0.6072,"NO","human",0.2469
"LY86",0.1889,0.6125,"NO","human",0.3084
"LY9",0.3545,0.5432,"NO","human",0.6526
"LY96",0.2511,0.5514,"YES","human",0.4554
"LYAR",0.1754,1.22,"NO","human",0.1438
"LYG1",0.1975,0.4911,"NO","human",0.4022
"LYG2",0.14,0.6571,"YES","human",0.2131
"LYL1",0.1284,0.8308,"NO","human",0.1545
"LYN",0.0175,0.5914,"YES","human",0.0296
"LYNX1",0.095,1.4805,"NO","human",0.0642
"LYPD1",0.0314,0.4873,"YES","human",0.0644
"LYPD2",0.2212,0.999,"NO","human",0.2214
"LYPD3",0.1643,0.8012,"NO","human",0.2051
"LYPD4",0.2071,0.5318,"NO","human",0.3894
"LYPD5",0.1799,1.5938,"NO","human",0.1129
"LYPD6",0.0254,0.4257,"NO","human",0.0597
"LYPD6B",0.1158,0.65,"YES","human",0.1782
"LYPD8",0.5859,0.9559,"NO","human",0.6129
"LYPLA1",0.042,0.4361,"NO","human",0.0963
"LYPLA2",0.0061,0.2888,"NO","human",0.0211
"LYPLAL1",0.1574,0.6312,"NO","human",0.2494
"LYRM1",0.0591,0.423,"YES","human",0.1397
"LYRM2",0.0556,0.8679,"NO","human",0.0641
"LYRM7",0.09,0.4497,"YES","human",0.2001
"LYRM9",0.0467,0.3404,"NO","human",0.1372
"LYSMD1",0.1003,0.3845,"NO","human",0.2609
"LYSMD2",0.0591,0.4456,"NO","human",0.1326
"LYSMD3",0.0979,0.6283,"NO","human",0.1558
"LYSMD4",0.4344,1.4983,"NO","human",0.2899
"LYST",0.0786,0.4959,"NO","human",0.1585
"LYVE1",0.2023,0.5006,"YES","human",0.4041
"LYZ",0.2922,0.6841,"NO","human",0.4271
"LYZL1",0.1446,0.599,"NO","human",0.2414
"LYZL2",0.1529,0.6842,"NO","human",0.2235
"LYZL4",0.1961,0.661,"NO","human",0.2967
"LYZL6",0.1823,0.5213,"NO","human",0.3497
"LZIC",0.0317,0.6204,"NO","human",0.0511
"LZTFL1",0.0505,0.5443,"NO","human",0.0928
"LZTR1",0.0251,0.8359,"YES","human",0.03
"LZTS1",0.0511,1.2044,"NO","human",0.0424
"LZTS2",0.0376,0.5627,"YES","human",0.0668
"LZTS3",0.0224,0.671,"YES","human",0.0334
"M1AP",0.1765,0.4959,"NO","human",0.3559
"M6PR",0.0394,0.4529,"NO","human",0.087
"MAATS1",0.1613,0.6118,"NO","human",0.2636
"MAB21L2",0.0011,0.6421,"NO","human",0.0017
"MAB21L3",0.1426,0.8437,"NO","human",0.169
"MACC1",0.1312,0.5727,"NO","human",0.2291
"MACF1",0.0396,0.4247,"NO","human",0.0932
"MACO1",0.0035,0.3776,"NO","human",0.0093
"MACROD1",0.0848,0.8041,"NO","human",0.1055
"MACROD2",0.1425,0.4246,"YES","human",0.3356
"MAD1L1",0.1053,1.7441,"NO","human",0.0604
"MAD2L1",0.0306,0.4893,"NO","human",0.0625
"MAD2L1BP",0.1748,0.6643,"NO","human",0.2631
"MAD2L2",0.0086,0.7681,"NO","human",0.0112
"MADCAM1",0.4081,2.1912,"YES","human",0.1862
"MADD",0.0213,0.4391,"NO","human",0.0485
"MAEA",0.0055,0.917,"YES","human",0.006
"MAEL",0.0508,0.326,"NO","human",0.1558
"MAF",0.0107,0.372,"NO","human",0.0288
"MAF1",0.0238,0.8194,"NO","human",0.029
"MAFA",0.0248,0.9616,"YES","human",0.0258
"MAFB",0.0113,0.5358,"YES","human",0.0211
"MAFF",0.0473,0.6837,"YES","human",0.0692
"MAFG",0.005,0.9032,"YES","human",0.0055
"MAFK",0.008,4.9922,"YES","human",0.0016
"MAG",0.0358,0.9635,"NO","human",0.0372
"MAGEA10",0.459,0.8437,"NO","human",0.544
"MAGEB16",0.3183,0.9983,"NO","human",0.3188
"MAGEB18",0.3027,0.5272,"NO","human",0.5742
"MAGEB2",0.348,0.5192,"NO","human",0.6703
"MAGEB5",0.5574,0.8861,"NO","human",0.629
"MAGEB6",0.4985,1.0748,"NO","human",0.4638
"MAGEB6B",0.4836,1.0311,"NO","human",0.469
"MAGED1",0.0613,0.3252,"NO","human",0.1885
"MAGED2",0.076,0.3016,"NO","human",0.252
"MAGEE1",0.2324,0.5843,"YES","human",0.3977
"MAGEE2",0.0923,0.3853,"YES","human",0.2396
"MAGEH1",0.0338,0.509,"NO","human",0.0664
"MAGEL2",0.2115,0.5511,"YES","human",0.3838
"MAGI1",0.0288,0.4201,"NO","human",0.0686
"MAGI2",0.0304,0.3234,"NO","human",0.094
"MAGI3",0.0725,0.3929,"NO","human",0.1845
"MAGIX",0.2579,0.6298,"NO","human",0.4095
"MAGT1",0.0604,0.3665,"YES","human",0.1648
"MAIP1",0.1452,0.4378,"YES","human",0.3317
"MAJIN",0.29,0.6643,"NO","human",0.4365
"MAK",0.0962,0.6513,"NO","human",0.1477
"MAK16",0.06,0.4929,"NO","human",0.1217
"MAL",0.072,0.5439,"NO","human",0.1324
"MAL2",0.0429,0.3948,"YES","human",0.1087
"MALL",0.0803,0.8244,"NO","human",0.0974
"MALRD1",0.1641,0.6647,"NO","human",0.2469
"MALSU1",0.168,0.473,"NO","human",0.3552
"MALT1",0.0712,0.515,"NO","human",0.1383
"MAMDC2",0.0552,0.4849,"NO","human",0.1138
"MAMDC4",0.1701,0.7326,"NO","human",0.2322
"MAML1",0.0754,0.5168,"NO","human",0.1459
"MAML2",0.1114,0.4519,"NO","human",0.2465
"MAML3",0.0621,0.5609,"NO","human",0.1107
"MAMLD1",0.2446,0.5899,"NO","human",0.4146
"MAMSTR",0.1722,0.7178,"NO","human",0.2399
"MAN1A1",0.0507,0.4519,"YES","human",0.1122
"MAN1A2",0.0304,0.4105,"NO","human",0.0741
"MAN1B1",0.1299,0.9625,"NO","human",0.135
"MAN1C1",0.0588,0.8713,"NO","human",0.0675
"MAN2A1",0.1192,0.6389,"YES","human",0.1866
"MAN2A2",0.0557,0.6093,"NO","human",0.0914
"MAN2B1",0.1589,1.0265,"NO","human",0.1548
"MAN2B2",0.1468,0.9757,"NO","human",0.1505
"MAN2C1",0.0734,0.5709,"NO","human",0.1286
"MANBA",0.1532,0.7791,"NO","human",0.1966
"MANBAL",0.0605,0.5005,"YES","human",0.1209
"MANEA",0.0803,0.5501,"NO","human",0.146
"MANEAL",0.0179,0.7493,"NO","human",0.0239
"MANF",0.0131,0.3761,"NO","human",0.0348
"MANSC1",0.4196,0.9635,"YES","human",0.4355
"MANSC4",0.3261,0.966,"YES","human",0.3376
"MAOA",0.0722,0.5604,"NO","human",0.1288
"MAOB",0.0575,0.4372,"NO","human",0.1315
"MAP10",0.3707,0.8408,"YES","human",0.4409
"MAP1A",0.1119,0.477,"YES","human",0.2346
"MAP1B",0.0492,0.5778,"NO","human",0.0852
"MAP1LC3A",0.0832,1.3546,"YES","human",0.0614
"MAP1LC3B",0.0246,1.3193,"NO","human",0.0186
"MAP1LC3B2",0.0283,1.3908,"NO","human",0.0203
"MAP1S",0.2216,3.6229,"NO","human",0.0612
"MAP2",0.1084,0.5081,"YES","human",0.2133
"MAP2K1",0.0046,0.5169,"NO","human",0.0089
"MAP2K2",0.0246,1.2561,"NO","human",0.0196
"MAP2K3",0.0161,0.6048,"YES","human",0.0266
"MAP2K4",0.0245,0.2055,"NO","human",0.1192
"MAP2K5",0.0116,0.3895,"NO","human",0.0298
"MAP2K6",0.0097,0.4162,"NO","human",0.0233
"MAP2K7",0.006,0.6773,"YES","human",0.0089
"MAP3K1",0.0558,0.5453,"NO","human",0.1023
"MAP3K10",0.0318,0.7065,"NO","human",0.045
"MAP3K11",0.0316,0.699,"NO","human",0.0452
"MAP3K12",0.0194,0.3569,"NO","human",0.0544
"MAP3K13",0.0568,0.6159,"YES","human",0.0922
"MAP3K14",0.0838,0.5919,"NO","human",0.1416
"MAP3K15",0.0691,0.5217,"NO","human",0.1325
"MAP3K19",0.2689,0.6128,"YES","human",0.4388
"MAP3K2",0.0174,0.317,"NO","human",0.0549
"MAP3K20",0.0427,0.5233,"YES","human",0.0816
"MAP3K21",0.197,0.9548,"YES","human",0.2063
"MAP3K3",0.0162,0.4323,"NO","human",0.0375
"MAP3K4",0.058,0.7664,"NO","human",0.0757
"MAP3K5",0.0265,0.627,"NO","human",0.0423
"MAP3K6",0.068,0.6988,"NO","human",0.0973
"MAP3K7",0.0031,0.3737,"NO","human",0.0083
"MAP3K8",0.0316,0.5706,"NO","human",0.0554
"MAP3K9",0.0229,0.4295,"YES","human",0.0533
"MAP4",0.3097,0.4683,"NO","human",0.6613
"MAP4K1",0.0987,0.6144,"NO","human",0.1606
"MAP4K2",0.0294,0.6515,"NO","human",0.0451
"MAP4K3",0.0193,0.5128,"YES","human",0.0376
"MAP4K4",0.0084,0.4776,"NO","human",0.0176
"MAP4K5",0.0195,0.5172,"YES","human",0.0377
"MAP6",0.1862,0.5457,"NO","human",0.3412
"MAP6D1",0.1508,0.4689,"NO","human",0.3216
"MAP7",0.1565,0.5522,"YES","human",0.2834
"MAP7D1",0.0688,0.4033,"NO","human",0.1706
"MAP7D2",0.1418,0.5645,"NO","human",0.2512
"MAP7D3",0.841,1.9188,"YES","human",0.4383
"MAP9",0.1935,1.2142,"NO","human",0.1594
"MAPK1",0.0053,0.3202,"NO","human",0.0166
"MAPK10",0.002,0.4164,"NO","human",0.0048
"MAPK11",0.0118,0.9334,"NO","human",0.0126
"MAPK12",0.0358,1.1417,"YES","human",0.0314
"MAPK13",0.0304,0.8848,"NO","human",0.0344
"MAPK14",0.0025,0.5522,"YES","human",0.0045
"MAPK15",0.191,0.8756,"YES","human",0.2181
"MAPK1IP1L",0.1311,0.2138,"YES","human",0.6132
"MAPK3",0.0148,0.6849,"NO","human",0.0216
"MAPK4",0.0268,0.9518,"NO","human",0.0282
"MAPK6",0.0254,0.5521,"NO","human",0.046
"MAPK7",0.0388,0.5648,"NO","human",0.0687
"MAPK8",0.0042,0.2694,"NO","human",0.0156
"MAPK8IP1",0.0327,0.5835,"NO","human",0.056
"MAPK8IP2",0.0652,1.0391,"YES","human",0.0627
"MAPK8IP3",0.0316,0.9162,"NO","human",0.0345
"MAPK9",0.0183,0.5273,"NO","human",0.0347
"MAPKAP1",0.0132,0.3257,"NO","human",0.0405
"MAPKAPK2",0.0304,0.6915,"NO","human",0.044
"MAPKAPK3",0.0253,0.4826,"NO","human",0.0524
"MAPKAPK5",0.0141,0.4147,"NO","human",0.034
"MAPKBP1",0.073,0.454,"YES","human",0.1608
"MAPRE1",0.0164,0.3311,"YES","human",0.0495
"MAPRE2",0.0125,0.4283,"NO","human",0.0292
"MAPRE3",0.0032,0.428,"YES","human",0.0075
"MAPT",0.0527,0.6582,"NO","human",0.0801
"MARC1",0.118,0.7641,"NO","human",0.1544
"MARC2",0.1403,0.7848,"NO","human",0.1788
"MARCH1",0.021,0.346,"NO","human",0.0607
"MARCH10",0.2619,0.5524,"NO","human",0.4741
"MARCH11",0.1549,0.5411,"NO","human",0.2863
"MARCH2",0.0452,0.9389,"NO","human",0.0481
"MARCH3",0.0409,0.3056,"YES","human",0.1338
"MARCH4",0.0448,0.4242,"NO","human",0.1056
"MARCH6",0.0108,0.3995,"NO","human",0.027
"MARCH7",0.0676,0.418,"YES","human",0.1617
"MARCH8",0.0352,0.3955,"NO","human",0.089
"MARCH9",0.019,0.4671,"NO","human",0.0407
"MARCKS",0.2096,1.5461,"NO","human",0.1356
"MARCKSL1",0.0177,0.2258,"NO","human",0.0784
"MARCO",0.2986,0.6366,"NO","human",0.4691
"MARCOL",0.4065,1.0666,"NO","human",0.3811
"MARF1",0.0766,0.4784,"YES","human",0.1601
"MARK1",0.0268,0.6184,"NO","human",0.0433
"MARK2",0.0076,0.3175,"NO","human",0.0239
"MARK3",0.0143,0.465,"YES","human",0.0308
"MARK4",0.011,0.5214,"NO","human",0.0211
"MARS",0.0587,0.4592,"NO","human",0.1278
"MARS2",0.0743,0.6195,"YES","human",0.1199
"MARVELD1",0.0481,0.6188,"YES","human",0.0777
"MARVELD2",0.0705,0.5321,"NO","human",0.1325
"MARVELD3",0.1707,0.6898,"NO","human",0.2475
"MAS1",0.0527,0.855,"NO","human",0.0616
"MASP1",0.2427,1.0082,"NO","human",0.2407
"MASP2",0.1111,0.545,"NO","human",0.2039
"MAST1",0.0282,0.8329,"NO","human",0.0339
"MAST2",0.0682,0.4243,"NO","human",0.1607
"MAST3",0.0575,1.1604,"YES","human",0.0496
"MAST4",0.1037,0.6163,"NO","human",0.1683
"MASTL",0.1495,0.4798,"NO","human",0.3116
"MAT1A",0.0196,0.6064,"NO","human",0.0323
"MAT2A",0.0023,0.3396,"NO","human",0.0068
"MAT2B",0.0297,0.4781,"NO","human",0.0621
"MATK",0.076,1.2027,"NO","human",0.0632
"MATN1",0.0501,0.931,"NO","human",0.0538
"MATN2",0.0672,0.5193,"YES","human",0.1294
"MATN3",0.1001,0.6179,"NO","human",0.162
"MATN4",0.0476,0.7698,"YES","human",0.0618
"MATR3",0.0071,0.2529,"YES","human",0.0281
"MAU2",0.0208,0.8946,"NO","human",0.0233
"MAVS",0.3957,0.6176,"YES","human",0.6407
"MAX",0.003,0.1427,"NO","human",0.021
"MAZ",0.0668,0.4495,"NO","human",0.1486
"MB",0.0842,1.1868,"NO","human",0.0709
"MB21D2",0.0064,0.6145,"NO","human",0.0104
"MBD1",0.2365,0.4231,"NO","human",0.559
"MBD2",0.0528,0.3511,"NO","human",0.1504
"MBD3",0.0233,1.6841,"NO","human",0.0138
"MBD3L1",0.3201,0.8213,"NO","human",0.3897
"MBD3L2",0.6522,1.4493,"NO","human",0.45
